notice_id,buyer_name_raw,buyer_name_normalized,buyer_siret_clean,buyer_siren_clean,buyer_identifier_source,buyer_key,buyer_key_type,buyer_siren_enriched,buyer_siren_alias,buyer_siren_l2,buyer_key_l2,buyer_identity_source,buyer_identity_confidence,buyer_identity_conflict,buyer_siren_agrees_with_boamp_siret,enrichment_join_status
19-131225,SDIS 44,sdis 44,,,NONE,NAME:sdis 44,NAME_FALLBACK,,284400017,284400017,SIREN:284400017,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,False,False,NOT_IN_ENRICHMENT
19-123299,MINDEF/EMA/DC SCA/PFAF CO Rennes,mindef ema dc sca pfaf co rennes,,,NONE,NAME:mindef ema dc sca pfaf co rennes,NAME_FALLBACK,,,,NAME:mindef ema dc sca pfaf co rennes,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT
19-131092,SDIS 44,sdis 44,,,NONE,NAME:sdis 44,NAME_FALLBACK,,284400017,284400017,SIREN:284400017,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,False,False,NOT_IN_ENRICHMENT
19-142610,Département de Maine-et-Loire,departement de maine-et-loire,,,NONE,NAME:departement de maine-et-loire,NAME_FALLBACK,,224900019,224900019,SIREN:224900019,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,False,False,NOT_IN_ENRICHMENT
19-142286,COMMUNE DE NANTES,commune de nantes,,,NONE,NAME:commune de nantes,NAME_FALLBACK,,214401093,214401093,SIREN:214401093,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,False,False,NOT_IN_ENRICHMENT
19-143955,Conseil régional des Pays de la Loire,conseil regional des pays de la loire,23440003400026,234400034,RAW_SIRET_FIELD,SIRET:23440003400026,RAW_SIRET,,234400034,234400034,SIRET:23440003400026,DIRECT_BOAMP_SIRET,HIGH,False,False,NOT_IN_ENRICHMENT
19-136771,Commune de Basse-Goulaine,commune de basse-goulaine,,,NONE,NAME:commune de basse-goulaine,NAME_FALLBACK,,,,NAME:commune de basse-goulaine,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT
19-138013,CHBR REG METIERS ARTISANAT NOUV AQUIT,chbr reg metiers artisanat nouv aquit,,,NONE,NAME:chbr reg metiers artisanat nouv aquit,NAME_FALLBACK,,,,NAME:chbr reg metiers artisanat nouv aquit,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT
19-138231,cc du Pays de Mortagne,cc du pays de mortagne,,,NONE,NAME:cc du pays de mortagne,NAME_FALLBACK,,248500662,248500662,SIREN:248500662,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,False,False,NOT_IN_ENRICHMENT
19-133510,Département de la Vendée,departement de la vendee,,,NONE,NAME:departement de la vendee,NAME_FALLBACK,,228500013,228500013,SIREN:228500013,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,False,False,NOT_IN_ENRICHMENT
19-147471,Université d'Angers,universite d angers,,,NONE,NAME:universite d angers,NAME_FALLBACK,,194909701,194909701,SIREN:194909701,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,False,False,NOT_IN_ENRICHMENT
19-142971,MAIRIE DE CORDEMAIS,mairie de cordemais,,,NONE,NAME:mairie de cordemais,NAME_FALLBACK,,214400459,214400459,SIREN:214400459,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,False,False,NOT_IN_ENRICHMENT
19-146419,DEPARTEMENT DE LA SARTHE,departement de la sarthe,22720002900014,227200029,RAW_SIRET_FIELD,SIRET:22720002900014,RAW_SIRET,,227200029,227200029,SIRET:22720002900014,DIRECT_BOAMP_SIRET,HIGH,False,False,NOT_IN_ENRICHMENT
19-136955,Angers Loire Métropole,angers loire metropole,,,NONE,NAME:angers loire metropole,NAME_FALLBACK,,244900015,244900015,SIREN:244900015,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,False,False,NOT_IN_ENRICHMENT
19-137030,Conseil régional des Pays de la Loire,conseil regional des pays de la loire,23440003400026,234400034,RAW_SIRET_FIELD,SIRET:23440003400026,RAW_SIRET,,234400034,234400034,SIRET:23440003400026,DIRECT_BOAMP_SIRET,HIGH,False,False,NOT_IN_ENRICHMENT
19-140517,Communauté Communes Parthenay-Gâtine,communaute communes parthenay-gatine,,,NONE,NAME:communaute communes parthenay-gatine,NAME_FALLBACK,,,,NAME:communaute communes parthenay-gatine,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT
19-145053,DEPARTEMENT DE LA SARTHE,departement de la sarthe,,,NONE,NAME:departement de la sarthe,NAME_FALLBACK,,227200029,227200029,SIREN:227200029,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,False,False,NOT_IN_ENRICHMENT
19-145845,CTRE HOSP UNIVERSITAIRE ANGERS,ctre hosp universitaire angers,,,NONE,NAME:ctre hosp universitaire angers,NAME_FALLBACK,,,,NAME:ctre hosp universitaire angers,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT
19-144868,Conseil général de la Vendée,conseil general de la vendee,22850001300658,228500013,RAW_SIRET_FIELD,SIRET:22850001300658,RAW_SIRET,,,228500013,SIRET:22850001300658,DIRECT_BOAMP_SIRET,HIGH,False,False,NOT_IN_ENRICHMENT
19-141668,SDIS 85,sdis 85,,,NONE,NAME:sdis 85,NAME_FALLBACK,,288500010,288500010,SIREN:288500010,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,False,False,NOT_IN_ENRICHMENT
19-154710,VILLE DE LA ROCHE SUR YON,ville de la roche sur yon,,,NONE,NAME:ville de la roche sur yon,NAME_FALLBACK,,,,NAME:ville de la roche sur yon,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT
19-152453,CHD VENDEE,chd vendee,,,NONE,NAME:chd vendee,NAME_FALLBACK,,268502424,268502424,SIREN:268502424,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,False,False,NOT_IN_ENRICHMENT
19-161349,CCI METROPOLITAINE BRETAGNE OUEST,cci metropolitaine bretagne ouest,,,NONE,NAME:cci metropolitaine bretagne ouest,NAME_FALLBACK,,,,NAME:cci metropolitaine bretagne ouest,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT
19-161914,CAP ATLANTIQUE,cap atlantique,,,NONE,NAME:cap atlantique,NAME_FALLBACK,,244400610,244400610,SIREN:244400610,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,False,False,NOT_IN_ENRICHMENT
19-165120,CHU de Nantes,chu de nantes,,,NONE,NAME:chu de nantes,NAME_FALLBACK,,264400136,264400136,SIREN:264400136,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,False,False,NOT_IN_ENRICHMENT
19-156877,Ville d'Ancenis-Saint-Géréon,ville d ancenis-saint-gereon,,,NONE,NAME:ville d ancenis-saint-gereon,NAME_FALLBACK,,,,NAME:ville d ancenis-saint-gereon,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT
19-147943,Conseil régional des Pays de la Loire,conseil regional des pays de la loire,23440003400026,234400034,RAW_SIRET_FIELD,SIRET:23440003400026,RAW_SIRET,,234400034,234400034,SIRET:23440003400026,DIRECT_BOAMP_SIRET,HIGH,False,False,NOT_IN_ENRICHMENT
19-151382,Nantes Métropole,nantes metropole,,,NONE,NAME:nantes metropole,NAME_FALLBACK,,,,NAME:nantes metropole,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT
19-156899,Nantes Métropole,nantes metropole,,,NONE,NAME:nantes metropole,NAME_FALLBACK,,,,NAME:nantes metropole,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT
19-157359,COMMUNE DE SAINT NAZAIRE,commune de saint nazaire,21440184600016,214401846,RAW_SIRET_FIELD,SIRET:21440184600016,RAW_SIRET,,,214401846,SIRET:21440184600016,DIRECT_BOAMP_SIRET,HIGH,False,False,NOT_IN_ENRICHMENT
19-159241,ECOLE NATIONALE SUPERIEURE MARITIME,ecole nationale superieure maritime,13001309700071,130013097,RAW_SIRET_FIELD,SIRET:13001309700071,RAW_SIRET,,,130013097,SIRET:13001309700071,DIRECT_BOAMP_SIRET,HIGH,False,False,NOT_IN_ENRICHMENT
19-164716,Conservatoire du littoral,conservatoire du littoral,,,NONE,NAME:conservatoire du littoral,NAME_FALLBACK,,,,NAME:conservatoire du littoral,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT
19-164854,Ville de Laval,ville de laval,,,NONE,NAME:ville de laval,NAME_FALLBACK,,,,NAME:ville de laval,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT
19-148074,OTI du Pays de St Gilles Croix de Vie,oti du pays de st gilles croix de vie,,,NONE,NAME:oti du pays de st gilles croix de vie,NAME_FALLBACK,,,,NAME:oti du pays de st gilles croix de vie,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT
19-152025,Communauté de Communes de Grand Lieu,communaute de communes de grand lieu,,,NONE,NAME:communaute de communes de grand lieu,NAME_FALLBACK,,,,NAME:communaute de communes de grand lieu,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT
19-157248,Régie Dépt Passages d'Eau de Vendée,regie dept passages d eau de vendee,,,NONE,NAME:regie dept passages d eau de vendee,NAME_FALLBACK,,,,NAME:regie dept passages d eau de vendee,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT
19-160471,Le Mans Métropole - Communauté Urbaine,le mans metropole - communaute urbaine,,,NONE,NAME:le mans metropole - communaute urbaine,NAME_FALLBACK,,247200132,247200132,SIREN:247200132,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,False,False,NOT_IN_ENRICHMENT
19-158679,Nantes Métropole,nantes metropole,,,NONE,NAME:nantes metropole,NAME_FALLBACK,,,,NAME:nantes metropole,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT
19-159320,DEPARTEMENT DE LA SARTHE,departement de la sarthe,,,NONE,NAME:departement de la sarthe,NAME_FALLBACK,,227200029,227200029,SIREN:227200029,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,False,False,NOT_IN_ENRICHMENT
19-155590,ETABLISSEMENT PUBLIC DU MARAIS POITEVI,etablissement public du marais poitevi,,,NONE,NAME:etablissement public du marais poitevi,NAME_FALLBACK,,,,NAME:etablissement public du marais poitevi,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT
19-152227,Ville du Mans,ville du mans,21720181300011,217201813,RAW_SIRET_FIELD,SIRET:21720181300011,RAW_SIRET,,217201813,217201813,SIRET:21720181300011,DIRECT_BOAMP_SIRET,HIGH,False,False,NOT_IN_ENRICHMENT
19-164966,COMMUNE DE NANTES,commune de nantes,,,NONE,NAME:commune de nantes,NAME_FALLBACK,,214401093,214401093,SIREN:214401093,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,False,False,NOT_IN_ENRICHMENT
19-165780,OTI du Pays de St Gilles Croix de Vie,oti du pays de st gilles croix de vie,,,NONE,NAME:oti du pays de st gilles croix de vie,NAME_FALLBACK,,,,NAME:oti du pays de st gilles croix de vie,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT
19-147530,Université de La Rochelle,universite de la rochelle,,,NONE,NAME:universite de la rochelle,NAME_FALLBACK,,,,NAME:universite de la rochelle,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT
19-160506,COMMUNE DE MAUGES SUR LOIRE,commune de mauges sur loire,,,NONE,NAME:commune de mauges sur loire,NAME_FALLBACK,,,,NAME:commune de mauges sur loire,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT
19-160018,LYCEE POLYVALENT LEONARD DE VINCI,lycee polyvalent leonard de vinci,,,NONE,NAME:lycee polyvalent leonard de vinci,NAME_FALLBACK,,,,NAME:lycee polyvalent leonard de vinci,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT
19-150176,CHD VENDEE,chd vendee,,,NONE,NAME:chd vendee,NAME_FALLBACK,,268502424,268502424,SIREN:268502424,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,False,False,NOT_IN_ENRICHMENT
19-152807,L.A. Géo-Data,l a geo-data,85101450600014,851014506,RAW_SIRET_FIELD,SIRET:85101450600014,RAW_SIRET,,,851014506,SIRET:85101450600014,DIRECT_BOAMP_SIRET,HIGH,False,False,NOT_IN_ENRICHMENT
19-163024,GIE SESAM Vitale,gie sesam vitale,,,NONE,NAME:gie sesam vitale,NAME_FALLBACK,,391722881,391722881,SIREN:391722881,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,False,False,NOT_IN_ENRICHMENT
19-153997,COMMUNE DE MAUGES SUR LOIRE,commune de mauges sur loire,,,NONE,NAME:commune de mauges sur loire,NAME_FALLBACK,,,,NAME:commune de mauges sur loire,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT
19-174412,SEMITAN,semitan,,,NONE,NAME:semitan,NAME_FALLBACK,,314684960,314684960,SIREN:314684960,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,False,False,NOT_IN_ENRICHMENT
19-172484,SPR Pays de la Loire,spr pays de la loire,,,NONE,NAME:spr pays de la loire,NAME_FALLBACK,,,,NAME:spr pays de la loire,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT
19-177026,ARAFER,arafer,13001232100050,130012321,RAW_SIRET_FIELD,SIRET:13001232100050,RAW_SIRET,,,130012321,SIRET:13001232100050,DIRECT_BOAMP_SIRET,HIGH,False,False,NOT_IN_ENRICHMENT
19-169357,CH LE MANS,ch le mans,,,NONE,NAME:ch le mans,NAME_FALLBACK,,267200160,267200160,SIREN:267200160,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,False,False,NOT_IN_ENRICHMENT
19-177021,Le Mans Métropole - Communauté Urbaine,le mans metropole - communaute urbaine,,,NONE,NAME:le mans metropole - communaute urbaine,NAME_FALLBACK,,247200132,247200132,SIREN:247200132,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,False,False,NOT_IN_ENRICHMENT
19-175544,Institut Mines-Télécom Atlantique,institut mines-telecom atlantique,,,NONE,NAME:institut mines-telecom atlantique,NAME_FALLBACK,,180092025,180092025,SIREN:180092025,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,False,False,NOT_IN_ENRICHMENT
19-173999,Sembreizh société,sembreizh societe,,,NONE,NAME:sembreizh societe,NAME_FALLBACK,,,,NAME:sembreizh societe,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT
19-175959,Commune de Beaupréau en Mauges,commune de beaupreau en mauges,,,NONE,NAME:commune de beaupreau en mauges,NAME_FALLBACK,,,,NAME:commune de beaupreau en mauges,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT
19-177480,Conseil régional des Pays de la Loire,conseil regional des pays de la loire,23440003400026,234400034,RAW_SIRET_FIELD,SIRET:23440003400026,RAW_SIRET,,234400034,234400034,SIRET:23440003400026,DIRECT_BOAMP_SIRET,HIGH,False,False,NOT_IN_ENRICHMENT
19-166357,CDC du Pays de Saint Gilles Cx de Vie,cdc du pays de saint gilles cx de vie,,,NONE,NAME:cdc du pays de saint gilles cx de vie,NAME_FALLBACK,,,,NAME:cdc du pays de saint gilles cx de vie,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT
19-174809,DEPARTEMENT DE LA SARTHE,departement de la sarthe,,,NONE,NAME:departement de la sarthe,NAME_FALLBACK,,227200029,227200029,SIREN:227200029,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,False,False,NOT_IN_ENRICHMENT
19-178175,COMMUNE DE SAINT NAZAIRE,commune de saint nazaire,,,NONE,NAME:commune de saint nazaire,NAME_FALLBACK,,,,NAME:commune de saint nazaire,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT
19-169787,Angers Loire Métropole,angers loire metropole,,,NONE,NAME:angers loire metropole,NAME_FALLBACK,,244900015,244900015,SIREN:244900015,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,False,False,NOT_IN_ENRICHMENT
19-169855,GIE SESAM Vitale,gie sesam vitale,,,NONE,NAME:gie sesam vitale,NAME_FALLBACK,,391722881,391722881,SIREN:391722881,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,False,False,NOT_IN_ENRICHMENT
19-173933,Sembreizh société,sembreizh societe,,,NONE,NAME:sembreizh societe,NAME_FALLBACK,,,,NAME:sembreizh societe,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT
19-174098,Conseil régional des Pays de la Loire,conseil regional des pays de la loire,,,NONE,NAME:conseil regional des pays de la loire,NAME_FALLBACK,,234400034,234400034,SIREN:234400034,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,False,False,NOT_IN_ENRICHMENT
19-176592,GIE SESAM Vitale,gie sesam vitale,,,NONE,NAME:gie sesam vitale,NAME_FALLBACK,,391722881,391722881,SIREN:391722881,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,False,False,NOT_IN_ENRICHMENT
19-169306,Angers Loire Métropole,angers loire metropole,,,NONE,NAME:angers loire metropole,NAME_FALLBACK,,244900015,244900015,SIREN:244900015,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,False,False,NOT_IN_ENRICHMENT
19-174440,SDIS49,sdis49,,,NONE,NAME:sdis49,NAME_FALLBACK,,,,NAME:sdis49,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT
19-166458,Université d'Angers,universite d angers,,,NONE,NAME:universite d angers,NAME_FALLBACK,,194909701,194909701,SIREN:194909701,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,False,False,NOT_IN_ENRICHMENT
19-175998,Communauté Communes Parthenay-Gâtine,communaute communes parthenay-gatine,,,NONE,NAME:communaute communes parthenay-gatine,NAME_FALLBACK,,,,NAME:communaute communes parthenay-gatine,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT
19-180074,Mairie de Coueron,mairie de coueron,,,NONE,NAME:mairie de coueron,NAME_FALLBACK,,,,NAME:mairie de coueron,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT
19-184490,Conseil régional des Pays de la Loire,conseil regional des pays de la loire,,,NONE,NAME:conseil regional des pays de la loire,NAME_FALLBACK,,234400034,234400034,SIREN:234400034,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,False,False,NOT_IN_ENRICHMENT
19-187147,COMMUNE DE SAINT NAZAIRE,commune de saint nazaire,21440184600016,214401846,RAW_SIRET_FIELD,SIRET:21440184600016,RAW_SIRET,,,214401846,SIRET:21440184600016,DIRECT_BOAMP_SIRET,HIGH,False,False,NOT_IN_ENRICHMENT
19-189603,Nantes Métropole,nantes metropole,,,NONE,NAME:nantes metropole,NAME_FALLBACK,,,,NAME:nantes metropole,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT
19-191665,Nantes Métropole,nantes metropole,,,NONE,NAME:nantes metropole,NAME_FALLBACK,,,,NAME:nantes metropole,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT
19-180996,Cté de Cnes du Pays d'Ancenis,cte de cnes du pays d ancenis,,,NONE,NAME:cte de cnes du pays d ancenis,NAME_FALLBACK,,244400552,244400552,SIREN:244400552,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,False,False,NOT_IN_ENRICHMENT
19-185581,Département de Maine-et-Loire,departement de maine-et-loire,,,NONE,NAME:departement de maine-et-loire,NAME_FALLBACK,,224900019,224900019,SIREN:224900019,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,False,False,NOT_IN_ENRICHMENT
19-190109,MONTREVAULT-SUR-ÈVRE,montrevault-sur-evre,,,NONE,NAME:montrevault-sur-evre,NAME_FALLBACK,,,,NAME:montrevault-sur-evre,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT
19-187630,Conseil général de la Vendée,conseil general de la vendee,22850001300658,228500013,RAW_SIRET_FIELD,SIRET:22850001300658,RAW_SIRET,,,228500013,SIRET:22850001300658,DIRECT_BOAMP_SIRET,HIGH,False,False,NOT_IN_ENRICHMENT
19-189255,Communauté de Cnes Terres de Montaigu,communaute de cnes terres de montaigu,,,NONE,NAME:communaute de cnes terres de montaigu,NAME_FALLBACK,,,,NAME:communaute de cnes terres de montaigu,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT
19-181049,CCI de région Bretagne,cci de region bretagne,,,NONE,NAME:cci de region bretagne,NAME_FALLBACK,,,,NAME:cci de region bretagne,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT
19-183493,COMMUNE DE BEAUFORT EN ANJOU,commune de beaufort en anjou,,,NONE,NAME:commune de beaufort en anjou,NAME_FALLBACK,,200058899,200058899,SIREN:200058899,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,False,False,NOT_IN_ENRICHMENT
19-190057,SDIS 44,sdis 44,,,NONE,NAME:sdis 44,NAME_FALLBACK,,284400017,284400017,SIREN:284400017,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,False,False,NOT_IN_ENRICHMENT
19-185562,Commune de Saint-Herblain,commune de saint-herblain,,,NONE,NAME:commune de saint-herblain,NAME_FALLBACK,,214401622,214401622,SIREN:214401622,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,False,False,NOT_IN_ENRICHMENT
19-179524,COMMUNE DE MAUGES SUR LOIRE,commune de mauges sur loire,,,NONE,NAME:commune de mauges sur loire,NAME_FALLBACK,,,,NAME:commune de mauges sur loire,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT
19-180395,e-Collectivités Vendée,e-collectivites vendee,,,NONE,NAME:e-collectivites vendee,NAME_FALLBACK,,,,NAME:e-collectivites vendee,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT
19-184300,CDC du Pays de Saint Gilles Cx de Vie,cdc du pays de saint gilles cx de vie,,,NONE,NAME:cdc du pays de saint gilles cx de vie,NAME_FALLBACK,,,,NAME:cdc du pays de saint gilles cx de vie,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT
19-185443,Cté de Cnes du Pays d'Ancenis,cte de cnes du pays d ancenis,,,NONE,NAME:cte de cnes du pays d ancenis,NAME_FALLBACK,,244400552,244400552,SIREN:244400552,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,False,False,NOT_IN_ENRICHMENT
19-189628,Nantes Métropole,nantes metropole,,,NONE,NAME:nantes metropole,NAME_FALLBACK,,,,NAME:nantes metropole,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT
19-182466,Ville de Nantes,ville de nantes,,,NONE,NAME:ville de nantes,NAME_FALLBACK,,,,NAME:ville de nantes,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT
19-181393,Département de la Vendée,departement de la vendee,22850001300658,228500013,RAW_SIRET_FIELD,SIRET:22850001300658,RAW_SIRET,,228500013,228500013,SIRET:22850001300658,DIRECT_BOAMP_SIRET,HIGH,False,False,NOT_IN_ENRICHMENT
19-189641,Communauté de Cnes Terres de Montaigu,communaute de cnes terres de montaigu,,,NONE,NAME:communaute de cnes terres de montaigu,NAME_FALLBACK,,,,NAME:communaute de cnes terres de montaigu,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT
19-190328,Université d'Angers,universite d angers,,,NONE,NAME:universite d angers,NAME_FALLBACK,,194909701,194909701,SIREN:194909701,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,False,False,NOT_IN_ENRICHMENT
19-187364,CC LOIR LUCE BERCE,cc loir luce berce,,,NONE,NAME:cc loir luce berce,NAME_FALLBACK,,200070373,200070373,SIREN:200070373,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,False,False,NOT_IN_ENRICHMENT
19-184042,COMMUNE DE NANTES,commune de nantes,,,NONE,NAME:commune de nantes,NAME_FALLBACK,,214401093,214401093,SIREN:214401093,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,False,False,NOT_IN_ENRICHMENT
19-191316,COMMUNE DE SAINT NAZAIRE,commune de saint nazaire,21440184600016,214401846,RAW_SIRET_FIELD,SIRET:21440184600016,RAW_SIRET,,,214401846,SIRET:21440184600016,DIRECT_BOAMP_SIRET,HIGH,False,False,NOT_IN_ENRICHMENT
19-178825,COMMUNE DE NANTES,commune de nantes,,,NONE,NAME:commune de nantes,NAME_FALLBACK,,214401093,214401093,SIREN:214401093,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,False,False,NOT_IN_ENRICHMENT
19-186303,COMMUNE DE SAINT NAZAIRE,commune de saint nazaire,,,NONE,NAME:commune de saint nazaire,NAME_FALLBACK,,,,NAME:commune de saint nazaire,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT
20-4011,CNIEG,cnieg,,,NONE,NAME:cnieg,NAME_FALLBACK,,,,NAME:cnieg,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT
20-10119,Conseil général de la Vendée,conseil general de la vendee,22850001300658,228500013,RAW_SIRET_FIELD,SIRET:22850001300658,RAW_SIRET,,,228500013,SIRET:22850001300658,DIRECT_BOAMP_SIRET,HIGH,False,False,NOT_IN_ENRICHMENT
20-12202,Conseil régional des Pays de la Loire,conseil regional des pays de la loire,,,NONE,NAME:conseil regional des pays de la loire,NAME_FALLBACK,,234400034,234400034,SIREN:234400034,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,False,False,NOT_IN_ENRICHMENT
20-10746,MAIRIE DE LA CHAPELLE SUR ERDRE,mairie de la chapelle sur erdre,,,NONE,NAME:mairie de la chapelle sur erdre,NAME_FALLBACK,,,,NAME:mairie de la chapelle sur erdre,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT
20-13755,DEPARTEMENT DE LA SARTHE,departement de la sarthe,,,NONE,NAME:departement de la sarthe,NAME_FALLBACK,,227200029,227200029,SIREN:227200029,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,False,False,NOT_IN_ENRICHMENT
20-5049,COMMUNE DE NANTES,commune de nantes,,,NONE,NAME:commune de nantes,NAME_FALLBACK,,214401093,214401093,SIREN:214401093,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,False,False,NOT_IN_ENRICHMENT
20-5957,Conseil régional des Pays de la Loire,conseil regional des pays de la loire,23440003400026,234400034,RAW_SIRET_FIELD,SIRET:23440003400026,RAW_SIRET,,234400034,234400034,SIRET:23440003400026,DIRECT_BOAMP_SIRET,HIGH,False,False,NOT_IN_ENRICHMENT
20-4259,SYDELA,sydela,,,NONE,NAME:sydela,NAME_FALLBACK,,,,NAME:sydela,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT
20-6485,CNIEG,cnieg,,,NONE,NAME:cnieg,NAME_FALLBACK,,,,NAME:cnieg,NAME_FALLBACK,LOW,False,False,NOT_IN_ENRICHMENT
20-10180,CHD VENDEE,chd vendee,,,NONE,NAME:chd vendee,NAME_FALLBACK,,268502424,268502424,SIREN:268502424,UNIQUE_NAME_DEPARTMENT_ALIAS,MEDIUM_LOW,False,False,NOT_IN_ENRICHMENT
