notice_id,buyer_key,buyer_key_type,publication_date,start_date,estimated_end_date,study_end_date,cpv_division,cpv_category,category_label,is_digital_scope,declared_duration_months,dur_was_imputed,event,time_to_event_or_censor_months,linked_candidate_notice_id,composite_score,confidence_tier,transfer_score,logistic_score,threshold_used,model_name,benchmark_version,threshold_source,top1_top2_margin,n_candidates_for_source,variant
21-42297,NAME:commune de saint-herblain,NAME_FALLBACK,2021-04-01,2021-08-05,2021-12-05,2026-07-13,32.0,32342.0,DIGITAL_ICT,True,4.0,True,0,63.370565045992116,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
21-45078,NAME:siri 49,NAME_FALLBACK,2021-04-04,2021-12-08,2022-06-08,2026-07-13,48.0,48822.0,DIGITAL_ICT,True,6.0,True,0,63.272010512483575,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
21-51441,SIRET:37977417700016,RAW_SIRET,2021-04-18,2021-04-18,2021-10-18,2026-07-13,72.0,72000.0,DIGITAL_ICT,True,6.0,True,0,62.812089356110384,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
21-51620,NAME:conseil departemental loire-atlantique,NAME_FALLBACK,2021-04-18,2021-04-18,2021-10-18,2026-07-13,72.0,72500.0,DIGITAL_ICT,True,6.0,True,0,62.812089356110384,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
21-57326,NAME:departement de maine-et-loire,NAME_FALLBACK,2021-04-29,2021-04-29,2021-10-29,2026-07-13,,,DIGITAL_ICT,True,6.0,True,1,7.063074901445466,21-156075,0.2974286032893771,HIGH,0.9641731824389099,0.9641731824389099,0.7456781676471622,logistic_regression,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,0.1325594376412369,3.0,logistic_regression_synthetic_v0_4_transfer
21-60810,NAME:mairie de coueron,NAME_FALLBACK,2021-05-05,2021-05-05,2021-09-05,2026-07-13,32.0,32424.0,DIGITAL_ICT,True,4.0,True,0,62.253613666228645,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
21-61224,NAME:universite de nantes,NAME_FALLBACK,2021-05-06,2021-05-06,2021-11-06,2026-07-13,48.0,48000.0,DIGITAL_ICT,True,6.0,True,1,2.2010512483574245,21-96695,0.4857821779190568,HIGH,0.9995433162418627,0.9995433162418627,0.7456781676471622,logistic_regression,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,0.4857821779190568,1.0,logistic_regression_synthetic_v0_4_transfer
21-68348,SIRET:18007003900557,RAW_SIRET,2021-05-22,2022-02-10,2022-06-10,2026-07-13,32.0,32232.0,DIGITAL_ICT,True,4.0,True,0,61.69513797634691,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
21-62119,NAME:mairie de blain,NAME_FALLBACK,2021-05-09,2021-09-23,2022-03-23,2026-07-13,48.0,48000.0,DIGITAL_ICT,True,6.0,True,0,62.122207621550594,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
21-64504,SIRET:26530023600014,RAW_SIRET,2021-05-14,2021-12-16,2022-06-16,2026-07-13,48.0,48000.0,DIGITAL_ICT,True,6.0,True,1,18.462549277266756,22-157032,0.1480342366078806,HIGH,0.8953303797605411,0.8953303797605411,0.7456781676471622,logistic_regression,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,0.1480342366078806,1.0,logistic_regression_synthetic_v0_4_transfer
21-69124,NAME:conseil departemental loire-atlantique,NAME_FALLBACK,2021-05-23,2021-05-23,2021-10-23,2026-07-13,35.0,35113.0,DIGITAL_ICT,True,5.0,True,0,61.662286465177395,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
21-66086,NAME:regie dept passages d eau de vendee,NAME_FALLBACK,2021-05-17,2021-05-17,2021-11-17,2026-07-13,72.0,72600.0,DIGITAL_ICT,True,6.0,True,0,61.85939553219448,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
21-62138,NAME:conseil regional des pays de la loire,NAME_FALLBACK,2021-05-07,2021-05-07,2021-10-07,2026-07-13,35.0,35111.0,DIGITAL_ICT,True,5.0,True,0,62.187910643889616,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
21-69523,NAME:departement de maine-et-loire,NAME_FALLBACK,2021-05-25,2021-05-25,2021-11-25,2026-07-13,,,DIGITAL_ICT,True,6.0,True,1,6.208935611038108,21-156075,0.3343723374464317,POTENTIAL,0.9700416871177002,0.9700416871177002,0.7456781676471622,logistic_regression,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,0.0192100382580638,2.0,logistic_regression_synthetic_v0_4_transfer
21-60721,NAME:nantes metropole,NAME_FALLBACK,2021-05-05,2021-05-05,2021-11-05,2026-07-13,,,DIGITAL_ICT,True,6.0,True,0,62.253613666228645,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
21-67958,SIRET:24440064400013,RAW_SIRET,2021-05-22,2021-10-17,2022-04-17,2026-07-13,72.0,72200.0,DIGITAL_ICT,True,6.0,True,0,61.69513797634691,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
21-58722,NAME:chu de nantes,NAME_FALLBACK,2021-05-02,2021-07-07,2021-11-07,2026-07-13,50.0,50610.0,DIGITAL_ICT,True,4.0,True,0,62.352168199737186,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
21-67771,NAME:conseil regional des pays de la loire,NAME_FALLBACK,2021-05-22,2021-10-15,2022-04-15,2026-07-13,48.0,48800.0,DIGITAL_ICT,True,6.0,True,0,61.69513797634691,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
21-69582,NAME:ville de cholet,NAME_FALLBACK,2021-05-27,2021-08-29,2022-02-28,2026-07-13,48.0,48900.0,DIGITAL_ICT,True,6.0,True,0,61.530880420499344,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
21-71012,NAME:ville de sable sur sarthe,NAME_FALLBACK,2021-05-27,2021-05-27,2021-11-27,2026-07-13,72.0,72212.0,DIGITAL_ICT,True,6.0,True,1,1.5111695137976346,21-96769,0.7711038107752957,HIGH,0.9981156969351692,0.9981156969351692,0.7456781676471622,logistic_regression,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,0.7711038107752957,1.0,logistic_regression_synthetic_v0_4_transfer
21-71538,NAME:commune de saint-herblain,NAME_FALLBACK,2021-05-27,2021-05-27,2021-11-27,2026-07-13,48.0,48160.0,DIGITAL_ICT,True,6.0,True,0,61.530880420499344,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
21-71956,NAME:departement de la mayenne,NAME_FALLBACK,2021-05-28,2021-05-28,2021-11-28,2026-07-13,,,DIGITAL_ICT,True,6.0,True,1,10.315374507227332,22-49221,0.2426031974158853,POTENTIAL,0.787469465213978,0.787469465213978,0.7456781676471622,logistic_regression,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,0.0211737917089591,4.0,logistic_regression_synthetic_v0_4_transfer
21-67011,NAME:synd dep d energie et d eqpt de vendee,NAME_FALLBACK,2021-05-20,2022-03-03,2022-09-03,2026-07-13,72.0,72000.0,DIGITAL_ICT,True,6.0,True,0,61.76084099868594,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
21-69590,NAME:laval agglomeration,NAME_FALLBACK,2021-05-25,2021-05-25,2021-11-25,2026-07-13,,,DIGITAL_ICT,True,6.0,True,1,8.081471747700395,22-12003,0.3077018282800898,HIGH,0.8313123081947849,0.8313123081947849,0.7456781676471622,logistic_regression,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,0.0651397352443787,2.0,logistic_regression_synthetic_v0_4_transfer
21-83807,NAME:centre de gestion fpt loire-atlantique,NAME_FALLBACK,2021-06-18,2021-06-18,2021-12-18,2026-07-13,,,DIGITAL_ICT,True,6.0,True,0,60.80814717477004,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
21-73723,NAME:rectorat de l academie de nantes,NAME_FALLBACK,2021-06-01,2021-06-01,2021-10-01,2026-07-13,50.0,50312.0,DIGITAL_ICT,True,4.0,True,0,61.366622864651774,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
21-85842,NAME:nantes metropole,NAME_FALLBACK,2021-06-25,2021-06-25,2021-12-25,2026-07-13,72.0,72253.0,DIGITAL_ICT,True,6.0,True,1,8.015768725361367,22-26998,0.4179962432544706,HIGH,0.8300337407557256,0.8300337407557256,0.7456781676471622,logistic_regression,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,0.0923649705355048,17.0,logistic_regression_synthetic_v0_4_transfer
21-87461,SIRET:24720013200014,RAW_SIRET,2021-06-27,2021-10-31,2022-02-28,2026-07-13,30.0,30230.0,DIGITAL_ICT,True,4.0,True,0,60.51248357424441,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
21-88219,SIRET:22720002900014,RAW_SIRET,2021-06-30,2021-11-21,2022-05-21,2026-07-13,72.0,72250.0,DIGITAL_ICT,True,6.0,True,1,11.465177398160314,22-83128,0.4483177469918915,POTENTIAL,0.945383449699179,0.945383449699179,0.7456781676471622,logistic_regression,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,0.014158279333408,6.0,logistic_regression_synthetic_v0_4_transfer
21-76512,NAME:commune de saint-herblain,NAME_FALLBACK,2021-06-09,2021-11-06,2022-05-06,2026-07-13,72.0,72250.0,DIGITAL_ICT,True,6.0,True,1,12.91064388961892,22-95583,0.32702744191123,POTENTIAL,0.9502832298068945,0.9502832298068945,0.7456781676471622,logistic_regression,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,0.0342041430366289,2.0,logistic_regression_synthetic_v0_4_transfer
21-76925,NAME:chu de nantes,NAME_FALLBACK,2021-06-09,2021-12-02,2022-06-02,2026-07-13,72.0,72267.0,DIGITAL_ICT,True,6.0,True,0,61.10381077529566,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
21-78101,SIRET:24720013200014,RAW_SIRET,2021-06-11,2021-12-29,2022-11-29,2026-07-13,39.0,39300.0,DIGITAL_ICT,True,11.0,True,1,18.69250985545335,22-171933,0.8070375068189556,HIGH,0.9999871898871625,0.9999871898871625,0.7456781676471622,logistic_regression,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,0.1218243539202803,5.0,logistic_regression_synthetic_v0_4_transfer
21-83160,NAME:angers loire metropole,NAME_FALLBACK,2021-06-25,2021-06-25,2021-12-25,2026-07-13,72.0,72267.0,DIGITAL_ICT,True,6.0,True,0,60.57818659658344,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
21-82605,SIRET:11004301500012,RAW_SIRET,2021-06-18,2021-06-18,2021-12-18,2026-07-13,72.0,72253.0,DIGITAL_ICT,True,6.0,True,0,60.80814717477004,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
21-77546,NAME:conseil departemental loire-atlantique,NAME_FALLBACK,2021-06-10,2021-06-10,2021-12-10,2026-07-13,72.0,72611.0,DIGITAL_ICT,True,6.0,True,0,61.07095926412615,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
21-90254,NAME:communaute communes parthenay-gatine,NAME_FALLBACK,2021-06-30,2021-06-30,2021-12-30,2026-07-13,55.0,55321.0,DIGITAL_ICT,True,6.0,True,0,60.41392904073587,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
21-77056,NAME:destination rennes tourisme congres,NAME_FALLBACK,2021-06-07,2021-06-07,2021-12-07,2026-07-13,72.0,72200.0,DIGITAL_ICT,True,6.0,True,0,61.16951379763469,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
21-78352,NAME:nantes metropole,NAME_FALLBACK,2021-06-09,2021-06-09,2021-12-09,2026-07-13,48.0,48000.0,DIGITAL_ICT,True,6.0,True,1,4.533508541392904,21-143183,0.571622588943071,HIGH,0.9983804177264907,0.9983804177264907,0.7456781676471622,logistic_regression,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,0.1200515306388146,19.0,logistic_regression_synthetic_v0_4_transfer
21-81812,NAME:cc loire layon aubance,NAME_FALLBACK,2021-06-17,2021-11-05,2022-05-05,2026-07-13,48.0,48800.0,DIGITAL_ICT,True,6.0,True,0,60.84099868593955,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
21-82013,SIRET:13002591900015,RAW_SIRET,2021-06-18,2021-10-13,2022-04-13,2026-07-13,72.0,72310.0,DIGITAL_ICT,True,6.0,True,1,12.81208935611038,22-98745,0.4054380201489268,HIGH,0.9943532971727461,0.9943532971727461,0.7456781676471622,logistic_regression,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,0.4054380201489268,1.0,logistic_regression_synthetic_v0_4_transfer
21-86124,NAME:sydela,NAME_FALLBACK,2021-06-23,2021-06-23,2021-10-23,2026-07-13,32.0,32523.0,DIGITAL_ICT,True,4.0,True,1,5.519053876478318,21-161507,0.8264816030566384,HIGH,0.999684411459029,0.999684411459029,0.7456781676471622,logistic_regression,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,0.8264816030566384,1.0,logistic_regression_synthetic_v0_4_transfer
21-86403,NAME:departement de la vendee,NAME_FALLBACK,2021-06-23,2021-12-10,2022-06-10,2026-07-13,72.0,72261.0,DIGITAL_ICT,True,6.0,True,0,60.64388961892247,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
21-83144,NAME:cmar pays de la loire,NAME_FALLBACK,2021-06-19,2021-12-08,2022-04-08,2026-07-13,30.0,30200.0,DIGITAL_ICT,True,4.0,True,1,9.494086727989488,22-48493,0.4678874241468372,HIGH,0.9426840252342957,0.9426840252342957,0.7456781676471622,logistic_regression,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,0.1425954492948254,2.0,logistic_regression_synthetic_v0_4_transfer
21-86231,NAME:gie sesam vitale,NAME_FALLBACK,2021-06-25,2022-06-10,2022-12-10,2026-07-13,72.0,72500.0,DIGITAL_ICT,True,6.0,True,1,17.31274638633377,22-159813,0.3617871222076215,HIGH,0.9376359743507403,0.9376359743507403,0.7456781676471622,logistic_regression,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,0.134143670608848,3.0,logistic_regression_synthetic_v0_4_transfer
21-88699,NAME:semitan,NAME_FALLBACK,2021-06-30,2022-02-20,2022-08-20,2026-07-13,72.0,72000.0,DIGITAL_ICT,True,6.0,True,1,15.735873850197107,22-141031,0.2837647831800263,POTENTIAL,0.9675583493553732,0.9675583493553732,0.7456781676471622,logistic_regression,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,0.0394678055190538,5.0,logistic_regression_synthetic_v0_4_transfer
21-77933,SIRET:83095506800044,RAW_SIRET,2021-06-10,2021-08-27,2022-02-27,2026-07-13,72.0,72212.0,DIGITAL_ICT,True,6.0,True,0,61.07095926412615,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
21-74412,NAME:angers loire metropole,NAME_FALLBACK,2021-06-11,2021-06-11,2021-12-11,2026-07-13,72.0,72267.0,DIGITAL_ICT,True,6.0,True,1,0.4599211563731931,21-83160,0.4558425822809061,HIGH,0.9881993855011458,0.9881993855011458,0.7456781676471622,logistic_regression,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,0.1787525941220933,4.0,logistic_regression_synthetic_v0_4_transfer
21-88585,NAME:ensa nantes,NAME_FALLBACK,2021-06-30,2021-10-30,2022-02-28,2026-07-13,32.0,32321.0,DIGITAL_ICT,True,4.0,True,0,60.41392904073587,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
21-88617,SIRET:20007187600011,RAW_SIRET,2021-06-30,2021-06-30,2021-12-30,2026-07-13,48.0,48000.0,DIGITAL_ICT,True,6.0,True,0,60.41392904073587,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
21-80765,NAME:conseil departemental loire-atlantique,NAME_FALLBACK,2021-06-14,2021-06-14,2021-12-14,2026-07-13,,,DIGITAL_ICT,True,6.0,True,0,60.939553219448094,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
21-85552,NAME:nantes metropole,NAME_FALLBACK,2021-06-22,2021-06-22,2021-12-22,2026-07-13,72.0,72212.0,DIGITAL_ICT,True,6.0,True,0,60.67674113009198,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
21-84240,NAME:comcom des vallees du haut-anjou,NAME_FALLBACK,2021-06-18,2022-01-18,2022-07-18,2026-07-13,,,DIGITAL_ICT,True,6.0,True,0,60.80814717477004,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
21-72712,NAME:cci nantes saint-nazaire,NAME_FALLBACK,2021-06-02,2022-01-19,2022-07-19,2026-07-13,72.0,72400.0,DIGITAL_ICT,True,6.0,True,0,61.33377135348226,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
21-78393,NAME:conseil departemental loire-atlantique,NAME_FALLBACK,2021-06-11,2021-06-11,2021-12-11,2026-07-13,72.0,72514.0,DIGITAL_ICT,True,6.0,True,0,61.038107752956634,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
21-79975,SIRET:80259603100012,RAW_SIRET,2021-06-13,2021-06-13,2021-12-13,2026-07-13,72.0,72260.0,DIGITAL_ICT,True,6.0,True,0,60.97240473061761,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
21-86348,NAME:semitan,NAME_FALLBACK,2021-06-25,2022-01-30,2022-07-30,2026-07-13,72.0,72000.0,DIGITAL_ICT,True,6.0,True,1,15.900131406044675,22-141031,0.4075999450201611,POTENTIAL,0.9755813761284337,0.9755813761284337,0.7456781676471622,logistic_regression,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,0.0039552103807362,5.0,logistic_regression_synthetic_v0_4_transfer
21-75719,NAME:ville d angers,NAME_FALLBACK,2021-06-04,2021-06-04,2021-12-04,2026-07-13,48.0,48952.0,DIGITAL_ICT,True,6.0,True,0,61.26806833114323,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
21-76081,NAME:nantes metropole,NAME_FALLBACK,2021-06-04,2021-06-04,2021-12-04,2026-07-13,72.0,72000.0,DIGITAL_ICT,True,6.0,True,1,3.219448094612352,21-122032,0.4948655675938704,HIGH,0.9951138356993735,0.9951138356993735,0.7456781676471622,logistic_regression,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,0.1573019973821152,21.0,logistic_regression_synthetic_v0_4_transfer
21-76634,NAME:nantes metropole,NAME_FALLBACK,2021-06-07,2021-06-07,2021-10-07,2026-07-13,32.0,32321.0,DIGITAL_ICT,True,4.0,True,0,61.16951379763469,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
21-76694,NAME:caisse primaire assur maladie maine lo,NAME_FALLBACK,2021-06-07,2021-06-07,2021-11-07,2026-07-13,79.0,79993.0,DIGITAL_ICT,True,5.0,True,0,61.16951379763469,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
21-78563,NAME:chu de nantes,NAME_FALLBACK,2021-06-09,2021-06-09,2021-12-09,2026-07-13,72.0,72261.0,DIGITAL_ICT,True,6.0,True,1,2.759526938239159,21-117615,0.3624758197986042,POTENTIAL,0.7953404507502588,0.7953404507502588,0.7456781676471622,logistic_regression,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,0.0164257555847568,6.0,logistic_regression_synthetic_v0_4_transfer
21-91773,NAME:gie sesam vitale,NAME_FALLBACK,2021-07-04,2021-07-04,2022-01-04,2026-07-13,72.0,72212.0,DIGITAL_ICT,True,6.0,True,1,10.74244415243101,22-74813,0.3689903264145078,POTENTIAL,0.9060323654416397,0.9060323654416397,0.7456781676471622,logistic_regression,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,0.040282485853842,2.0,logistic_regression_synthetic_v0_4_transfer
21-95316,NAME:cte de cnes du pays d ancenis,NAME_FALLBACK,2021-07-08,2021-07-08,2022-01-08,2026-07-13,,,DIGITAL_ICT,True,6.0,True,0,60.15111695137976,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
21-99109,NAME:centre hospitalier de laval 53,NAME_FALLBACK,2021-07-18,2021-11-19,2022-03-19,2026-07-13,30.0,30200.0,DIGITAL_ICT,True,4.0,True,0,59.82260183968462,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
21-102565,NAME:ville de bouguenais,NAME_FALLBACK,2021-07-24,2021-11-25,2022-04-25,2026-07-13,35.0,35120.0,DIGITAL_ICT,True,5.0,True,1,12.844940867279892,22-113250,0.2624493014289818,POTENTIAL,0.918224880584308,0.918224880584308,0.7456781676471622,logistic_regression,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,0.0010462455119109,2.0,logistic_regression_synthetic_v0_4_transfer
21-90937,NAME:mairie de la chapelle sur erdre,NAME_FALLBACK,2021-07-01,2021-07-01,2022-01-01,2026-07-13,48.0,48210.0,DIGITAL_ICT,True,6.0,True,0,60.38107752956636,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
21-99793,NAME:sgami ouest,NAME_FALLBACK,2021-07-16,2021-07-16,2021-11-16,2026-07-13,32.0,32561.0,DIGITAL_ICT,True,4.0,True,0,59.88830486202365,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
21-93999,NAME:commune de ombree d anjou,NAME_FALLBACK,2021-07-09,2021-07-09,2021-12-09,2026-07-13,35.0,35260.0,DIGITAL_ICT,True,5.0,True,0,60.11826544021025,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
21-96114,NAME:nantes metropole,NAME_FALLBACK,2021-07-15,2021-07-15,2022-01-15,2026-07-13,48.0,48326.0,DIGITAL_ICT,True,6.0,True,1,4.007884362680684,21-150402,0.5405287628346509,HIGH,0.9921326292409403,0.9921326292409403,0.7456781676471622,logistic_regression,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,0.1897095867599297,14.0,logistic_regression_synthetic_v0_4_transfer
21-99709,NAME:universite d angers,NAME_FALLBACK,2021-07-18,2022-12-15,2023-06-15,2026-07-13,72.0,72000.0,DIGITAL_ICT,True,6.0,True,0,59.82260183968462,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
21-93672,NAME:ca saumur val de loire,NAME_FALLBACK,2021-07-06,2021-07-06,2021-11-06,2026-07-13,32.0,32400.0,DIGITAL_ICT,True,4.0,True,0,60.21681997371879,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
21-104861,NAME:destination rennes tourisme congres,NAME_FALLBACK,2021-07-27,2021-07-27,2021-11-27,2026-07-13,32.0,32321.0,DIGITAL_ICT,True,4.0,True,0,59.526938239159,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
21-96695,NAME:universite de nantes,NAME_FALLBACK,2021-07-12,2021-10-07,2022-04-07,2026-07-13,48.0,48000.0,DIGITAL_ICT,True,6.0,True,0,60.01971090670171,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
21-96769,NAME:ville de sable sur sarthe,NAME_FALLBACK,2021-07-12,2021-07-12,2022-01-12,2026-07-13,72.0,72212.0,DIGITAL_ICT,True,6.0,True,0,60.01971090670171,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
21-97121,NAME:grand lieu communaute,NAME_FALLBACK,2021-07-14,2021-10-14,2022-04-14,2026-07-13,72.0,72250.0,DIGITAL_ICT,True,6.0,True,0,59.95400788436268,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
21-89559,NAME:conseil regional des pays de la loire,NAME_FALLBACK,2021-07-01,2021-07-01,2022-01-01,2026-07-13,71.0,71310.0,DIGITAL_ICT,True,6.0,True,0,60.38107752956636,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
21-104870,SIRET:22530001100015,RAW_SIRET,2021-07-29,2021-11-11,2022-05-11,2026-07-13,72.0,72268.0,DIGITAL_ICT,True,6.0,True,1,10.578186596583445,22-83349,0.8152188554741514,HIGH,0.9998004518862176,0.9998004518862176,0.7456781676471622,logistic_regression,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,0.2043641331056634,9.0,logistic_regression_synthetic_v0_4_transfer
21-93968,NAME:ville de parthenay,NAME_FALLBACK,2021-07-07,2021-07-07,2021-12-07,2026-07-13,35.0,35111.0,DIGITAL_ICT,True,5.0,True,0,60.18396846254928,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
21-104443,NAME:dir reg envir amenagement logt bretagn,NAME_FALLBACK,2021-07-29,2021-07-29,2021-12-29,2026-07-13,35.0,35100.0,DIGITAL_ICT,True,5.0,True,0,59.46123521681997,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
21-89893,NAME:communaute d agglomeration du niortais,NAME_FALLBACK,2021-07-02,2021-09-22,2022-03-22,2026-07-13,72.0,72500.0,DIGITAL_ICT,True,6.0,True,0,60.34822601839684,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
21-92363,NAME:soc publique reg abe de fontevraud,NAME_FALLBACK,2021-07-05,2021-07-05,2021-11-05,2026-07-13,32.0,32323.0,DIGITAL_ICT,True,4.0,True,0,60.2496714848883,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
21-93803,NAME:sem cenovia,NAME_FALLBACK,2021-07-06,2021-09-30,2022-03-30,2026-07-13,72.0,72224.0,DIGITAL_ICT,True,6.0,True,0,60.21681997371879,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
21-99965,NAME:cc ocean marais de monts,NAME_FALLBACK,2021-07-19,2021-07-19,2021-11-19,2026-07-13,32.0,32323.0,DIGITAL_ICT,True,4.0,True,0,59.78975032851511,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
21-97876,NAME:nantes metropole,NAME_FALLBACK,2021-07-15,2021-07-15,2022-01-15,2026-07-13,48.0,48000.0,DIGITAL_ICT,True,6.0,True,1,3.350854139290407,21-143183,0.5026595249449064,HIGH,0.9983341926635835,0.9983341926635835,0.7456781676471622,logistic_regression,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,0.1632472057047794,14.0,logistic_regression_synthetic_v0_4_transfer
21-101248,SIRET:21440184600016,RAW_SIRET,2021-07-22,2021-11-06,2022-05-06,2026-07-13,48.0,48600.0,DIGITAL_ICT,True,6.0,True,0,59.69119579500657,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
21-103501,NAME:departement de la sarthe,NAME_FALLBACK,2021-07-23,2021-07-23,2022-01-23,2026-07-13,72.0,72224.0,DIGITAL_ICT,True,6.0,True,1,4.139290407358739,21-156574,0.6425514951782969,HIGH,0.9991466537201293,0.9991466537201293,0.7456781676471622,logistic_regression,v0_4_population_alias_revision,central_calibration_worlds_005_006_rank1_f1_max,0.6425514951782969,1.0,logistic_regression_synthetic_v0_4_transfer
21-92788,NAME:nantes metropole,NAME_FALLBACK,2021-07-05,2021-07-05,2022-01-05,2026-07-13,,,DIGITAL_ICT,True,6.0,True,0,60.2496714848883,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
21-105103,NAME:cc vendee grand littoral,NAME_FALLBACK,2021-07-28,2021-07-28,2022-01-28,2026-07-13,,,DIGITAL_ICT,True,6.0,True,0,59.49408672798949,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
21-111863,NAME:conseil departemental loire-atlantique,NAME_FALLBACK,2021-08-13,2021-08-13,2022-02-13,2026-07-13,,,DIGITAL_ICT,True,6.0,True,0,58.96846254927727,,,,,,,,,,,,logistic_regression_synthetic_v0_4_transfer
