buyer_name_normalized,n_notices,n_sirets,n_sirens,n_departments,n_buyer_keys,n_active_years,first_year,last_year,activity_level,example_sirets,example_sirens,example_departments,example_buyer_keys,is_generic_name,same_siren_different_sirets,different_sirens,department_consistent_mapping,department_conflicting_mapping,ambiguity_class
hopital intercommunal du pays de retz,6,0,0,1,1,2,2015,2016,6-20,,,44,NAME:hopital intercommunal du pays de retz,False,False,False,True,False,single_observed_identity
inset angers du cnfpt,6,0,0,1,1,2,2020,2021,6-20,,,49,NAME:inset angers du cnfpt,False,False,False,True,False,single_observed_identity
institut pour la sante de l ouest,6,0,0,1,1,5,2015,2021,6-20,,,44,NAME:institut pour la sante de l ouest,False,False,False,True,False,single_observed_identity
le grand t - theatre loire-atlantique,6,0,0,1,1,4,2015,2019,6-20,,,44,NAME:le grand t - theatre loire-atlantique,False,False,False,True,False,single_observed_identity
loire atlantique nautisme,6,0,0,1,1,3,2024,2026,6-20,,,44,NAME:loire atlantique nautisme,False,False,False,True,False,single_observed_identity
mairie de carantec,6,0,0,1,1,4,2016,2021,6-20,,,29,NAME:mairie de carantec,True,False,False,True,False,single_observed_identity
residence amicie,6,0,0,1,1,2,2017,2019,6-20,,,72,NAME:residence amicie,False,False,False,True,False,single_observed_identity
shema au nom et pour le compte de la communaute de communes des pays de l aigle,6,0,0,1,1,3,2024,2026,6-20,,,14,NAME:shema au nom et pour le compte de la communaute de communes des pays de l aigle,True,False,False,True,False,single_observed_identity
shema au nom et pour le compte du conseil departemental de l orne,6,0,0,1,1,2,2025,2026,6-20,,,14,NAME:shema au nom et pour le compte du conseil departemental de l orne,True,False,False,True,False,single_observed_identity
sia de la bouverie,6,0,0,1,1,2,2015,2019,6-20,,,72,NAME:sia de la bouverie,False,False,False,True,False,single_observed_identity
siaep de la region de nort sur erdre,6,0,0,1,1,4,2015,2018,6-20,,,44,NAME:siaep de la region de nort sur erdre,False,False,False,True,False,single_observed_identity
siaep de la vallee du jaunay,6,0,0,1,1,3,2015,2017,6-20,,,85,NAME:siaep de la vallee du jaunay,False,False,False,True,False,single_observed_identity
smaepa du sud saumurois,6,0,0,1,1,3,2015,2017,6-20,,,49,NAME:smaepa du sud saumurois,False,False,False,True,False,single_observed_identity
ville de missillac,6,0,0,1,1,3,2015,2017,6-20,,,44,NAME:ville de missillac,True,False,False,True,False,single_observed_identity
ville de neuville sur sarthe,6,0,0,1,1,4,2015,2022,6-20,,,72,NAME:ville de neuville sur sarthe,True,False,False,True,False,single_observed_identity
ville de redon,6,0,0,1,1,4,2020,2026,6-20,,,35,NAME:ville de redon,True,False,False,True,False,single_observed_identity
atlanpole,5,0,0,1,1,3,2015,2019,2-5,,,44,NAME:atlanpole,False,False,False,True,False,single_observed_identity
c h i lys hyrome,5,0,0,1,1,3,2015,2017,2-5,,,49,NAME:c h i lys hyrome,False,False,False,True,False,single_observed_identity
ccas d angers,5,0,0,1,1,2,2015,2016,2-5,,,49,NAME:ccas d angers,False,False,False,True,False,single_observed_identity
centre hospitalier de longue,5,0,0,1,1,2,2015,2016,2-5,,,49,NAME:centre hospitalier de longue,True,False,False,True,False,single_observed_identity
centre hospitalier de readaptation,5,0,0,1,1,2,2015,2016,2-5,,,44,NAME:centre hospitalier de readaptation,True,False,False,True,False,single_observed_identity
centre hospitalier georges mazurelle,5,0,0,1,1,1,2015,2015,2-5,,,85,NAME:centre hospitalier georges mazurelle,True,False,False,True,False,single_observed_identity
centre hospitalier la ferte bernard,5,0,0,1,1,2,2015,2016,2-5,,,72,NAME:centre hospitalier la ferte bernard,True,False,False,True,False,single_observed_identity
com com du pays des achard,5,0,0,1,1,2,2015,2019,2-5,,,85,NAME:com com du pays des achard,False,False,False,True,False,single_observed_identity
communaute d agglomeration la rochelle,5,0,0,1,1,1,2017,2017,2-5,,,17,NAME:communaute d agglomeration la rochelle,True,False,False,True,False,single_observed_identity
commune d erdre en anjou,5,0,0,1,1,3,2019,2021,2-5,,,49,NAME:commune d erdre en anjou,True,False,False,True,False,single_observed_identity
commune de grez neuville,5,0,0,1,1,3,2016,2020,2-5,,,49,NAME:commune de grez neuville,True,False,False,True,False,single_observed_identity
commune de oree anjou,5,0,0,1,1,2,2022,2023,2-5,,,49,NAME:commune de oree anjou,True,False,False,True,False,single_observed_identity
commune de saint philbert de bouaine 85,5,0,0,1,1,3,2024,2026,2-5,,,85,NAME:commune de saint philbert de bouaine 85,True,False,False,True,False,single_observed_identity
commune de st philbert de grand lieu,5,0,0,1,1,2,2015,2016,2-5,,,44,NAME:commune de st philbert de grand lieu,True,False,False,True,False,single_observed_identity
develop bassin versant baie bourgneuf,5,0,0,1,1,3,2016,2018,2-5,,,85,NAME:develop bassin versant baie bourgneuf,False,False,False,True,False,single_observed_identity
dir reg fin publiques pays loire dep l,5,0,0,1,1,3,2019,2021,2-5,,,44,NAME:dir reg fin publiques pays loire dep l,False,False,False,True,False,single_observed_identity
direccte,5,0,0,1,1,2,2015,2016,2-5,,,44,NAME:direccte,False,False,False,True,False,single_observed_identity
ehpad la petite bruyere,5,0,0,1,1,5,2015,2022,2-5,,,72,NAME:ehpad la petite bruyere,False,False,False,True,False,single_observed_identity
ehpad la varenne,5,0,0,1,1,2,2022,2023,2-5,,,53,NAME:ehpad la varenne,False,False,False,True,False,single_observed_identity
ehpad les roches,5,0,0,1,1,4,2017,2021,2-5,,,85,NAME:ehpad les roches,False,False,False,True,False,single_observed_identity
entreprendre humaniser dependance,5,0,0,1,1,3,2020,2023,2-5,,,17,NAME:entreprendre humaniser dependance,False,False,False,True,False,single_observed_identity
gemapi,5,0,0,1,1,2,2024,2026,2-5,,,44,NAME:gemapi,False,False,False,True,False,single_observed_identity
grand port maritime de nantes saint nazaire 18 quai ernest renaud nantes 44186,5,0,0,1,1,2,2024,2025,2-5,,,44,NAME:grand port maritime de nantes saint nazaire 18 quai ernest renaud nantes 44186,False,False,False,True,False,single_observed_identity
groupement sofil aphelie,5,0,0,1,1,1,2016,2016,2-5,,,72,NAME:groupement sofil aphelie,False,False,False,True,False,single_observed_identity
institut de cancerologie de l ouest,5,0,0,1,1,3,2021,2026,2-5,,,44,NAME:institut de cancerologie de l ouest,False,False,False,True,False,single_observed_identity
institution de gestion sociale des armees - igesa,5,0,0,1,1,2,2025,2026,2-5,,,44,NAME:institution de gestion sociale des armees - igesa,False,False,False,True,False,single_observed_identity
la set,5,0,0,1,1,2,2025,2026,2-5,,,37,NAME:la set,False,False,False,True,False,single_observed_identity
laboratoire central ponts chaussees,5,0,0,1,1,1,2015,2015,2-5,,,44,NAME:laboratoire central ponts chaussees,False,False,False,True,False,single_observed_identity
mairie de pont st martin,5,0,0,1,1,2,2015,2017,2-5,,,44,NAME:mairie de pont st martin,True,False,False,True,False,single_observed_identity
mairie de saint saturnin,5,0,0,1,1,2,2015,2017,2-5,,,72,NAME:mairie de saint saturnin,True,False,False,True,False,single_observed_identity
oti du pays de st gilles croix de vie,5,0,0,1,1,3,2016,2020,2-5,,,85,NAME:oti du pays de st gilles croix de vie,False,False,False,True,False,single_observed_identity
port de nantes saint-nazaire,5,0,0,1,1,1,2025,2025,2-5,,,44,NAME:port de nantes saint-nazaire,False,False,False,True,False,single_observed_identity
prefecture de la charente - maritime,5,0,0,1,1,1,2025,2025,2-5,,,16,NAME:prefecture de la charente - maritime,False,False,False,True,False,single_observed_identity
residence margueritte de rohan,5,0,0,1,1,2,2016,2017,2-5,,,44,NAME:residence margueritte de rohan,False,False,False,True,False,single_observed_identity
saep dollon perche vairais,5,0,0,1,1,2,2025,2026,2-5,,,72,NAME:saep dollon perche vairais,False,False,False,True,False,single_observed_identity
service departemental d incendie et de secours de la mayenne,5,0,0,1,1,2,2024,2025,2-5,,,53,NAME:service departemental d incendie et de secours de la mayenne,True,False,False,True,False,single_observed_identity
siaep de la haute vallee de la vie,5,0,0,1,1,3,2015,2017,2-5,,,85,NAME:siaep de la haute vallee de la vie,False,False,False,True,False,single_observed_identity
siaep plaine et graon,5,0,0,1,1,3,2015,2017,2-5,,,85,NAME:siaep plaine et graon,False,False,False,True,False,single_observed_identity
sivu centre aquatique bg - sssl,5,0,0,1,1,3,2015,2019,2-5,,,44,NAME:sivu centre aquatique bg - sssl,False,False,False,True,False,single_observed_identity
societe d amenagement du finistere,5,0,0,1,1,1,2020,2020,2-5,,,29,NAME:societe d amenagement du finistere,False,False,False,True,False,single_observed_identity
sydev de la vendee,5,0,0,1,1,3,2015,2018,2-5,,,85,NAME:sydev de la vendee,False,False,False,True,False,single_observed_identity
syloa,5,0,0,1,1,2,2024,2025,2-5,,,44,NAME:syloa,False,False,False,True,False,single_observed_identity
synd mixte du pays val de la sarthe,5,0,0,1,1,3,2016,2018,2-5,,,72,NAME:synd mixte du pays val de la sarthe,False,False,False,True,False,single_observed_identity
syndicat mixte du bassin du layon,5,0,0,1,1,4,2015,2018,2-5,,,49,NAME:syndicat mixte du bassin du layon,False,False,False,True,False,single_observed_identity
syndicat mixte du bassin du semnon,5,0,0,1,1,3,2019,2021,2-5,,,35,NAME:syndicat mixte du bassin du semnon,False,False,False,True,False,single_observed_identity
syndicat mixte du pays yon et vie,5,0,0,1,1,4,2015,2018,2-5,,,85,NAME:syndicat mixte du pays yon et vie,False,False,False,True,False,single_observed_identity
uioss de rennes,5,0,0,1,1,4,2015,2021,2-5,,,35,NAME:uioss de rennes,False,False,False,True,False,single_observed_identity
ville de fontenay le comte,5,0,0,1,1,3,2015,2017,2-5,,,85,NAME:ville de fontenay le comte,True,False,False,True,False,single_observed_identity
ville de murs erigne,5,0,0,1,1,2,2019,2020,2-5,,,49,NAME:ville de murs erigne,True,False,False,True,False,single_observed_identity
ville de sautron,5,0,0,1,1,3,2015,2026,2-5,,,44,NAME:ville de sautron,True,False,False,True,False,single_observed_identity
amenao,4,0,0,1,1,2,2025,2026,2-5,,,72,NAME:amenao,False,False,False,True,False,single_observed_identity
angers loire metropole 49 direction eau et assainissement,4,0,0,1,1,1,2024,2024,2-5,,,49,NAME:angers loire metropole 49 direction eau et assainissement,False,False,False,True,False,single_observed_identity
angers loire metropole direction eau et assainissement 49,4,0,0,1,1,1,2024,2024,2-5,,,49,NAME:angers loire metropole direction eau et assainissement 49,False,False,False,True,False,single_observed_identity
ass gestion cantine loisirs parc,4,0,0,1,1,3,2016,2021,2-5,,,72,NAME:ass gestion cantine loisirs parc,False,False,False,True,False,single_observed_identity
association du personnel des services departementaux,4,0,0,1,1,1,2026,2026,2-5,,,72,NAME:association du personnel des services departementaux,True,False,False,True,False,single_observed_identity
association oeuvres de pen bron,4,0,0,1,1,3,2015,2017,2-5,,,44,NAME:association oeuvres de pen bron,False,False,False,True,False,single_observed_identity
c i a s de fontenay le comte,4,0,0,1,1,1,2015,2015,2-5,,,85,NAME:c i a s de fontenay le comte,False,False,False,True,False,single_observed_identity
caf de loir et cher,4,0,0,1,1,3,2016,2025,2-5,,,41,NAME:caf de loir et cher,False,False,False,True,False,single_observed_identity
cc pays ne de la mer,4,0,0,1,1,2,2015,2016,2-5,,,85,NAME:cc pays ne de la mer,False,False,False,True,False,single_observed_identity
cc vallees loir et braye,4,0,0,1,1,1,2016,2016,2-5,,,41,NAME:cc vallees loir et braye,False,False,False,True,False,single_observed_identity
ccas ehpad les hauts de plaisance,4,0,0,1,1,2,2016,2018,2-5,,,85,NAME:ccas ehpad les hauts de plaisance,False,False,False,True,False,single_observed_identity
ccas ehpad residence yves cougnaud,4,0,0,1,1,4,2018,2023,2-5,,,85,NAME:ccas ehpad residence yves cougnaud,False,False,False,True,False,single_observed_identity
centre communal d action sociale de coulaines,4,0,0,1,1,3,2024,2026,2-5,,,72,NAME:centre communal d action sociale de coulaines,False,False,False,True,False,single_observed_identity
centre hospitalier georges daumezon,4,0,0,1,1,1,2016,2016,2-5,,,44,NAME:centre hospitalier georges daumezon,True,False,False,True,False,single_observed_identity
centre hospitalier le bodio,4,0,0,1,1,2,2015,2016,2-5,,,44,NAME:centre hospitalier le bodio,True,False,False,True,False,single_observed_identity
centre s inra d idf ou des hdf,4,0,0,1,1,1,2022,2022,2-5,,,78,NAME:centre s inra d idf ou des hdf,False,False,False,True,False,single_observed_identity
chambre d agriculture loire-atlantique,4,0,0,1,1,2,2015,2016,2-5,,,44,NAME:chambre d agriculture loire-atlantique,False,False,False,True,False,single_observed_identity
com urbaine angers loire metropole,4,0,0,1,1,3,2017,2023,2-5,,,49,NAME:com urbaine angers loire metropole,False,False,False,True,False,single_observed_identity
communaute d etablissements geriatriques de la vallee de la sarthe,4,0,0,1,1,2,2024,2026,2-5,,,72,NAME:communaute d etablissements geriatriques de la vallee de la sarthe,False,False,False,True,False,single_observed_identity
communaute de commune loire-divatte,4,0,0,1,1,2,2015,2016,2-5,,,44,NAME:communaute de commune loire-divatte,True,False,False,True,False,single_observed_identity
communaute de communes de la gacilly,4,0,0,1,1,1,2015,2015,2-5,,,56,NAME:communaute de communes de la gacilly,True,False,False,True,False,single_observed_identity
communaute de communes loire longue,4,0,0,1,1,2,2016,2017,2-5,,,49,NAME:communaute de communes loire longue,True,False,False,True,False,single_observed_identity
commune bagnoles de l orne normandie,4,0,0,1,1,1,2022,2022,2-5,,,61,NAME:commune bagnoles de l orne normandie,True,False,False,True,False,single_observed_identity
commune d auvers le hamon,4,0,0,1,1,1,2024,2024,2-5,,,72,NAME:commune d auvers le hamon,True,False,False,True,False,single_observed_identity
commune de coudrecieux,4,0,0,1,1,1,2025,2025,2-5,,,72,NAME:commune de coudrecieux,True,False,False,True,False,single_observed_identity
commune de la bazoge,4,0,0,1,1,2,2024,2025,2-5,,,72,NAME:commune de la bazoge,True,False,False,True,False,single_observed_identity
commune de la pommeraye,4,0,0,1,1,1,2015,2015,2-5,,,49,NAME:commune de la pommeraye,True,False,False,True,False,single_observed_identity
commune de mareuil sur lay dissais 85,4,0,0,1,1,2,2024,2025,2-5,,,85,NAME:commune de mareuil sur lay dissais 85,True,False,False,True,False,single_observed_identity
commune de mire,4,0,0,1,1,3,2020,2022,2-5,,,49,NAME:commune de mire,True,False,False,True,False,single_observed_identity
commune du bignon,4,0,0,1,1,2,2016,2018,2-5,,,44,NAME:commune du bignon,True,False,False,True,False,single_observed_identity
cte d agglomeration de la rochelle,4,0,0,1,1,2,2015,2016,2-5,,,17,NAME:cte d agglomeration de la rochelle,False,False,False,True,False,single_observed_identity
departement de loire-atlantique,4,0,0,1,1,1,2024,2024,2-5,,,44,NAME:departement de loire-atlantique,True,False,False,True,False,single_observed_identity
dgac dsna do,4,0,0,1,1,2,2022,2026,2-5,,,29,NAME:dgac dsna do,False,False,False,True,False,single_observed_identity
dgac dsna dsr sdfi dsa pole achats athis,4,0,0,1,1,1,2024,2024,2-5,,,44,NAME:dgac dsna dsr sdfi dsa pole achats athis,False,False,False,True,False,single_observed_identity
dir ress humaines ministeres economiqu,4,0,0,1,1,3,2016,2019,2-5,,,44,NAME:dir ress humaines ministeres economiqu,False,False,False,True,False,single_observed_identity
ecole nationale veterinaire d alfort,4,0,0,1,1,2,2017,2018,2-5,,,94,NAME:ecole nationale veterinaire d alfort,False,False,False,True,False,single_observed_identity
ehpad la douceur de vivre,4,0,0,1,1,1,2016,2016,2-5,,,53,NAME:ehpad la douceur de vivre,False,False,False,True,False,single_observed_identity
ehpad les mathurins,4,0,0,1,1,2,2015,2016,2-5,,,85,NAME:ehpad les mathurins,False,False,False,True,False,single_observed_identity
ehpad residence le clos fleuri,4,0,0,1,1,3,2016,2019,2-5,,,44,NAME:ehpad residence le clos fleuri,False,False,False,True,False,single_observed_identity
ehpadabbaye,4,0,0,1,1,2,2025,2026,2-5,,,72,NAME:ehpadabbaye,False,False,False,True,False,single_observed_identity
eplefpa edgard pisani,4,0,0,1,1,1,2020,2020,2-5,,,49,NAME:eplefpa edgard pisani,False,False,False,True,False,single_observed_identity
epmp,4,0,0,1,1,2,2022,2023,2-5,,,85,NAME:epmp,False,False,False,True,False,single_observed_identity
etab du sce d infrastructure,4,0,0,1,1,2,2015,2016,2-5,,,44,NAME:etab du sce d infrastructure,False,False,False,True,False,single_observed_identity
gcs energelog,4,0,0,1,1,2,2015,2017,2-5,,,85,NAME:gcs energelog,False,False,False,True,False,single_observed_identity
ght mayenne et haut-anjou,4,0,0,1,1,1,2026,2026,2-5,,,53,NAME:ght mayenne et haut-anjou,False,False,False,True,False,single_observed_identity
gip restauration ih blavet scorff,4,0,0,1,1,2,2015,2017,2-5,,,56,NAME:gip restauration ih blavet scorff,False,False,False,True,False,single_observed_identity
gpt de cooperation sanitaire hacom,4,0,0,1,1,2,2023,2024,2-5,,,76,NAME:gpt de cooperation sanitaire hacom,False,False,False,True,False,single_observed_identity
grand port maritime,4,0,0,1,1,2,2024,2025,2-5,,,44,NAME:grand port maritime,False,False,False,True,False,single_observed_identity
grand port maritime de nantes saintnazaire service achat siret 77560485300041 18 quai ernest renaud - nantes 44186 http www nantes port fr marchespublics,4,0,0,1,1,1,2024,2024,2-5,,,44,NAME:grand port maritime de nantes saintnazaire service achat siret 77560485300041 18 quai ernest renaud - nantes 44186 http www nantes port fr marchespublics,False,False,False,True,False,single_observed_identity
greta loire atlantique,4,0,0,1,1,2,2016,2017,2-5,,,44,NAME:greta loire atlantique,False,False,False,True,False,single_observed_identity
habitat 44,4,0,0,1,1,2,2015,2016,2-5,,,44,NAME:habitat 44,False,False,False,True,False,single_observed_identity
hopital bel air,4,0,0,1,1,2,2015,2016,2-5,,,44,NAME:hopital bel air,False,False,False,True,False,single_observed_identity
hopital intercommunal de la presqu ile,4,0,0,1,1,2,2015,2016,2-5,,,44,NAME:hopital intercommunal de la presqu ile,False,False,False,True,False,single_observed_identity
hopital les collines vendeennes,4,0,0,1,1,2,2015,2016,2-5,,,85,NAME:hopital les collines vendeennes,False,False,False,True,False,single_observed_identity
hopital local sud ouest mayennais,4,0,0,1,1,2,2015,2016,2-5,,,53,NAME:hopital local sud ouest mayennais,False,False,False,True,False,single_observed_identity
ia-gipafoc,4,0,0,1,1,1,2024,2024,2-5,,,44,NAME:ia-gipafoc,False,False,False,True,False,single_observed_identity
insa rennes,4,0,0,1,1,2,2025,2026,2-5,,,35,NAME:insa rennes,False,False,False,True,False,single_observed_identity
institut regional administration lyon,4,0,0,1,1,3,2017,2021,2-5,,,69,NAME:institut regional administration lyon,False,False,False,True,False,single_observed_identity
irstea,4,0,0,1,1,2,2017,2018,2-5,,,35,NAME:irstea,False,False,False,True,False,single_observed_identity
lycee douanier rousseau,4,0,0,1,1,3,2019,2023,2-5,,,53,NAME:lycee douanier rousseau,False,False,False,True,False,single_observed_identity
mairie de derval,4,0,0,1,1,2,2019,2021,2-5,,,44,NAME:mairie de derval,True,False,False,True,False,single_observed_identity
mairie de landaul,4,0,0,1,1,2,2016,2018,2-5,,,56,NAME:mairie de landaul,True,False,False,True,False,single_observed_identity
mairie de montbert,4,0,0,1,1,3,2015,2021,2-5,,,44,NAME:mairie de montbert,True,False,False,True,False,single_observed_identity
mairie de rosnay,4,0,0,1,1,2,2015,2018,2-5,,,85,NAME:mairie de rosnay,True,False,False,True,False,single_observed_identity
mairie de saint herblain,4,0,0,1,1,2,2024,2025,2-5,,,44,NAME:mairie de saint herblain,True,False,False,True,False,single_observed_identity
mairie de saint-viaud,4,0,0,1,1,3,2015,2018,2-5,,,44,NAME:mairie de saint-viaud,True,False,False,True,False,single_observed_identity
mairie des sorinieres,4,0,0,1,1,1,2020,2020,2-5,,,44,NAME:mairie des sorinieres,True,False,False,True,False,single_observed_identity
mairie st christophe du ligneron,4,0,0,1,1,2,2015,2016,2-5,,,85,NAME:mairie st christophe du ligneron,True,False,False,True,False,single_observed_identity
mfr-cfa ifacom,4,0,0,1,1,1,2023,2023,2-5,,,85,NAME:mfr-cfa ifacom,False,False,False,True,False,single_observed_identity
pays de la loire mobilites - exploitation,4,0,0,1,1,1,2026,2026,2-5,,,85,NAME:pays de la loire mobilites - exploitation,False,False,False,True,False,single_observed_identity
prefecture de loire-atlantique,4,0,0,1,1,2,2017,2018,2-5,,,44,NAME:prefecture de loire-atlantique,False,False,False,True,False,single_observed_identity
prefecture de region des pays de loire,4,0,0,1,1,2,2016,2017,2-5,,,44,NAME:prefecture de region des pays de loire,False,False,False,True,False,single_observed_identity
prefecture du morbihan,4,0,0,1,1,2,2015,2018,2-5,,,56,NAME:prefecture du morbihan,False,False,False,True,False,single_observed_identity
reseau loire alerte,4,0,0,1,1,3,2018,2022,2-5,,,49,NAME:reseau loire alerte,False,False,False,True,False,single_observed_identity
residence de la vallee du don,4,0,0,1,1,1,2015,2015,2-5,,,44,NAME:residence de la vallee du don,False,False,False,True,False,single_observed_identity
residences bocage d anjou,4,0,0,1,1,2,2016,2017,2-5,,,49,NAME:residences bocage d anjou,False,False,False,True,False,single_observed_identity
rsi pays de la loire,4,0,0,1,1,2,2015,2016,2-5,,,44,NAME:rsi pays de la loire,False,False,False,True,False,single_observed_identity
sa coop interet collectif hlm bretagne,4,0,0,1,1,2,2018,2019,2-5,,,35,NAME:sa coop interet collectif hlm bretagne,False,False,False,True,False,single_observed_identity
sa hlm les foyers,4,0,0,1,1,1,2023,2023,2-5,,,53,NAME:sa hlm les foyers,False,False,False,True,False,single_observed_identity
saumur loire habitat,4,0,0,1,1,1,2018,2018,2-5,,,49,NAME:saumur loire habitat,False,False,False,True,False,single_observed_identity
sdis du maine et loire,4,0,0,1,1,1,2015,2015,2-5,,,49,NAME:sdis du maine et loire,False,False,False,True,False,single_observed_identity
seml route des lasers,4,0,0,1,1,2,2021,2022,2-5,,,33,NAME:seml route des lasers,False,False,False,True,False,single_observed_identity
siaep argentre sud,4,0,0,1,1,1,2015,2015,2-5,,,53,NAME:siaep argentre sud,False,False,False,True,False,single_observed_identity
siaep de l anxure et de la perche,4,0,0,1,1,3,2016,2018,2-5,,,53,NAME:siaep de l anxure et de la perche,False,False,False,True,False,single_observed_identity
siaep du centre-ouest mayennais,4,0,0,1,1,3,2015,2017,2-5,,,53,NAME:siaep du centre-ouest mayennais,False,False,False,True,False,single_observed_identity
siaep du pays de la mee,4,0,0,1,1,4,2015,2019,2-5,,,44,NAME:siaep du pays de la mee,False,False,False,True,False,single_observed_identity
siaep du val saint martin,4,0,0,1,1,3,2015,2018,2-5,,,44,NAME:siaep du val saint martin,False,False,False,True,False,single_observed_identity
siaep pays de retz - sud loire,4,0,0,1,1,2,2016,2017,2-5,,,44,NAME:siaep pays de retz - sud loire,False,False,False,True,False,single_observed_identity
siaep region d ancenis,4,0,0,1,1,3,2015,2017,2-5,,,44,NAME:siaep region d ancenis,False,False,False,True,False,single_observed_identity
siaep region de guemene penfao,4,0,0,1,1,3,2015,2018,2-5,,,44,NAME:siaep region de guemene penfao,False,False,False,True,False,single_observed_identity
siaep vallee du marillet,4,0,0,1,1,3,2015,2018,2-5,,,85,NAME:siaep vallee du marillet,False,False,False,True,False,single_observed_identity
smt lila presquile,4,0,0,1,1,2,2019,2020,2-5,,,44,NAME:smt lila presquile,False,False,False,True,False,single_observed_identity
soc pub locale constr pub ille vilaine,4,0,0,1,1,1,2019,2019,2-5,,,35,NAME:soc pub locale constr pub ille vilaine,False,False,False,True,False,single_observed_identity
sorbonne universite,4,0,0,1,1,3,2019,2021,2-5,,,29,NAME:sorbonne universite,True,False,False,True,False,single_observed_identity
spl centre de tri biopole,4,0,0,1,1,3,2018,2021,2-5,,,49,NAME:spl centre de tri biopole,False,False,False,True,False,single_observed_identity
syndicat mixte du scot du pays de retz,4,0,0,1,1,3,2016,2018,2-5,,,44,NAME:syndicat mixte du scot du pays de retz,False,False,False,True,False,single_observed_identity
syndicat mixte e-collectivites,4,0,0,1,1,1,2026,2026,2-5,,,85,NAME:syndicat mixte e-collectivites,False,False,False,True,False,single_observed_identity
syndicat vendee des iles,4,0,0,1,1,1,2016,2016,2-5,,,85,NAME:syndicat vendee des iles,False,False,False,True,False,single_observed_identity
syndicat vignoble grand lieu,4,0,0,1,1,2,2015,2017,2-5,,,44,NAME:syndicat vignoble grand lieu,False,False,False,True,False,single_observed_identity
theatre de laval,4,0,0,1,1,1,2024,2024,2-5,,,53,NAME:theatre de laval,False,False,False,True,False,single_observed_identity
tours metropole val de loire,4,0,0,1,1,2,2017,2019,2-5,,,37,NAME:tours metropole val de loire,False,False,False,True,False,single_observed_identity
uioss loir-et-cher,4,0,0,1,1,1,2025,2025,2-5,,,41,NAME:uioss loir-et-cher,False,False,False,True,False,single_observed_identity
ville d herbignac,4,0,0,1,1,4,2017,2022,2-5,,,44,NAME:ville d herbignac,True,False,False,True,False,single_observed_identity
ville de beauvoir sur mer,4,0,0,1,1,2,2016,2017,2-5,,,85,NAME:ville de beauvoir sur mer,True,False,False,True,False,single_observed_identity
ville de larmor-plage,4,0,0,1,1,3,2017,2021,2-5,,,56,NAME:ville de larmor-plage,True,False,False,True,False,single_observed_identity
ville de plouay,4,0,0,1,1,4,2018,2021,2-5,,,56,NAME:ville de plouay,True,False,False,True,False,single_observed_identity
ville du lion d angers,4,0,0,1,1,2,2015,2018,2-5,,,49,NAME:ville du lion d angers,True,False,False,True,False,single_observed_identity
aia amberieu en bugey,3,0,0,1,1,2,2015,2017,2-5,,,1,NAME:aia amberieu en bugey,False,False,False,True,False,single_observed_identity
angdm,3,0,0,1,1,2,2015,2017,2-5,,,75,NAME:angdm,False,False,False,True,False,single_observed_identity
ass reg instituts form trav soc pays l,3,0,0,1,1,2,2017,2018,2-5,,,49,NAME:ass reg instituts form trav soc pays l,False,False,False,True,False,single_observed_identity
association 3ifa,3,0,0,1,1,1,2022,2022,2-5,,,61,NAME:association 3ifa,False,False,False,True,False,single_observed_identity
association agriav,3,0,0,1,1,1,2015,2015,2-5,,,44,NAME:association agriav,False,False,False,True,False,single_observed_identity
association agrip,3,0,0,1,1,2,2017,2018,2-5,,,44,NAME:association agrip,False,False,False,True,False,single_observed_identity
association de decarbonation loire estuaire,3,0,0,1,1,2,2024,2025,2-5,,,44,NAME:association de decarbonation loire estuaire,False,False,False,True,False,single_observed_identity
association songo,3,0,0,1,1,2,2018,2019,2-5,,,44,NAME:association songo,False,False,False,True,False,single_observed_identity
c c a s nieul le dolent,3,0,0,1,1,2,2015,2019,2-5,,,85,NAME:c c a s nieul le dolent,False,False,False,True,False,single_observed_identity
caisse d allocations familiales de loire-atlantique 22 rue de malville 44937 nantes,3,0,0,1,1,1,2024,2024,2-5,,,44,NAME:caisse d allocations familiales de loire-atlantique 22 rue de malville 44937 nantes,True,False,False,True,False,single_observed_identity
cc vallons de haute bretagne com,3,0,0,1,1,1,2019,2019,2-5,,,35,NAME:cc vallons de haute bretagne com,False,False,False,True,False,single_observed_identity
ccas d alencon,3,0,0,1,1,1,2025,2025,2-5,,,61,NAME:ccas d alencon,False,False,False,True,False,single_observed_identity
ccas de la ferriere,3,0,0,1,1,2,2016,2018,2-5,,,85,NAME:ccas de la ferriere,False,False,False,True,False,single_observed_identity
ccas de sevremont,3,0,0,1,1,2,2018,2019,2-5,,,85,NAME:ccas de sevremont,False,False,False,True,False,single_observed_identity
ccas de trelaze,3,0,0,1,1,2,2016,2021,2-5,,,49,NAME:ccas de trelaze,False,False,False,True,False,single_observed_identity
cci de region bretagne,3,0,0,1,1,3,2019,2021,2-5,,,35,NAME:cci de region bretagne,False,False,False,True,False,single_observed_identity
cegvs,3,0,0,1,1,2,2016,2021,2-5,,,72,NAME:cegvs,False,False,False,True,False,single_observed_identity
centre de gestion fpt37,3,0,0,1,1,1,2021,2021,2-5,,,37,NAME:centre de gestion fpt37,False,False,False,True,False,single_observed_identity
centre hospitalier general de chartres,3,0,0,1,1,1,2019,2019,2-5,,,72,NAME:centre hospitalier general de chartres,True,False,False,True,False,single_observed_identity
