source_notice_id,target_notice_id,edge_type,evidence,source_role,target_role,source_date,target_date,delay_days,same_buyer_key,same_cpv_clean,same_cpv_division,text_similarity
25-71056,26-3386,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-06-25,2026-01-14,203,True,True,True,
25-65936,26-4131,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-06-14,2026-01-15,215,True,True,True,
25-107101,26-6611,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-09-28,2026-01-21,115,True,True,True,
25-131238,26-6345,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-11-28,2026-01-21,54,True,True,True,
25-72258,26-6569,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-06-27,2026-01-21,208,True,True,True,
25-100331,26-3084,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-09-11,2026-01-13,124,True,True,True,
25-126046,26-3992,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-11-13,2026-01-13,61,True,False,False,
25-139345,26-8785,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CALL,CORRECTION,2025-12-18,2026-01-26,39,True,True,True,
25-102268,26-9201,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-09-15,2026-01-27,134,True,True,True,
25-139212,26-5651,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CALL,CORRECTION,2025-12-19,2026-01-18,30,True,True,True,
25-117154,26-6113,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-10-22,2026-01-20,90,True,True,True,
25-59604,26-118,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-05-28,2026-01-04,221,True,True,True,
25-39004,26-1060,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-04-08,2026-01-08,275,True,True,True,
25-78082,26-1593,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-07-09,2026-01-07,182,True,True,True,
25-44165,25-143466,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-04-18,2026-01-02,259,True,True,True,
25-88273,26-3512,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-08-03,2026-01-14,164,True,True,True,
25-101339,26-4403,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-09-13,2026-01-15,124,True,True,True,
25-132522,26-4575,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CALL,CORRECTION,2025-12-01,2026-01-14,44,True,True,True,
25-125277,26-2048,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-11-13,2026-01-09,57,True,True,True,
25-115595,26-1917,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-10-16,2026-01-08,84,True,False,False,
25-108542,26-6613,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-10-02,2026-01-21,111,True,True,True,
25-111827,26-8375,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-10-08,2026-01-23,107,True,True,True,
25-123822,26-9678,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-11-07,2026-01-29,83,True,True,True,
25-84331,26-10035,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-07-23,2026-01-29,190,True,True,True,
25-63001,26-7076,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-06-06,2026-01-22,230,True,True,True,
25-111628,26-7072,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-10-09,2026-01-22,105,True,True,True,
25-133298,26-7292,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CALL,CORRECTION,2025-12-04,2026-01-23,50,True,True,True,
25-136120,26-7292,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CORRECTION,CORRECTION,2025-12-12,2026-01-23,42,True,True,True,
26-3246,26-7873,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CALL,CORRECTION,2026-01-12,2026-01-22,10,True,True,True,
24-118269,26-8909,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2024-10-18,2026-01-28,467,True,True,True,
24-138404,26-8909,award_relationship,annonce_lie_or_annonces_anterieures,CORRECTION,AWARD,2024-12-11,2026-01-28,413,True,True,True,
26-8576,26-8755,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CALL,CORRECTION,2026-01-26,2026-01-26,0,True,True,True,
25-134023,26-9214,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CALL,CORRECTION,2025-12-04,2026-01-27,54,True,True,True,
25-88351,26-9849,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-08-03,2026-01-30,180,True,True,True,
25-78754,25-143294,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-07-11,2026-01-02,175,True,True,True,
25-81223,25-143416,award_relationship,annonce_lie_or_annonces_anterieures,CORRECTION,AWARD,2025-07-18,2026-01-02,168,True,True,True,
25-66739,25-143416,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-06-15,2026-01-02,201,True,True,True,
25-131663,26-224,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CALL,CORRECTION,2025-11-28,2026-01-05,38,True,True,True,
25-100936,26-1149,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-09-11,2026-01-06,117,True,False,False,
25-94197,26-1162,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-08-22,2026-01-06,137,True,True,True,
25-85420,26-1276,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-07-27,2026-01-08,165,True,True,True,
25-84788,26-1448,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-07-25,2026-01-08,167,True,True,True,
25-47783,26-1215,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-04-27,2026-01-08,256,True,True,True,
25-75041,26-1375,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-07-02,2026-01-07,189,True,True,True,
24-99187,26-7213,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2024-09-01,2026-01-22,508,True,True,True,
25-137922,26-5880,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CALL,CORRECTION,2025-12-17,2026-01-18,32,True,True,True,
26-3925,26-5880,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CORRECTION,CORRECTION,2026-01-14,2026-01-18,4,True,True,True,
25-77830,26-2763,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-07-09,2026-01-09,184,True,True,True,
25-124955,26-2663,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-11-10,2026-01-09,60,True,True,True,
25-49837,26-2585,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-05-02,2026-01-11,254,True,True,True,
25-110987,26-4885,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-10-08,2026-01-16,100,True,True,True,
25-108677,26-4736,award_relationship,annonce_lie_or_annonces_anterieures,AWARD,AWARD,2025-10-02,2026-01-16,106,True,True,True,
25-62858,26-1605,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-06-06,2026-01-09,217,True,True,True,
25-111406,26-2798,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-10-07,2026-01-09,94,True,True,True,
25-52681,26-2640,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-05-09,2026-01-09,245,True,True,True,
25-95658,26-2895,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-08-28,2026-01-11,136,True,True,True,
25-87690,26-4622,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-07-31,2026-01-14,167,True,True,True,
25-142001,26-4259,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CALL,CALL,2025-12-25,2026-01-15,21,True,True,True,
25-28897,26-8976,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-03-15,2026-01-28,319,True,True,True,
25-141138,26-9518,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CALL,CORRECTION,2025-12-22,2026-01-28,37,True,True,True,
26-7860,26-8008,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CALL,CORRECTION,2026-01-22,2026-01-23,1,True,True,True,
25-114276,26-8673,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-10-16,2026-01-27,103,False,True,True,
25-77875,26-8521,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-07-10,2026-01-27,201,True,True,True,
25-77086,26-8757,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-07-09,2026-01-27,202,True,True,True,
25-103510,26-9585,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-09-19,2026-01-29,132,True,True,True,
25-117502,26-1802,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-10-23,2026-01-09,78,True,True,True,
25-76642,26-1835,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-07-08,2026-01-09,185,True,True,True,
25-57676,26-1134,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-05-23,2026-01-08,230,True,True,True,
25-102732,26-2116,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-09-16,2026-01-08,114,True,True,True,
25-114412,26-81,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-10-16,2026-01-04,80,True,True,True,
25-104141,26-212,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-09-18,2026-01-05,109,True,True,True,
25-16670,26-327,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-02-14,2026-01-06,326,True,True,True,
25-133424,26-766,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CALL,CORRECTION,2025-12-03,2026-01-06,34,True,True,True,
25-61659,26-853,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-06-02,2026-01-06,218,True,False,False,
25-98192,26-1056,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-09-03,2026-01-06,125,True,False,False,
25-44165,26-816,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-04-18,2026-01-07,264,True,True,True,
25-143466,26-816,award_relationship,annonce_lie_or_annonces_anterieures,AWARD,AWARD,2026-01-02,2026-01-07,5,True,True,True,
25-131691,26-1395,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-11-28,2026-01-07,40,True,True,True,
25-75052,26-2199,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-07-04,2026-01-10,190,True,True,True,
25-96816,26-3388,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-09-02,2026-01-14,134,True,True,True,
25-133246,26-3670,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CALL,CORRECTION,2025-12-03,2026-01-13,41,True,True,True,
25-97699,26-3800,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-09-02,2026-01-13,133,True,True,True,
25-81947,26-4256,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-07-19,2026-01-15,180,True,True,True,
25-140295,26-7018,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CALL,CORRECTION,2025-12-19,2026-01-21,33,True,True,True,
25-137530,26-6598,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CALL,CORRECTION,2025-12-16,2026-01-21,36,True,True,True,
25-104710,26-6610,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-09-21,2026-01-21,122,True,True,True,
25-97455,26-8324,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-09-03,2026-01-25,144,True,True,True,
25-139893,26-7892,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CALL,CORRECTION,2025-12-20,2026-01-24,35,True,True,True,
25-89040,26-8250,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-08-05,2026-01-25,173,True,True,True,
25-72625,26-9238,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-06-29,2026-01-28,213,True,True,True,
25-47778,26-8977,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-04-27,2026-01-28,276,True,True,True,
25-109311,26-9520,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-10-02,2026-01-28,118,True,True,True,
26-4568,26-9542,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CALL,CORRECTION,2026-01-14,2026-01-28,14,True,True,True,
25-101537,26-10867,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-09-12,2026-01-30,140,False,False,False,
26-8892,26-10900,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CALL,CORRECTION,2026-01-26,2026-01-30,4,True,False,False,
25-108300,26-10745,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-10-01,2026-02-01,123,True,True,True,
25-109627,26-10745,award_relationship,annonce_lie_or_annonces_anterieures,CORRECTION,AWARD,2025-10-04,2026-02-01,120,True,True,True,
26-7325,26-11526,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CALL,CORRECTION,2026-01-21,2026-02-03,13,True,True,True,
25-41109,26-11341,explicit_linked_notice,annonce_lie_or_annonces_anterieures,MODIFICATION,MODIFICATION,2025-04-12,2026-02-04,298,True,False,False,
25-136583,26-11959,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-12-12,2026-02-05,55,True,True,True,
25-123889,26-15130,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-11-07,2026-02-13,98,True,True,True,
25-122302,26-12883,award_relationship,annonce_lie_or_annonces_anterieures,CORRECTION,AWARD,2025-11-04,2026-02-07,95,True,True,True,
25-108909,26-12883,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-10-03,2026-02-07,127,True,True,True,
25-133676,26-18944,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-12-04,2026-02-24,82,True,True,True,
26-10782,26-19204,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CALL,CANCELLATION,2026-01-30,2026-02-24,25,True,False,False,
25-131042,26-19617,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-11-27,2026-02-25,90,True,False,False,
25-141138,26-14927,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CALL,CORRECTION,2025-12-22,2026-02-11,51,True,True,True,
26-3440,26-17351,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CALL,CORRECTION,2026-01-14,2026-02-20,37,True,True,True,
26-15702,26-16987,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CALL,CORRECTION,2026-02-15,2026-02-19,4,True,True,True,
26-6085,26-15395,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CALL,CORRECTION,2026-01-20,2026-02-14,25,True,True,True,
26-6983,26-16997,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CALL,CORRECTION,2026-01-20,2026-02-17,28,True,True,True,
25-121260,26-19238,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-10-31,2026-02-26,118,True,True,True,
25-117409,26-14698,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-10-22,2026-02-12,113,True,True,True,
25-112295,26-13933,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-10-10,2026-02-11,124,True,True,True,
25-115843,26-14060,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-10-19,2026-02-11,115,True,True,True,
25-127753,26-14996,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-11-20,2026-02-13,85,True,True,True,
25-80141,26-16821,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-07-15,2026-02-17,217,True,True,True,
25-140295,26-13024,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CALL,CORRECTION,2025-12-19,2026-02-06,49,True,True,True,
26-12816,26-13329,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CALL,CORRECTION,2026-02-05,2026-02-06,1,True,True,True,
25-16623,26-18369,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-02-13,2026-02-22,374,True,True,True,
25-120671,26-17139,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-10-30,2026-02-19,112,True,True,True,
26-12787,26-17219,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CORRECTION,CORRECTION,2026-02-07,2026-02-19,12,True,True,True,
26-4082,26-17219,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CALL,CORRECTION,2026-01-15,2026-02-19,35,True,True,True,
25-111578,26-16538,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-10-09,2026-02-18,132,True,True,True,
25-68833,26-10847,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-06-20,2026-02-01,226,True,True,True,
25-109635,26-13239,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-10-04,2026-02-08,127,True,True,True,
25-142276,26-13815,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CALL,CORRECTION,2025-12-24,2026-02-09,47,True,True,True,
25-122662,26-19237,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-11-05,2026-02-26,113,True,True,True,
24-134200,26-19696,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2024-11-29,2026-02-26,454,True,True,True,
26-6310,26-17410,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CALL,CORRECTION,2026-01-21,2026-02-20,30,True,True,True,
25-139448,26-18036,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-12-18,2026-02-20,64,True,True,True,
26-11574,26-18257,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CALL,CORRECTION,2026-02-03,2026-02-20,17,True,True,True,
26-1215,26-18180,award_relationship,annonce_lie_or_annonces_anterieures,AWARD,AWARD,2026-01-08,2026-02-22,45,True,True,True,
25-47783,26-18180,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-04-27,2026-02-22,301,True,True,True,
26-6979,26-12476,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CALL,CORRECTION,2026-01-20,2026-02-05,16,True,False,False,
25-131880,26-11093,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-11-28,2026-02-02,66,True,True,True,
25-120008,26-18862,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-10-29,2026-02-25,119,True,True,True,
25-4283,26-18909,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-01-15,2026-02-25,406,True,True,True,
25-7046,26-18909,award_relationship,annonce_lie_or_annonces_anterieures,CORRECTION,AWARD,2025-01-22,2026-02-25,399,True,True,True,
25-116232,26-19208,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-10-19,2026-02-25,129,True,True,True,
26-11341,26-15185,explicit_linked_notice,annonce_lie_or_annonces_anterieures,MODIFICATION,MODIFICATION,2026-02-04,2026-02-13,9,True,True,True,
25-41109,26-15185,explicit_linked_notice,annonce_lie_or_annonces_anterieures,MODIFICATION,MODIFICATION,2025-04-12,2026-02-13,307,True,False,False,
25-131282,26-15725,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-11-28,2026-02-15,79,True,True,True,
25-97886,26-15745,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-09-04,2026-02-15,164,True,True,True,
26-15670,26-16166,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CALL,CORRECTION,2026-02-13,2026-02-16,3,True,True,True,
25-74770,26-12571,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-07-03,2026-02-06,218,True,True,True,
25-97698,26-13100,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-09-04,2026-02-08,157,True,True,True,
26-12171,26-13594,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CALL,CORRECTION,2026-02-05,2026-02-10,5,True,True,True,
25-100096,26-14636,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-09-09,2026-02-11,155,True,True,True,
25-122212,26-16076,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-11-04,2026-02-15,103,True,True,True,
25-117664,26-11027,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-10-23,2026-02-03,103,True,True,True,
25-98356,26-11801,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-09-05,2026-02-05,153,True,True,True,
26-7922,26-14216,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CALL,CORRECTION,2026-01-22,2026-02-10,19,True,True,True,
25-126701,26-19599,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-11-14,2026-02-25,103,True,True,True,
25-117962,26-16790,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-10-23,2026-02-18,118,True,True,True,
25-123086,26-16282,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-11-06,2026-02-17,103,True,True,True,
25-129233,26-16689,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-11-21,2026-02-17,88,True,False,False,
25-88489,26-12573,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-08-03,2026-02-06,187,True,True,True,
25-118713,26-19945,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-10-25,2026-02-27,125,True,True,True,
25-126907,26-20119,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-11-18,2026-02-27,101,True,True,True,
25-66034,26-14154,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-06-14,2026-02-11,242,True,True,True,
25-120404,26-11114,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-10-30,2026-02-03,96,True,True,True,
25-136905,26-11149,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CALL,CALL,2025-12-14,2026-02-03,51,True,True,True,
25-142835,26-11149,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CALL,CALL,2025-12-31,2026-02-03,34,True,True,True,
25-123826,26-11890,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-11-06,2026-02-03,89,True,True,True,
25-79565,26-11761,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-07-13,2026-02-05,207,True,True,True,
25-87872,26-11761,award_relationship,annonce_lie_or_annonces_anterieures,CORRECTION,AWARD,2025-08-01,2026-02-05,188,True,True,True,
25-89489,26-15136,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-08-06,2026-02-13,191,True,True,True,
25-132330,26-15463,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-12-01,2026-02-12,73,True,False,False,
25-95325,26-15407,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-08-28,2026-02-14,170,True,True,True,
25-44681,26-15560,award_relationship,annonce_lie_or_annonces_anterieures,CORRECTION,AWARD,2025-04-20,2026-02-15,301,True,True,True,
25-34793,26-15560,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-03-28,2026-02-15,324,True,True,True,
25-113505,26-18384,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-10-13,2026-02-20,130,True,True,True,
25-101784,26-13162,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-09-12,2026-02-06,147,True,True,True,
26-4082,26-12787,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CALL,CORRECTION,2026-01-15,2026-02-07,23,True,True,True,
25-106236,26-13342,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-09-26,2026-02-08,135,True,True,True,
25-116341,26-13342,award_relationship,annonce_lie_or_annonces_anterieures,CORRECTION,AWARD,2025-10-19,2026-02-08,112,True,True,True,
25-124080,26-13104,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-11-08,2026-02-08,92,True,True,True,
25-109800,26-13623,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-10-03,2026-02-09,129,True,True,True,
26-15180,26-18816,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CALL,CORRECTION,2026-02-12,2026-02-23,11,True,False,False,
25-137542,26-18914,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-12-15,2026-02-23,70,True,True,True,
26-16739,26-19657,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CALL,CORRECTION,2026-02-17,2026-02-25,8,True,False,False,
25-110511,26-16801,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-10-07,2026-02-18,134,True,True,True,
26-11760,26-17546,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CALL,CORRECTION,2026-02-03,2026-02-19,16,True,True,True,
25-137097,26-18394,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-12-14,2026-02-22,70,True,True,True,
26-13017,26-16680,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CALL,CORRECTION,2026-02-08,2026-02-18,10,True,True,True,
26-14676,26-16412,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CALL,CORRECTION,2026-02-12,2026-02-17,5,True,True,True,
25-103915,26-15223,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-09-19,2026-02-13,147,True,True,True,
25-53614,26-14485,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-05-15,2026-02-12,273,True,True,True,
25-44299,26-14485,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-04-19,2026-02-12,299,True,True,True,
25-23513,26-14489,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-03-02,2026-02-12,347,True,True,True,
25-141205,26-14656,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CALL,CORRECTION,2025-12-22,2026-02-11,51,True,True,True,
25-125404,26-12769,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-11-13,2026-02-07,86,True,True,True,
25-135355,26-12769,award_relationship,annonce_lie_or_annonces_anterieures,CORRECTION,AWARD,2025-12-10,2026-02-07,59,True,True,True,
26-6827,26-13443,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CALL,CORRECTION,2026-01-20,2026-02-06,17,True,True,True,
25-122506,26-13561,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-11-05,2026-02-10,97,True,True,True,
25-137592,26-20314,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CORRECTION,CORRECTION,2025-12-15,2026-02-26,73,True,True,True,
26-13614,26-20292,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CALL,CORRECTION,2026-02-10,2026-02-28,18,True,True,True,
26-2852,26-11215,explicit_linked_notice,annonce_lie_or_annonces_anterieures,CALL,CORRECTION,2026-01-09,2026-02-02,24,True,True,True,
25-82476,26-11012,award_relationship,annonce_lie_or_annonces_anterieures,CORRECTION,AWARD,2025-07-20,2026-02-03,198,True,True,True,
25-97637,26-11012,award_relationship,annonce_lie_or_annonces_anterieures,CORRECTION,AWARD,2025-09-04,2026-02-03,152,True,True,True,
25-69273,26-11012,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-06-21,2026-02-03,227,True,True,True,
25-135982,26-14268,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2025-12-11,2026-02-11,62,True,True,True,
24-144048,26-14037,award_relationship,annonce_lie_or_annonces_anterieures,CALL,AWARD,2024-12-22,2026-02-11,416,True,True,True,
25-6190,26-14037,award_relationship,annonce_lie_or_annonces_anterieures,CORRECTION,AWARD,2025-01-19,2026-02-11,388,True,True,True,
