notice_family_id,notice_id,publication_date,schema_family,buyer_key,cpv_clean,first_call_date,call_to_award_days,call_to_award_months,delay_flag
NF026999,20-138110,2020-11-12,LEGACY,SIRET:22720002900014,45200000,2020-07-12,123,4.040735873850197,OK
NF024218,20-139259,2020-11-15,LEGACY,NAME:chu nantes,45112500,2019-11-20,361,11.85939553219448,OK
NF027327,20-139967,2020-11-18,LEGACY,NAME:cte de cnes chateaubriant-derval,09132000,2020-08-02,108,3.54796320630749,OK
NF024624,20-134759,2020-11-21,LEGACY,SIRET:24850019100023,90500000,2019-12-07,350,11.498028909329829,OK
NF026251,20-143394,2020-11-25,LEGACY,SIRET:21720003900014,15800000,2020-05-16,193,6.340341655716163,OK
NF022596,20-143910,2020-11-26,LEGACY,NAME:ca les sables d olonne agglomeration,71221000,2019-07-13,502,16.491458607095925,OK
NF027009,20-141068,2020-11-27,LEGACY,NAME:cte de communes du pays des herbiers,30120000,2020-07-26,124,4.073587385019711,OK
NF027217,20-145390,2020-11-29,LEGACY,NAME:sdis 44,24111500,2020-07-24,128,4.204993429697766,OK
NF026120,20-145741,2020-11-29,LEGACY,SIRET:22850001300658,72262000,2020-04-08,235,7.720105124835742,OK
NF025179,20-138665,2020-11-12,LEGACY,NAME:le mans metropole - communaute urbaine,45316110,2020-02-19,267,8.771353482260183,OK
NF027854,20-139548,2020-11-16,LEGACY,NAME:cnrs dr17 bretagne et pays de la loire,45232150,2020-09-11,66,2.1681997371879107,OK
NF026901,20-143645,2020-11-24,LEGACY,NAME:le mans metropole - communaute urbaine,71336000,2020-07-03,144,4.730617608409987,OK
NF026667,20-142381,2020-11-26,LEGACY,NAME:syndicat trivalis,45261420,2020-06-15,164,5.387647831800263,OK
NF026675,20-137124,2020-11-09,LEGACY,NAME:commune de saint nazaire,45261000,2020-06-24,138,4.533508541392904,OK
NF027486,20-140533,2020-11-17,LEGACY,NAME:ville du mans,45210000,2020-08-06,103,3.383705650459921,OK
NF026957,20-143575,2020-11-24,LEGACY,NAME:le mans metropole - communaute urbaine,71336000,2020-07-03,144,4.730617608409987,OK
NF027628,20-143723,2020-11-24,LEGACY,NAME:departement de la sarthe,39715300,2020-09-02,83,2.726675427069645,OK
NF027498,20-133169,2020-11-05,LEGACY,NAME:ville d angers,75200000,2020-08-02,95,3.1208935611038107,OK
NF026013,20-137636,2020-11-12,LEGACY,NAME:epsms mayenne,55322000,2020-04-18,208,6.83311432325887,OK
NF026585,20-138072,2020-11-12,LEGACY,SIRET:21610001600015,50313200,2020-06-27,138,4.533508541392904,OK
NF026174,20-138314,2020-11-14,LEGACY,NAME:cc du pays de st fulgent les essarts,90000000,2020-05-22,176,5.781865965834428,OK
NF027444,20-139577,2020-11-18,LEGACY,NAME:sapl angers loire restauration,66510000,2020-08-02,108,3.54796320630749,OK
NF025438,20-139618,2020-11-18,LEGACY,NAME:ville de la roche sur yon,71000000,2020-02-12,280,9.198423127463863,OK
NF027213,20-141100,2020-11-20,LEGACY,NAME:vendee eau,45231300,2020-07-18,125,4.106438896189225,OK
NF027361,20-142956,2020-11-25,LEGACY,NAME:ccir pays de la loire,30230000,2020-08-02,115,3.7779237844940865,OK
NF026294,20-144113,2020-11-26,LEGACY,SIRET:22850001300658,35261000,2020-05-31,179,5.88042049934297,OK
NF026790,20-144824,2020-11-28,LEGACY,SIRET:21720181300011,37400000,2020-06-12,169,5.551905387647832,OK
NF026942,20-145554,2020-11-29,LEGACY,NAME:si energies de maine et loire,09310000,2020-07-12,140,4.599211563731932,OK
NF027368,20-134212,2020-11-04,LEGACY,SIRET:22490001900015,09310000,2020-08-22,74,2.431011826544021,OK
NF026598,20-136333,2020-11-11,LEGACY,NAME:ca agglomeration du choletais,71200000,2020-06-18,146,4.7963206307490145,OK
NF026837,20-137740,2020-11-12,LEGACY,NAME:chd vendee,66516000,2020-06-14,151,4.9605781865965834,OK
NF023622,20-137729,2020-11-14,LEGACY,NAME:mairie de la chapelle sur erdre,71240000,2019-10-27,384,12.614980289093298,OK
NF027229,20-139041,2020-11-15,LEGACY,NAME:nantes metropole,45112500,2020-07-03,135,4.434954007884363,OK
NF024498,20-139458,2020-11-15,LEGACY,SIRET:49517615800014,71200000,2019-12-07,344,11.300919842312746,OK
NF026394,20-140651,2020-11-19,LEGACY,NAME:conseil departemental loire-atlantique,79311000,2020-05-31,172,5.650459921156373,OK
NF026843,20-139082,2020-11-20,LEGACY,NAME:ca agglomeration du choletais,45232410,2020-06-20,153,5.026281208935611,OK
NF026596,20-141506,2020-11-20,LEGACY,NAME:syndicat d eau de l anjou,65111000,2020-06-14,159,5.223390275952694,OK
NF027333,20-142009,2020-11-21,LEGACY,NAME:ccir pays de la loire,71354000,2020-08-13,100,3.2851511169513796,OK
NF026840,20-142436,2020-11-22,LEGACY,SIRET:21440143200015,64210000,2020-06-17,158,5.19053876478318,OK
NF027159,20-144941,2020-11-29,LEGACY,NAME:cte de cnes chateaubriant-derval,90731500,2020-07-18,134,4.402102496714849,OK
NF027555,20-145515,2020-11-29,LEGACY,SIRET:20005588700018,98310000,2020-09-04,86,2.8252299605781865,OK
NF026756,20-134149,2020-11-02,LEGACY,NAME:ugecam bretagne - pays de la loire,45000000,2020-06-02,153,5.026281208935611,OK
NF026975,20-137549,2020-11-09,LEGACY,NAME:com d agglo reg nazairienne estuaire,45232410,2020-07-17,115,3.7779237844940865,OK
NF027454,20-142934,2020-11-23,LEGACY,NAME:departement de la vendee,15980000,2020-08-11,104,3.416557161629435,OK
NF026443,20-144346,2020-11-25,LEGACY,NAME:conseil general de la vendee,71300000,2020-05-19,190,6.241787122207621,OK
NF027343,20-142486,2020-11-26,LEGACY,NAME:syndicat trivalis,45112500,2020-08-10,108,3.54796320630749,OK
NF024544,20-130567,2020-11-06,LEGACY,NAME:cci de region bretagne,72212445,2019-12-05,337,11.070959264126149,OK
NF026888,20-138112,2020-11-12,LEGACY,SIRET:22530001100015,71250000,2020-07-24,111,3.6465177398160313,OK
NF026645,20-138918,2020-11-15,LEGACY,SIRET:23440003400026,79111000,2020-06-13,155,5.091984231274639,OK
NF027102,20-139463,2020-11-15,LEGACY,NAME:commune de chemille en anjou,77314000,2020-07-22,116,3.8107752956636003,OK
NF024280,20-140597,2020-11-19,LEGACY,NAME:gpm de nantes - st nazaire,71240000,2019-11-14,371,12.187910643889618,OK
NF027103,20-140997,2020-11-20,LEGACY,NAME:syndicat d eau de l anjou,65100000,2020-07-24,119,3.9093298291721417,OK
NF026595,20-141988,2020-11-21,LEGACY,SIRET:24440064400013,71317210,2020-06-14,160,5.256241787122208,OK
NF026995,20-142575,2020-11-22,LEGACY,NAME:commune de saint-herblain,60000000,2020-07-11,134,4.402102496714849,OK
NF025327,20-143455,2020-11-25,LEGACY,NAME:conseil departemental loire-atlantique,45262700,2020-02-13,286,9.395532194480946,OK
NF027661,20-143627,2020-11-26,LEGACY,NAME:communaute d agglomeration du niortais,92111100,2020-09-18,69,2.266754270696452,OK
NF026422,20-143848,2020-11-26,LEGACY,SIRET:22850001300658,72212110,2020-05-09,201,6.603153745072273,OK
NF026993,20-142531,2020-11-29,LEGACY,NAME:syndicat trivalis,90513000,2020-07-09,143,4.697766097240473,OK
NF024918,20-144857,2020-11-29,LEGACY,NAME:communaute de cnes terres de montaigu,71221000,2020-01-09,325,10.676741130091983,OK
NF027247,20-134922,2020-11-03,LEGACY,NAME:commune de saint nazaire,45332400,2020-07-23,103,3.383705650459921,OK
NF026308,20-135949,2020-11-05,LEGACY,NAME:sominval,79713000,2020-05-15,174,5.716162943495401,OK
NF026856,20-137296,2020-11-09,LEGACY,NAME:ville d allonnes,71600000,2020-06-12,150,4.92772667542707,OK
NF027112,20-141433,2020-11-18,LEGACY,NAME:ugecam bretagne - pays de la loire,,2020-07-08,133,4.369250985545335,OK
NF026625,20-141676,2020-11-19,LEGACY,NAME:loire ocean developpement,45111291,2020-06-26,146,4.7963206307490145,OK
NF027509,20-142503,2020-11-20,LEGACY,NAME:dir interregionale sces penitentiaires,45000000,2020-08-17,95,3.1208935611038107,OK
NF027294,20-134254,2020-11-02,LEGACY,NAME:saumur aggloproprete,,2020-07-30,95,3.1208935611038107,OK
NF024989,20-135228,2020-11-06,LEGACY,NAME:ministere des affaires etrangeres,72411000,2020-01-22,289,9.494086727989487,OK
NF026955,20-137074,2020-11-11,LEGACY,SIRET:22490001900015,71351810,2020-07-30,104,3.416557161629435,OK
NF026334,20-137121,2020-11-11,LEGACY,SIRET:24720013200014,34992200,2020-05-14,181,5.946123521681997,OK
NF022982,20-137237,2020-11-11,LEGACY,NAME:metropole nantes metropole,71500000,2019-08-24,445,14.61892247043364,OK
NF026649,20-137891,2020-11-12,LEGACY,NAME:pole emploi pays de la loire,60100000,2020-06-17,148,4.862023653088042,OK
NF027012,20-138118,2020-11-12,LEGACY,SIRET:22720002900014,66514110,2020-07-30,105,3.4494086727989486,OK
NF024602,20-137817,2020-11-14,LEGACY,NAME:metropole nantes metropole,44163000,2019-12-31,319,10.4796320630749,OK
NF026994,20-139361,2020-11-15,LEGACY,NAME:nantes metropole,75123000,2020-07-10,128,4.204993429697766,OK
NF026693,20-140723,2020-11-19,LEGACY,NAME:l institut agro,90910000,2020-06-04,168,5.519053876478318,OK
NF026885,20-140909,2020-11-19,LEGACY,NAME:vendee eau,45231300,2020-07-15,127,4.1721419185282524,OK
NF026338,20-141144,2020-11-20,LEGACY,SIRET:22850001300658,34928471,2020-05-21,183,6.011826544021025,OK
NF027094,20-141952,2020-11-21,LEGACY,SIRET:20007272600017,60100000,2020-07-09,135,4.434954007884363,OK
NF027328,20-143480,2020-11-25,LEGACY,SIRET:22850001300658,79800000,2020-08-02,115,3.7779237844940865,OK
NF027015,20-144689,2020-11-28,LEGACY,NAME:communaute d agglomeration du niortais,39155000,2020-07-01,150,4.92772667542707,OK
NF026191,20-141746,2020-11-20,LEGACY,NAME:cc du pays de st fulgent les essarts,,2020-05-15,189,6.2089356110381075,OK
NF027589,20-146355,2020-11-30,LEGACY,NAME:commune de saint nazaire,45421000,2020-09-22,69,2.266754270696452,OK
NF025057,20-134757,2020-11-05,LEGACY,NAME:dir interregionale sces penitentiaires,15894300,2020-01-26,284,9.329829172141919,OK
NF025689,20-134849,2020-11-05,LEGACY,NAME:pole emploi pays de la loire,45410000,2020-03-03,247,8.114323258869907,OK
NF025770,20-137401,2020-11-11,LEGACY,NAME:angers loire metropole,44613800,2020-03-01,255,8.377135348226018,OK
NF027018,20-138076,2020-11-12,LEGACY,SIRET:24610066300011,72514200,2020-07-03,132,4.336399474375821,OK
NF026597,20-139010,2020-11-15,LEGACY,NAME:nantes metropole,50700000,2020-06-18,150,4.92772667542707,OK
NF027212,20-140051,2020-11-18,LEGACY,NAME:ch le mans,33600000,2020-07-18,123,4.040735873850197,OK
NF026579,20-140883,2020-11-19,LEGACY,NAME:vendee eau,45231300,2020-06-21,151,4.9605781865965834,OK
NF025971,20-142356,2020-11-22,LEGACY,SIRET:22850001300658,45233140,2020-04-18,218,7.1616294349540075,OK
NF027738,20-144393,2020-11-27,LEGACY,NAME:universite de nantes,18143000,2020-09-06,82,2.6938239159001314,OK
NF027302,20-143314,2020-11-29,LEGACY,NAME:syndicat trivalis,90513500,2020-08-07,114,3.7450722733245727,OK
NF027004,20-145366,2020-11-29,LEGACY,NAME:angers loire metropole,71630000,2020-07-22,130,4.270696452036794,OK
NF027585,20-133972,2020-11-02,LEGACY,NAME:la roche-sur-yon agglomeration,22440000,2020-09-21,42,1.3797634691195795,OK
NF027312,20-136997,2020-11-07,LEGACY,NAME:commune de saint nazaire,79952000,2020-08-03,96,3.1537450722733245,OK
NF026194,20-138667,2020-11-12,LEGACY,NAME:ville du mans,39298910,2020-05-18,178,5.847568988173456,OK
NF027439,20-140620,2020-11-17,LEGACY,NAME:cmar pays de la loire,,2020-08-24,85,2.7923784494086727,OK
NF026586,20-128865,2020-11-01,LEGACY,NAME:la roche-sur-yon agglomeration,50000000,2020-06-28,126,4.139290407358739,OK
NF024598,20-132206,2020-11-01,LEGACY,SIRET:21720154000010,09134000,2019-12-21,316,10.38107752956636,OK
NF026389,20-136860,2020-11-08,LEGACY,SIRET:24720013200014,71356100,2020-05-13,179,5.88042049934297,OK
NF027561,20-137493,2020-11-11,LEGACY,NAME:centre hospitalier de laval 53,85145000,2020-09-10,62,2.0367936925098555,OK
NF026572,20-138592,2020-11-14,LEGACY,NAME:crous de nantes,72150000,2020-06-14,153,5.026281208935611,OK
NF026382,20-139438,2020-11-19,LEGACY,NAME:cour d appel de rennes,71621000,2020-05-06,197,6.471747700394218,OK
NF027271,20-141998,2020-11-21,LEGACY,SIRET:24440064400013,75310000,2020-07-26,118,3.876478318002628,OK
NF026899,20-143147,2020-11-25,LEGACY,SIRET:22850001300658,64120000,2020-07-04,144,4.730617608409987,OK
NF026168,20-143285,2020-11-25,LEGACY,NAME:ville de carquefou,77310000,2020-05-09,200,6.570302233902759,OK
NF025530,20-143811,2020-11-26,LEGACY,NAME:conseil departemental loire-atlantique,72600000,2020-03-11,260,8.541392904073588,OK
NF020237,20-145683,2020-11-29,LEGACY,SIRET:22850001300658,71221000,2019-02-10,658,21.616294349540077,OK
NF025014,20-145685,2020-11-29,LEGACY,SIRET:21440143200015,18100000,2020-01-22,312,10.249671484888305,OK
NF027439,20-140599,2020-11-17,LEGACY,NAME:cmar pays de la loire,,2020-08-24,85,2.7923784494086727,OK
NF027650,20-145825,2020-11-29,LEGACY,NAME:commune de saint jean de monts,,2020-09-28,62,2.0367936925098555,OK
NF027143,20-145933,2020-11-30,LEGACY,NAME:universite de nantes,,2020-07-21,132,4.336399474375821,OK
NF026529,20-133926,2020-11-02,LEGACY,NAME:com d agglo reg nazairienne estuaire,45210000,2020-06-06,149,4.894875164257556,OK
NF026484,20-138290,2020-11-12,LEGACY,NAME:com d agglo reg nazairienne estuaire,71631000,2020-05-20,176,5.781865965834428,OK
NF026534,20-141146,2020-11-18,LEGACY,NAME:cenovia cites,66510000,2020-06-18,153,5.026281208935611,OK
NF026817,20-137913,2020-11-26,LEGACY,NAME:syndicat trivalis,45261420,2020-06-23,156,5.124835742444152,OK
NF027770,20-146182,2020-11-30,LEGACY,NAME:centre hospitalier de laval 53,,2020-09-24,67,2.2010512483574245,OK
NF026599,20-134333,2020-11-04,LEGACY,NAME:centre hospitalier de laval 53,34100000,2020-06-26,131,4.303547963206308,OK
NF027001,20-138111,2020-11-12,LEGACY,SIRET:22720002900014,50324200,2020-07-18,117,3.843626806833114,OK
NF026564,20-138980,2020-11-15,LEGACY,NAME:chd vendee,90524400,2020-06-01,167,5.486202365308804,OK
NF026887,20-140075,2020-11-18,LEGACY,NAME:cte de cnes chateaubriant-derval,77310000,2020-07-23,118,3.876478318002628,OK
NF026016,20-141681,2020-11-21,LEGACY,NAME:cmar pays de la loire,34110000,2020-04-25,210,6.898817345597897,OK
NF027362,20-143010,2020-11-25,LEGACY,NAME:ccir pays de la loire,79212300,2020-08-02,115,3.7779237844940865,OK
NF025849,20-143776,2020-11-26,LEGACY,SIRET:22850001300658,71335000,2020-04-18,222,7.293035479632063,OK
NF027391,20-144767,2020-11-28,LEGACY,NAME:commune de mortagne sur sevre,77310000,2020-08-27,93,3.055190538764783,OK
NF027168,20-145162,2020-11-28,LEGACY,NAME:cdc du pays de saint gilles cx de vie,45212200,2020-07-30,121,3.9750328515111693,OK
NF025657,20-145553,2020-11-29,LEGACY,NAME:chd vendee,50324200,2020-03-11,263,8.639947437582128,OK
NF024978,20-136046,2020-11-05,LEGACY,NAME:inra angers nantes,72415000,2020-01-28,282,9.264126149802891,OK
NF026268,20-138881,2020-11-12,LEGACY,NAME:ville du mans,24962000,2020-05-14,182,5.978975032851511,OK
NF027182,20-138996,2020-11-13,LEGACY,NAME:communaute de communes baugeois vallee,45223100,2020-07-08,128,4.204993429697766,OK
NF026103,20-144642,2020-11-25,LEGACY,NAME:cenovia cites,45210000,2020-04-28,211,6.931668856767411,OK
NF027651,20-145824,2020-11-29,LEGACY,NAME:commune de saint jean de monts,,2020-09-28,62,2.0367936925098555,OK
NF026456,20-149373,2020-12-08,LEGACY,NAME:comcom des vallees du haut-anjou,,2020-05-26,196,6.438896189224704,OK
NF024100,20-146897,2020-12-03,LEGACY,NAME:dir ouest,80411000,2019-11-14,385,12.64783180026281,OK
NF026172,20-148625,2020-12-06,LEGACY,SIRET:83469240200029,71240000,2020-05-17,203,6.668856767411301,OK
NF027211,20-148858,2020-12-09,LEGACY,NAME:universite d angers,77310000,2020-07-12,150,4.92772667542707,OK
NF025700,20-149371,2020-12-10,LEGACY,SIRET:21440184600016,71200000,2020-03-19,266,8.73850197109067,OK
NF025731,20-149392,2020-12-10,LEGACY,NAME:ville d angers,71221000,2020-03-04,281,9.231274638633376,OK
NF027301,20-149726,2020-12-10,LEGACY,NAME:service commun d achats,15800000,2020-08-06,126,4.139290407358739,OK
NF027780,20-142743,2020-12-11,LEGACY,SIRET:82027569100013,66510000,2020-09-05,97,3.1865965834428382,OK
NF027154,20-150412,2020-12-11,LEGACY,SIRET:22850001300658,14400000,2020-07-11,153,5.026281208935611,OK
NF027330,20-150440,2020-12-11,LEGACY,NAME:cci nantes saint-nazaire,45223220,2020-05-28,197,6.471747700394218,OK
NF027524,20-150850,2020-12-12,LEGACY,NAME:syndicat mixte centre nord atlantique,90500000,2020-09-10,93,3.055190538764783,OK
NF026243,20-151106,2020-12-16,LEGACY,NAME:ca saumur val de loire,66510000,2020-05-24,206,6.767411300919842,OK
NF028576,20-152678,2020-12-17,LEGACY,SIRET:21610001600015,09134200,2020-08-05,134,4.402102496714849,OK
NF026950,20-153233,2020-12-17,LEGACY,SIRET:13001232100050,72500000,2020-07-24,146,4.7963206307490145,OK
NF027526,20-153297,2020-12-18,LEGACY,NAME:ville de nantes,66515200,2020-09-18,91,2.9894875164257555,OK
NF027106,20-154217,2020-12-19,LEGACY,NAME:mairie de saint etienne de montluc,71240000,2020-07-02,170,5.5847568988173455,OK
NF025493,20-154941,2020-12-20,LEGACY,SIRET:23440003400026,39830000,2020-02-21,303,9.95400788436268,OK
NF024772,20-155224,2020-12-20,LEGACY,SIRET:22850001300658,72400000,2020-01-24,331,10.873850197109066,OK
NF027219,20-155332,2020-12-20,LEGACY,SIRET:22720002900014,71351810,2020-07-25,148,4.862023653088042,OK
NF027267,20-157859,2020-12-26,LEGACY,NAME:centre hospitalier de laval 53,66510000,2020-07-19,160,5.256241787122208,OK
NF027401,20-147540,2020-12-02,LEGACY,NAME:universite d angers,71000000,2020-08-19,105,3.4494086727989486,OK
NF025880,20-149512,2020-12-08,LEGACY,NAME:comcom des vallees du haut-anjou,79311000,2020-04-17,235,7.720105124835742,OK
NF026967,20-157865,2020-12-24,LEGACY,NAME:sdis de la mayenne,24111500,2020-07-10,167,5.486202365308804,OK
NF028187,20-158503,2020-12-29,LEGACY,NAME:communaute de communes de grand lieu,45234116,2020-10-16,74,2.431011826544021,OK
NF025921,20-146106,2020-12-02,LEGACY,NAME:angers loire metropole,33193100,2020-04-24,222,7.293035479632063,OK
NF025739,20-146822,2020-12-03,LEGACY,NAME:universite d angers,50610000,2020-03-11,267,8.771353482260183,OK
NF026575,20-146443,2020-12-04,LEGACY,SIRET:20007187600011,45212212,2020-06-17,170,5.5847568988173455,OK
NF026941,20-147100,2020-12-04,LEGACY,NAME:esid de rennes,71631300,2020-07-12,145,4.763469119579501,OK
NF025584,20-147357,2020-12-04,LEGACY,NAME:cc vendee grand littoral,71335000,2020-03-06,273,8.968462549277266,OK
NF027334,20-149317,2020-12-10,LEGACY,SIRET:21440184600016,92310000,2020-08-21,111,3.6465177398160313,OK
NF025810,20-149667,2020-12-10,LEGACY,SIRET:22850001300658,18110000,2020-03-18,267,8.771353482260183,OK
NF024926,20-150658,2020-12-12,LEGACY,NAME:nantes metropole,71240000,2020-01-26,321,10.545335085413928,OK
NF025931,20-150745,2020-12-12,LEGACY,NAME:sdis de la mayenne,35110000,2020-04-17,239,7.851511169513797,OK
NF025326,20-150881,2020-12-12,LEGACY,SIRET:22850001300658,72400000,2020-02-12,304,9.986859395532194,OK
NF027563,20-152052,2020-12-16,LEGACY,SIRET:24720013200014,90910000,2020-09-12,95,3.1208935611038107,OK
NF026508,20-152575,2020-12-17,LEGACY,NAME:conseil regional des pays de la loire,79311000,2020-06-10,190,6.241787122207621,OK
NF027522,20-153014,2020-12-17,LEGACY,SIRET:22850001300765,38433100,2020-09-04,104,3.416557161629435,OK
NF026241,20-155678,2020-12-20,LEGACY,SIRET:23440003400026,79411100,2020-05-21,213,6.9973718791064385,OK
NF026348,20-158332,2020-12-30,LEGACY,NAME:semitan,33741300,2020-05-31,213,6.9973718791064385,OK
NF026602,20-158623,2020-12-31,LEGACY,NAME:synd dep d energie et d eqpt de vendee,71700000,2020-06-27,187,6.14323258869908,OK
NF027354,20-148109,2020-12-03,LEGACY,NAME:mauges communaute,,2020-08-06,119,3.9093298291721417,OK
NF025833,20-152198,2020-12-14,LEGACY,NAME:la roche-sur-yon agglomeration,,2020-03-03,286,9.395532194480946,OK
NF026518,20-147448,2020-12-04,LEGACY,NAME:angers loire metropole,66510000,2020-06-25,162,5.321944809461235,OK
NF020237,20-148327,2020-12-06,LEGACY,SIRET:22850001300658,71221000,2019-02-10,665,21.846254927726676,OK
NF027420,20-148781,2020-12-09,LEGACY,NAME:ctre hosp universitaire angers,09135100,2020-08-23,108,3.54796320630749,OK
NF025136,20-148965,2020-12-09,LEGACY,SIRET:19490970100303,38510000,2020-02-13,300,9.85545335085414,OK
NF027173,20-149112,2020-12-09,LEGACY,NAME:pole emploi pays de la loire,85312300,2020-07-03,159,5.223390275952694,OK
NF027172,20-149334,2020-12-10,LEGACY,SIRET:22530001100015,33696500,2020-07-02,161,5.289093298291721,OK
NF027151,20-149377,2020-12-10,LEGACY,SIRET:21440184600016,03452000,2020-07-09,154,5.059132720105125,OK
NF027742,20-151439,2020-12-13,LEGACY,SIRET:21530147400015,34100000,2020-09-18,86,2.8252299605781865,OK
NF027216,20-149201,2020-12-17,LEGACY,NAME:commune de beaufort en anjou,66510000,2020-07-24,146,4.7963206307490145,OK
NF027747,20-153077,2020-12-20,LEGACY,SIRET:22490001900015,71335000,2020-09-24,87,2.8580814717477003,OK
NF028019,20-155030,2020-12-20,LEGACY,SIRET:20005588700018,90513200,2020-10-16,65,2.135348226018397,OK
NF025522,20-155047,2020-12-20,LEGACY,NAME:conseil regional des pays de la loire,30199770,2020-03-01,294,9.658344283837057,OK
NF027838,20-155109,2020-12-20,LEGACY,SIRET:20005588700018,30199770,2020-09-18,93,3.055190538764783,OK
NF026706,20-155133,2020-12-20,LEGACY,NAME:chambre agriculture pays de la loire,66510000,2020-06-26,177,5.814717477003942,OK
NF026954,20-155135,2020-12-20,LEGACY,SIRET:21440169700013,55523100,2020-07-26,147,4.829172141918528,OK
NF028005,20-155326,2020-12-20,LEGACY,NAME:i f c e,79620000,2020-10-03,78,2.562417871222076,OK
NF026883,20-155329,2020-12-20,LEGACY,SIRET:21440143200015,22113000,2020-07-11,162,5.321944809461235,OK
NF027476,20-155333,2020-12-20,LEGACY,SIRET:24720013200014,43134100,2020-08-21,121,3.9750328515111693,OK
NF026137,20-156939,2020-12-24,LEGACY,NAME:metropole nantes metropole,90514000,2020-04-30,238,7.818659658344283,OK
NF021950,20-157244,2020-12-25,LEGACY,NAME:conseil regional des pays de la loire,34510000,2019-06-14,560,18.396846254927727,OK
NF025279,20-157457,2020-12-25,LEGACY,NAME:ctre hosp universitaire angers,33000000,2020-02-14,315,10.348226018396845,OK
NF026651,20-157538,2020-12-25,LEGACY,NAME:ville de la roche sur yon,71317210,2020-06-28,180,5.913272010512483,OK
NF027708,20-156668,2020-12-26,LEGACY,NAME:cte de communes du pays des herbiers,34100000,2020-09-23,94,3.088042049934297,OK
NF028010,20-157782,2020-12-26,LEGACY,NAME:communaute communes pays de redon,50000000,2020-10-07,80,2.628120893561104,OK
NF027666,20-157834,2020-12-26,LEGACY,SIRET:24530022300170,90511200,2020-09-26,91,2.9894875164257555,OK
NF028151,20-157175,2020-12-26,LEGACY,NAME:cte cne pontchateau-st gildas des bois,71300000,2020-10-01,86,2.8252299605781865,OK
NF027624,20-158484,2020-12-31,LEGACY,NAME:nantes metropole,45220000,2020-09-01,121,3.9750328515111693,OK
NF028309,20-156344,2020-12-21,LEGACY,NAME:commune de saint nazaire,79311000,2020-10-14,68,2.2339027595269383,OK
NF026809,20-156889,2020-12-22,LEGACY,NAME:metropole nantes metropole,,2020-05-04,232,7.621550591327201,OK
NF027941,20-158498,2020-12-29,LEGACY,NAME:communaute de communes de grand lieu,45112500,2020-10-09,81,2.6609724047306176,OK
NF028084,20-158556,2020-12-29,LEGACY,NAME:communaute de communes de grand lieu,45343200,2020-10-06,84,2.759526938239159,OK
NF027773,20-149750,2020-12-08,LEGACY,NAME:departement de la sarthe,45221113,2020-09-28,71,2.3324572930354797,OK
NF028248,20-154881,2020-12-18,LEGACY,NAME:universite du maine,38400000,2020-10-16,63,2.0696452036793693,OK
NF026690,20-151093,2020-12-10,LEGACY,NAME:universite d angers,,2020-06-25,168,5.519053876478318,OK
NF026652,20-146965,2020-12-03,LEGACY,SIRET:22850001300658,90910000,2020-06-28,158,5.19053876478318,OK
NF027754,20-147847,2020-12-05,LEGACY,SIRET:20007037300010,09310000,2020-09-30,66,2.1681997371879107,OK
NF026592,20-148909,2020-12-09,LEGACY,NAME:conseil regional des pays de la loire,92000000,2020-06-10,182,5.978975032851511,OK
NF027653,20-149094,2020-12-09,LEGACY,SIRET:86080007700098,45111291,2020-09-04,96,3.1537450722733245,OK
NF027153,20-149254,2020-12-09,LEGACY,SIRET:22850001300658,03419100,2020-07-11,151,4.9605781865965834,OK
NF025338,20-151459,2020-12-13,LEGACY,NAME:spm ddtm44,71313000,2020-02-22,295,9.69119579500657,OK
NF026937,20-151738,2020-12-13,LEGACY,SIRET:24610066300011,79952000,2020-07-11,155,5.091984231274639,OK
NF028870,20-152237,2020-12-16,LEGACY,NAME:mauges communaute,71240000,2020-12-06,10,0.328515111695138,OK
NF026004,20-152444,2020-12-16,LEGACY,NAME:conseil regional des pays de la loire,55500000,2020-04-04,256,8.409986859395532,OK
NF025203,20-153411,2020-12-18,LEGACY,SIRET:25490130900040,65320000,2020-02-06,316,10.38107752956636,OK
NF027411,20-154016,2020-12-19,LEGACY,NAME:gpm de nantes - st nazaire,45233140,2020-08-02,139,4.566360052562418,OK
NF028288,20-154781,2020-12-20,LEGACY,NAME:ville de saint brevin,50720000,2020-10-23,58,1.9053876478318001,OK
NF027566,20-155376,2020-12-23,LEGACY,SIRET:22490001900015,98312000,2020-09-16,98,3.219448094612352,OK
NF028154,20-156061,2020-12-23,LEGACY,NAME:inra angers nantes,38510000,2020-10-03,81,2.6609724047306176,OK
NF027607,20-156812,2020-12-24,LEGACY,NAME:ville de carquefou,39830000,2020-09-05,110,3.6136662286465175,OK
NF026567,20-156948,2020-12-24,LEGACY,NAME:ecole centrale de nantes,79400000,2020-06-11,196,6.438896189224704,OK
NF028163,20-157493,2020-12-25,LEGACY,NAME:cdc du pays de saint gilles cx de vie,45212200,2020-10-14,72,2.3653088042049935,OK
NF027873,20-157795,2020-12-26,LEGACY,NAME:communaute communes pays de redon,90911200,2020-10-01,86,2.8252299605781865,OK
NF027093,20-158371,2020-12-30,LEGACY,NAME:la roche-sur-yon agglomeration,34992200,2020-07-05,178,5.847568988173456,OK
NF027980,20-158389,2020-12-30,LEGACY,SIRET:21720008800011,66512000,2020-10-14,77,2.5295663600525624,OK
NF028183,20-158152,2020-12-28,LEGACY,NAME:mauges communaute,,2020-10-09,80,2.628120893561104,OK
