identity_level,identity_value,n_raw_names,n_normalized_names,active_years,n_notices,activity_level,earliest_name_raw,latest_name_raw,earliest_name_normalized,latest_name_normalized,example_raw_names,example_normalized_names
SIRET,26490253700135,1,1,3,5,2-5,EPMS DE L'ANJOU,EPMS DE L'ANJOU,epms de l anjou,epms de l anjou,EPMS DE L'ANJOU,epms de l anjou
SIRET,21690273400013,1,1,2,5,2-5,Ville de Corbas,Ville de Corbas,ville de corbas,ville de corbas,Ville de Corbas,ville de corbas
SIRET,80457957100014,1,1,1,5,2-5,SONADEV GIE,SONADEV GIE,sonadev gie,sonadev gie,SONADEV GIE,sonadev gie
SIRET,44396651000044,1,1,2,5,2-5,Foncière Logement (75),Foncière Logement (75),fonciere logement 75,fonciere logement 75,Foncière Logement (75),fonciere logement 75
SIRET,38486213200048,1,1,1,5,2-5,SERVICE COMMUN D'ACHATS,SERVICE COMMUN D'ACHATS,service commun d achats,service commun d achats,SERVICE COMMUN D'ACHATS,service commun d achats
SIRET,18450021300014,1,1,2,5,2-5,CROUS d'Orléans Tours,CROUS d'Orléans Tours,crous d orleans tours,crous d orleans tours,CROUS d'Orléans Tours,crous d orleans tours
SIRET,78625737800020,1,1,3,4,2-5,CPAM LAVAL,CPAM LAVAL,cpam laval,cpam laval,CPAM LAVAL,cpam laval
SIRET,21490183700010,1,1,1,4,2-5,Commune du Louroux-Béconnais,Commune du Louroux-Béconnais,commune du louroux-beconnais,commune du louroux-beconnais,Commune du Louroux-Béconnais,commune du louroux-beconnais
SIRET,21490259500013,1,1,3,4,2-5,Commune de Rochefort-sur-Loire,Commune de Rochefort-sur-Loire,commune de rochefort-sur-loire,commune de rochefort-sur-loire,Commune de Rochefort-sur-Loire,commune de rochefort-sur-loire
SIRET,05820153400078,1,1,1,4,2-5,SA ESH LOGI-Ouest,SA ESH LOGI-Ouest,sa esh logi-ouest,sa esh logi-ouest,SA ESH LOGI-Ouest,sa esh logi-ouest
SIRET,25530088100026,1,1,2,4,2-5,SDEGM,SDEGM,sdegm,sdegm,SDEGM,sdegm
SIRET,24440051100014,1,1,2,4,2-5,communauté de communes LOIRE DIVATTE,communauté de communes LOIRE DIVATTE,communaute de communes loire divatte,communaute de communes loire divatte,communauté de communes LOIRE DIVATTE,communaute de communes loire divatte
SIRET,21440128300012,1,1,2,4,2-5,COMMUNE DE PLESSE,COMMUNE DE PLESSE,commune de plesse,commune de plesse,COMMUNE DE PLESSE,commune de plesse
SIRET,21720176300141,1,1,1,4,2-5,COMMUNE LE LUDE,COMMUNE LE LUDE,commune le lude,commune le lude,COMMUNE LE LUDE,commune le lude
SIRET,25720054300011,1,1,2,4,2-5,S.M.A.E.P. de la Région Mancelle,S.M.A.E.P. de la Région Mancelle,s m a e p de la region mancelle,s m a e p de la region mancelle,S.M.A.E.P. de la Région Mancelle,s m a e p de la region mancelle
SIRET,11004301500012,1,1,3,4,2-5,Ministère de l'éducation nationale,Ministère de l'éducation nationale,ministere de l education nationale,ministere de l education nationale,Ministère de l'éducation nationale,ministere de l education nationale
SIRET,52400775400020,1,1,1,4,2-5,LOIRE ATLANTIQUE PÊCHE ET PLAISANCE,LOIRE ATLANTIQUE PÊCHE ET PLAISANCE,loire atlantique peche et plaisance,loire atlantique peche et plaisance,LOIRE ATLANTIQUE PÊCHE ET PLAISANCE,loire atlantique peche et plaisance
SIRET,25720160800011,1,1,3,4,2-5,SM d'Aménagement de l'Agglo Mancelle,SM d'Aménagement de l'Agglo Mancelle,sm d amenagement de l agglo mancelle,sm d amenagement de l agglo mancelle,SM d'Aménagement de l'Agglo Mancelle,sm d amenagement de l agglo mancelle
SIRET,21720334800016,1,1,3,4,2-5,Commune de Sillé le Guillaume,Commune de Sillé le Guillaume,commune de sille le guillaume,commune de sille le guillaume,Commune de Sillé le Guillaume,commune de sille le guillaume
SIRET,13002181900011,1,1,3,4,2-5,Université Bretagne Loire,Université Bretagne Loire,universite bretagne loire,universite bretagne loire,Université Bretagne Loire,universite bretagne loire
SIRET,20006896300012,1,1,2,4,2-5,MAINE COEUR DE SARTHE,MAINE COEUR DE SARTHE,maine coeur de sarthe,maine coeur de sarthe,MAINE COEUR DE SARTHE,maine coeur de sarthe
SIRET,20003707500021,1,1,1,4,2-5,SYND INTERCOMMUNAL PROD DISTRIB EAU PO,SYND INTERCOMMUNAL PROD DISTRIB EAU PO,synd intercommunal prod distrib eau po,synd intercommunal prod distrib eau po,SYND INTERCOMMUNAL PROD DISTRIB EAU PO,synd intercommunal prod distrib eau po
SIRET,31766542000046,1,1,3,4,2-5,DRAGAGES PORTS,DRAGAGES PORTS,dragages ports,dragages ports,DRAGAGES PORTS,dragages ports
SIRET,28720027300012,1,1,2,4,2-5,CDG de la FPT de la SARTHE,CDG de la FPT de la SARTHE,cdg de la fpt de la sarthe,cdg de la fpt de la sarthe,CDG de la FPT de la SARTHE,cdg de la fpt de la sarthe
SIRET,21440166300015,1,1,3,4,2-5,Commune de Saint-Jean-de-Boiseau,Commune de Saint-Jean-de-Boiseau,commune de saint-jean-de-boiseau,commune de saint-jean-de-boiseau,Commune de Saint-Jean-de-Boiseau,commune de saint-jean-de-boiseau
SIRET,21440186100015,1,1,2,4,2-5,Commune de Sainte-Pazanne,Commune de Sainte-Pazanne,commune de sainte-pazanne,commune de sainte-pazanne,Commune de Sainte-Pazanne,commune de sainte-pazanne
SIRET,21490294200017,1,1,1,4,2-5,ville de Saint Lambert la Potherie,ville de Saint Lambert la Potherie,ville de saint lambert la potherie,ville de saint lambert la potherie,ville de Saint Lambert la Potherie,ville de saint lambert la potherie
SIRET,21290151600014,1,1,3,4,2-5,Ville de Morlaix,Ville de Morlaix,ville de morlaix,ville de morlaix,Ville de Morlaix,ville de morlaix
SIRET,25440228200019,1,1,2,4,2-5,Syndicat du Bassin Versant du Brivet,Syndicat du Bassin Versant du Brivet,syndicat du bassin versant du brivet,syndicat du bassin versant du brivet,Syndicat du Bassin Versant du Brivet,syndicat du bassin versant du brivet
SIRET,21850018900012,1,1,3,4,2-5,Commune de Beauvoir sur Mer,Commune de Beauvoir sur Mer,commune de beauvoir sur mer,commune de beauvoir sur mer,Commune de Beauvoir sur Mer,commune de beauvoir sur mer
SIRET,20007226200013,1,1,3,4,2-5,COMMUNE DE LOIR EN VALLEE,COMMUNE DE LOIR EN VALLEE,commune de loir en vallee,commune de loir en vallee,COMMUNE DE LOIR EN VALLEE,commune de loir en vallee
SIRET,21820113800018,1,1,2,4,2-5,Commune de l'ile d'Yeu,Commune de l'ile d'Yeu,commune de l ile d yeu,commune de l ile d yeu,Commune de l'ile d'Yeu,commune de l ile d yeu
SIRET,84521470900022,1,1,1,4,2-5,SPL Espace Mayenne,SPL Espace Mayenne,spl espace mayenne,spl espace mayenne,SPL Espace Mayenne,spl espace mayenne
SIRET,13000321300027,1,1,3,4,2-5,Armement des phares et balises,Armement des phares et balises,armement des phares et balises,armement des phares et balises,Armement des phares et balises,armement des phares et balises
SIRET,21440125900038,1,1,2,4,2-5,Mairie de Piriac sur Mer,Mairie de Piriac sur Mer,mairie de piriac sur mer,mairie de piriac sur mer,Mairie de Piriac sur Mer,mairie de piriac sur mer
SIRET,88470383600012,1,1,2,4,2-5,BRETAGNE MOBILITE GNV 35,BRETAGNE MOBILITE GNV 35,bretagne mobilite gnv 35,bretagne mobilite gnv 35,BRETAGNE MOBILITE GNV 35,bretagne mobilite gnv 35
SIRET,26720012900018,1,1,1,4,2-5,EHPAD LES CHANTERELLES,EHPAD LES CHANTERELLES,ehpad les chanterelles,ehpad les chanterelles,EHPAD LES CHANTERELLES,ehpad les chanterelles
SIRET,20007842600034,1,1,3,4,2-5,SYNDICAT MIXTE DU PAYS DU MANS,SYNDICAT MIXTE DU PAYS DU MANS,syndicat mixte du pays du mans,syndicat mixte du pays du mans,SYNDICAT MIXTE DU PAYS DU MANS,syndicat mixte du pays du mans
SIRET,21850273000011,1,1,2,4,2-5,Commune de Saint Urbain,Commune de Saint Urbain,commune de saint urbain,commune de saint urbain,Commune de Saint Urbain,commune de saint urbain
SIRET,21720244900013,1,1,2,4,2-5,Ville de Précigné,Ville de Précigné,ville de precigne,ville de precigne,Ville de Précigné,ville de precigne
SIRET,48440447000037,1,1,2,4,2-5,SEMA-E,SEMA-E,sema-e,sema-e,SEMA-E,sema-e
SIRET,21720255500017,1,1,1,4,2-5,Mairie de Rouessé-Vassé,Mairie de Rouessé-Vassé,mairie de rouesse-vasse,mairie de rouesse-vasse,Mairie de Rouessé-Vassé,mairie de rouesse-vasse
SIRET,21850284700013,1,1,3,4,2-5,Commune de SOULLANS,Commune de SOULLANS,commune de soullans,commune de soullans,Commune de SOULLANS,commune de soullans
SIRET,21350288300019,1,1,3,4,2-5,Ville de Saint-Malo,Ville de Saint-Malo,ville de saint-malo,ville de saint-malo,Ville de Saint-Malo,ville de saint-malo
SIRET,21440205900114,1,1,2,4,2-5,Commune des Touches,Commune des Touches,commune des touches,commune des touches,Commune des Touches,commune des touches
SIRET,21440094700013,1,1,2,4,2-5,COMMUNE DE MAUVES SUR LOIRE,COMMUNE DE MAUVES SUR LOIRE,commune de mauves sur loire,commune de mauves sur loire,COMMUNE DE MAUVES SUR LOIRE,commune de mauves sur loire
SIRET,31333597800075,1,1,3,4,2-5,CHU NANTES,CHU NANTES,chu nantes,chu nantes,CHU NANTES,chu nantes
SIRET,20005481500010,1,1,3,4,2-5,Commune de DIVATTE SUR LOIRE,Commune de DIVATTE SUR LOIRE,commune de divatte sur loire,commune de divatte sur loire,Commune de DIVATTE SUR LOIRE,commune de divatte sur loire
SIRET,21720373600012,1,1,1,4,2-5,COMMUNE DE VIBRAYE,COMMUNE DE VIBRAYE,commune de vibraye,commune de vibraye,COMMUNE DE VIBRAYE,commune de vibraye
SIRET,50961850000011,1,1,3,4,2-5,ARIFTS Pays de la Loire,ARIFTS Pays de la Loire,arifts pays de la loire,arifts pays de la loire,ARIFTS Pays de la Loire,arifts pays de la loire
SIRET,21440068100018,1,1,2,4,2-5,COMMUNE DE GUENROUET,COMMUNE DE GUENROUET,commune de guenrouet,commune de guenrouet,COMMUNE DE GUENROUET,commune de guenrouet
SIRET,20009129600018,1,1,2,4,2-5,Syndicat Mixte Chère Don Isac,Syndicat Mixte Chère Don Isac,syndicat mixte chere don isac,syndicat mixte chere don isac,Syndicat Mixte Chère Don Isac,syndicat mixte chere don isac
SIRET,42417546100021,1,1,1,4,2-5,CCI Nantes Saint-Nazaire,CCI Nantes Saint-Nazaire,cci nantes saint-nazaire,cci nantes saint-nazaire,CCI Nantes Saint-Nazaire,cci nantes saint-nazaire
SIRET,21720016100016,1,1,2,4,2-5,Ville d'Auvers le Hamon,Ville d'Auvers le Hamon,ville d auvers le hamon,ville d auvers le hamon,Ville d'Auvers le Hamon,ville d auvers le hamon
SIRET,79924570900024,1,1,2,4,2-5,SPL Laval Mayenne Aménagements,SPL Laval Mayenne Aménagements,spl laval mayenne amenagements,spl laval mayenne amenagements,SPL Laval Mayenne Aménagements,spl laval mayenne amenagements
SIRET,20007392200011,1,1,2,4,2-5,CIAS Terres de Montaigu (85),CIAS Terres de Montaigu (85),cias terres de montaigu 85,cias terres de montaigu 85,CIAS Terres de Montaigu (85),cias terres de montaigu 85
SIRET,20006443400018,1,1,1,4,2-5,Commune LES DEUX ALPES,Commune LES DEUX ALPES,commune les deux alpes,commune les deux alpes,Commune LES DEUX ALPES,commune les deux alpes
SIRET,18007003902264,1,1,1,4,2-5,GEVES,GEVES,geves,geves,GEVES,geves
SIRET,21560186500011,1,1,2,4,2-5,Ville de Quiberon,Ville de Quiberon,ville de quiberon,ville de quiberon,Ville de Quiberon,ville de quiberon
SIRET,19350097200016,1,1,1,4,2-5,INSTITUT NATIONAL DES SCIENCES APPLIQUEES DE RENNES,INSTITUT NATIONAL DES SCIENCES APPLIQUEES DE RENNES,institut national des sciences appliquees de rennes,institut national des sciences appliquees de rennes,INSTITUT NATIONAL DES SCIENCES APPLIQUEES DE RENNES,institut national des sciences appliquees de rennes
SIRET,18440911800025,1,1,1,4,2-5,GIP GREDHA (Groupement Régional des Pays de la Loire pour l'Elimination des Déchets Hospitaliers et Assimilés),GIP GREDHA (Groupement Régional des Pays de la Loire pour l'Elimination des Déchets Hospitaliers et Assimilés),gip gredha groupement regional des pays de la loire pour l elimination des dechets hospitaliers et assimiles,gip gredha groupement regional des pays de la loire pour l elimination des dechets hospitaliers et assimiles,GIP GREDHA (Groupement Régional des Pays de la Loire pour l'Elimination des Déchets Hospitaliers et Assimilés),gip gredha groupement regional des pays de la loire pour l elimination des dechets hospitaliers et assimiles
SIRET,13003001800019,1,1,2,4,2-5,DGAMPA,DGAMPA,dgampa,dgampa,DGAMPA,dgampa
SIRET,20007272600117,1,1,1,4,2-5,Communauté de Communes Châteaubriant Derval (44),Communauté de Communes Châteaubriant Derval (44),communaute de communes chateaubriant derval 44,communaute de communes chateaubriant derval 44,Communauté de Communes Châteaubriant Derval (44),communaute de communes chateaubriant derval 44
SIRET,78599626500035,1,1,1,3,2-5,CIRTI DE NANTES,CIRTI DE NANTES,cirti de nantes,cirti de nantes,CIRTI DE NANTES,cirti de nantes
SIRET,21440116800015,1,1,1,3,2-5,Commune de Paimboeuf,Commune de Paimboeuf,commune de paimboeuf,commune de paimboeuf,Commune de Paimboeuf,commune de paimboeuf
SIRET,21440168900010,1,1,3,3,2-5,mairie de Saint Joachim,mairie de Saint Joachim,mairie de saint joachim,mairie de saint joachim,mairie de Saint Joachim,mairie de saint joachim
SIRET,24720063700061,1,1,1,3,2-5,Communauté de Communes Loir et Bercé,Communauté de Communes Loir et Bercé,communaute de communes loir et berce,communaute de communes loir et berce,Communauté de Communes Loir et Bercé,communaute de communes loir et berce
SIRET,26720548200107,1,1,1,3,2-5,Pole Santé Sarthe et Loire,Pole Santé Sarthe et Loire,pole sante sarthe et loire,pole sante sarthe et loire,Pole Santé Sarthe et Loire,pole sante sarthe et loire
SIRET,26720134100018,1,1,2,3,2-5,COMMUNE YVRE L'EVÊQUE,COMMUNE YVRE L'EVÊQUE,commune yvre l eveque,commune yvre l eveque,COMMUNE YVRE L'EVÊQUE,commune yvre l eveque
SIRET,13001202400183,1,1,3,3,2-5,ANSES,ANSES,anses,anses,ANSES,anses
SIRET,21490267800001,1,1,3,3,2-5,Saint Barthélemy d'Anjou,Saint Barthélemy d'Anjou,saint barthelemy d anjou,saint barthelemy d anjou,Saint Barthélemy d'Anjou,saint barthelemy d anjou
SIRET,26410004100013,1,1,2,3,2-5,EHPAD LA BONNE EURE,EHPAD LA BONNE EURE,ehpad la bonne eure,ehpad la bonne eure,EHPAD LA BONNE EURE,ehpad la bonne eure
SIRET,25850065100025,1,1,1,3,2-5,SYND COLLECTE ORDURES MENAGERES SCOM E,SYND COLLECTE ORDURES MENAGERES SCOM E,synd collecte ordures menageres scom e,synd collecte ordures menageres scom e,SYND COLLECTE ORDURES MENAGERES SCOM E,synd collecte ordures menageres scom e
SIRET,25440273800010,1,1,1,3,2-5,Syndicat Mixte Réseau Cap Atlantic',Syndicat Mixte Réseau Cap Atlantic',syndicat mixte reseau cap atlantic,syndicat mixte reseau cap atlantic,Syndicat Mixte Réseau Cap Atlantic',syndicat mixte reseau cap atlantic
SIRET,20005779200018,1,1,2,3,2-5,Aubigny Les Clouzeaux,Aubigny Les Clouzeaux,aubigny les clouzeaux,aubigny les clouzeaux,Aubigny Les Clouzeaux,aubigny les clouzeaux
SIRET,21440152300011,1,1,1,3,2-5,COMMUNE DE SAINTE ANNE SUR BRIVET,COMMUNE DE SAINTE ANNE SUR BRIVET,commune de sainte anne sur brivet,commune de sainte anne sur brivet,COMMUNE DE SAINTE ANNE SUR BRIVET,commune de sainte anne sur brivet
SIRET,77561399500015,1,1,2,3,2-5,Caf de la Mayenne,Caf de la Mayenne,caf de la mayenne,caf de la mayenne,Caf de la Mayenne,caf de la mayenne
SIRET,21410091900015,1,1,2,3,2-5,Commune de Fossé,Commune de Fossé,commune de fosse,commune de fosse,Commune de Fossé,commune de fosse
SIRET,83520829900015,1,1,2,3,2-5,FUTURE MANUFACTURING,FUTURE MANUFACTURING,future manufacturing,future manufacturing,FUTURE MANUFACTURING,future manufacturing
SIRET,19370800500478,1,1,2,3,2-5,Université François Rabelais de Tours,Université François Rabelais de Tours,universite francois rabelais de tours,universite francois rabelais de tours,Université François Rabelais de Tours,universite francois rabelais de tours
SIRET,26850075800076,1,1,2,3,2-5,CCAS de la ville des Herbiers,CCAS de la ville des Herbiers,ccas de la ville des herbiers,ccas de la ville des herbiers,CCAS de la ville des Herbiers,ccas de la ville des herbiers
SIRET,25720054300029,1,1,3,3,2-5,S.M.A.E.P. de la Région Mancelle,S.M.A.E.P. de la Région Mancelle,s m a e p de la region mancelle,s m a e p de la region mancelle,S.M.A.E.P. de la Région Mancelle,s m a e p de la region mancelle
SIRET,21530084900019,1,1,2,3,2-5,Ville de Craon,Ville de Craon,ville de craon,ville de craon,Ville de Craon,ville de craon
SIRET,20006448300015,1,1,2,3,2-5,COMMUNE DE CHATEAUGIRON,COMMUNE DE CHATEAUGIRON,commune de chateaugiron,commune de chateaugiron,COMMUNE DE CHATEAUGIRON,commune de chateaugiron
SIRET,77774937500021,1,1,2,3,2-5,Caisse d'Allocations Familiales d'Ille,Caisse d'Allocations Familiales d'Ille,caisse d allocations familiales d ille,caisse d allocations familiales d ille,Caisse d'Allocations Familiales d'Ille,caisse d allocations familiales d ille
SIRET,21720223300011,1,1,2,3,2-5,Commune de Noyen sur Sarthe,Commune de Noyen sur Sarthe,commune de noyen sur sarthe,commune de noyen sur sarthe,Commune de Noyen sur Sarthe,commune de noyen sur sarthe
SIRET,51947722800018,1,1,2,3,2-5,OTI Pays de Saint Gilles Croix de Vie,OTI Pays de Saint Gilles Croix de Vie,oti pays de saint gilles croix de vie,oti pays de saint gilles croix de vie,OTI Pays de Saint Gilles Croix de Vie,oti pays de saint gilles croix de vie
SIRET,21720386800013,1,1,3,3,2-5,COMMUNE YVRE L'EVÊQUE,COMMUNE YVRE L'EVÊQUE,commune yvre l eveque,commune yvre l eveque,COMMUNE YVRE L'EVÊQUE,commune yvre l eveque
SIRET,75568822900027,1,1,1,3,2-5,C.S.T.B.,C.S.T.B.,c s t b,c s t b,C.S.T.B.,c s t b
SIRET,25610222900018,1,1,3,3,2-5,Parc Naturel Régional Normandie-Maine,Parc Naturel Régional Normandie-Maine,parc naturel regional normandie-maine,parc naturel regional normandie-maine,Parc Naturel Régional Normandie-Maine,parc naturel regional normandie-maine
SIRET,18170001400010,1,1,2,3,2-5,CHAMBRE DEPARTEMENTALE D AGRICULTURE,CHAMBRE DEPARTEMENTALE D AGRICULTURE,chambre departementale d agriculture,chambre departementale d agriculture,CHAMBRE DEPARTEMENTALE D AGRICULTURE,chambre departementale d agriculture
SIRET,37977417700016,1,1,2,3,2-5,CIF GIE GEIPCI,CIF GIE GEIPCI,cif gie geipci,cif gie geipci,CIF GIE GEIPCI,cif gie geipci
SIRET,20007187600052,1,1,3,3,2-5,CA SAUMUR VAL DE LOIRE,CA SAUMUR VAL DE LOIRE,ca saumur val de loire,ca saumur val de loire,CA SAUMUR VAL DE LOIRE,ca saumur val de loire
SIRET,26850236600035,1,1,3,3,2-5,Groupement d'achats de l'Herm,Groupement d'achats de l'Herm,groupement d achats de l herm,groupement d achats de l herm,Groupement d'achats de l'Herm,groupement d achats de l herm
SIRET,17850001300010,1,1,3,3,2-5,Préfecture de la Vendée,Préfecture de la Vendée,prefecture de la vendee,prefecture de la vendee,Préfecture de la Vendée,prefecture de la vendee
SIRET,21490161300015,1,1,1,3,2-5,COMMUNE DE LA JAILLE YVON,COMMUNE DE LA JAILLE YVON,commune de la jaille yvon,commune de la jaille yvon,COMMUNE DE LA JAILLE YVON,commune de la jaille yvon
SIRET,26350183500155,1,1,1,3,2-5,CIAS A L'OUEST DE RENNES,CIAS A L'OUEST DE RENNES,cias a l ouest de rennes,cias a l ouest de rennes,CIAS A L'OUEST DE RENNES,cias a l ouest de rennes
SIRET,20008339200064,1,1,1,3,2-5,Laval Agglomération,Laval Agglomération,laval agglomeration,laval agglomeration,Laval Agglomération,laval agglomeration
SIRET,13001779100034,1,1,2,3,2-5,Voies navigables de France,Voies navigables de France,voies navigables de france,voies navigables de france,Voies navigables de France,voies navigables de france
SIRET,20007020900016,1,1,2,3,2-5,SIVOM DU BOCAGE CENOMANS,SIVOM DU BOCAGE CENOMANS,sivom du bocage cenomans,sivom du bocage cenomans,SIVOM DU BOCAGE CENOMANS,sivom du bocage cenomans
SIRET,12001003800061,1,1,2,3,2-5,ARE Bordeaux,ARE Bordeaux,are bordeaux,are bordeaux,ARE Bordeaux,are bordeaux
SIRET,13000501000025,1,1,2,3,2-5,GIP RESAH,GIP RESAH,gip resah,gip resah,GIP RESAH,gip resah
SIRET,26490050700023,1,1,1,3,2-5,MAISON DE RETRAITE EHPAD,MAISON DE RETRAITE EHPAD,maison de retraite ehpad,maison de retraite ehpad,MAISON DE RETRAITE EHPAD,maison de retraite ehpad
SIRET,21350219800012,1,1,1,3,2-5,mairie de pipriac,mairie de pipriac,mairie de pipriac,mairie de pipriac,mairie de pipriac,mairie de pipriac
SIRET,24440050300243,1,1,3,3,2-5,Cté de Communes d'Erdre et Gesvres,Cté de Communes d'Erdre et Gesvres,cte de communes d erdre et gesvres,cte de communes d erdre et gesvres,Cté de Communes d'Erdre et Gesvres,cte de communes d erdre et gesvres
SIRET,51516347900010,1,1,1,3,2-5,CPAM Loire Atlantique,CPAM Loire Atlantique,cpam loire atlantique,cpam loire atlantique,CPAM Loire Atlantique,cpam loire atlantique
SIRET,21720163100017,1,1,1,3,2-5,COMMUNE DE LIGRON,COMMUNE DE LIGRON,commune de ligron,commune de ligron,COMMUNE DE LIGRON,commune de ligron
SIRET,21850290400012,1,1,2,3,2-5,Commune de Thiré,Commune de Thiré,commune de thire,commune de thire,Commune de Thiré,commune de thire
SIRET,20008877100015,1,1,1,3,2-5,Syndicat Mixte de la Baie de Bourgneuf,Syndicat Mixte de la Baie de Bourgneuf,syndicat mixte de la baie de bourgneuf,syndicat mixte de la baie de bourgneuf,Syndicat Mixte de la Baie de Bourgneuf,syndicat mixte de la baie de bourgneuf
SIRET,24290069400165,1,1,1,3,2-5,CA QUIMPERLE COMMUNAUTE,CA QUIMPERLE COMMUNAUTE,ca quimperle communaute,ca quimperle communaute,CA QUIMPERLE COMMUNAUTE,ca quimperle communaute
SIRET,26720055800018,1,1,2,3,2-5,CENTRE COMMUNAAL D'ACTION SOCIALE,CENTRE COMMUNAAL D'ACTION SOCIALE,centre communaal d action sociale,centre communaal d action sociale,CENTRE COMMUNAAL D'ACTION SOCIALE,centre communaal d action sociale
SIRET,24850019100031,1,1,2,3,2-5,Cté de Cnes de l'Ile de Noirmoutier,Cté de Cnes de l'Ile de Noirmoutier,cte de cnes de l ile de noirmoutier,cte de cnes de l ile de noirmoutier,Cté de Cnes de l'Ile de Noirmoutier,cte de cnes de l ile de noirmoutier
SIRET,19791029200014,1,1,1,3,2-5,LYCEE PROFESSIONNEL LEONARD DE VINCI,LYCEE PROFESSIONNEL LEONARD DE VINCI,lycee professionnel leonard de vinci,lycee professionnel leonard de vinci,LYCEE PROFESSIONNEL LEONARD DE VINCI,lycee professionnel leonard de vinci
SIRET,17210120600016,1,1,2,3,2-5,DISP Centre-Est Dijon,DISP Centre-Est Dijon,disp centre-est dijon,disp centre-est dijon,DISP Centre-Est Dijon,disp centre-est dijon
SIRET,21720155700014,1,1,2,3,2-5,COMMUNE DE LAIGNE EN BELIN,COMMUNE DE LAIGNE EN BELIN,commune de laigne en belin,commune de laigne en belin,COMMUNE DE LAIGNE EN BELIN,commune de laigne en belin
SIRET,26440155500018,1,1,2,3,2-5,CCAS DE CLISSON,CCAS DE CLISSON,ccas de clisson,ccas de clisson,CCAS DE CLISSON,ccas de clisson
SIRET,81282783000017,1,1,2,3,2-5,LOIRE-ATLANTIQUE NUMERIQUE,LOIRE-ATLANTIQUE NUMERIQUE,loire-atlantique numerique,loire-atlantique numerique,LOIRE-ATLANTIQUE NUMERIQUE,loire-atlantique numerique
SIRET,21350066300017,1,1,1,3,2-5,COMMUNE DE CHARTRES DE BRETAGNE,COMMUNE DE CHARTRES DE BRETAGNE,commune de chartres de bretagne,commune de chartres de bretagne,COMMUNE DE CHARTRES DE BRETAGNE,commune de chartres de bretagne
SIRET,21440145700012,1,1,2,3,2-5,Ville de Rouans,Ville de Rouans,ville de rouans,ville de rouans,Ville de Rouans,ville de rouans
SIRET,21370243400019,1,1,2,3,2-5,mairie de savonnieres,mairie de savonnieres,mairie de savonnieres,mairie de savonnieres,mairie de savonnieres,mairie de savonnieres
SIRET,21490329600017,1,1,1,3,2-5,Mairie de Savennières,Mairie de Savennières,mairie de savennieres,mairie de savennieres,Mairie de Savennières,mairie de savennieres
SIRET,19490003100023,1,1,1,3,2-5,Lycee Des Metiers Chevrollier-GRETA,Lycee Des Metiers Chevrollier-GRETA,lycee des metiers chevrollier-greta,lycee des metiers chevrollier-greta,Lycee Des Metiers Chevrollier-GRETA,lycee des metiers chevrollier-greta
SIRET,26490670200016,1,1,2,3,2-5,GIBA 49,GIBA 49,giba 49,giba 49,GIBA 49,giba 49
SIRET,18004601300017,1,1,2,3,2-5,Centre des monuments nationaux,Centre des monuments nationaux,centre des monuments nationaux,centre des monuments nationaux,Centre des monuments nationaux,centre des monuments nationaux
SIRET,20008323600014,1,1,3,3,2-5,Commune d'Ancenis-Saint-Géréon,Commune d'Ancenis-Saint-Géréon,commune d ancenis-saint-gereon,commune d ancenis-saint-gereon,Commune d'Ancenis-Saint-Géréon,commune d ancenis-saint-gereon
SIRET,84521470900030,1,1,3,3,2-5,SPL Espace Mayenne,SPL Espace Mayenne,spl espace mayenne,spl espace mayenne,SPL Espace Mayenne,spl espace mayenne
SIRET,20003707500039,1,1,2,3,2-5,SYND INTERCOMMUNAL PROD DISTRIB EAU PO,SYND INTERCOMMUNAL PROD DISTRIB EAU PO,synd intercommunal prod distrib eau po,synd intercommunal prod distrib eau po,SYND INTERCOMMUNAL PROD DISTRIB EAU PO,synd intercommunal prod distrib eau po
SIRET,12006701200027,1,1,1,3,2-5,Ministère de l'écologie,Ministère de l'écologie,ministere de l ecologie,ministere de l ecologie,Ministère de l'écologie,ministere de l ecologie
SIRET,20008339200049,1,1,1,3,2-5,Laval Agglomération,Laval Agglomération,laval agglomeration,laval agglomeration,Laval Agglomération,laval agglomeration
SIRET,21440111900018,1,1,2,3,2-5,Commune de Notre Dame des Landes,Commune de Notre Dame des Landes,commune de notre dame des landes,commune de notre dame des landes,Commune de Notre Dame des Landes,commune de notre dame des landes
SIRET,20007480500017,1,1,1,3,2-5,CIAS Sud Vendée Littoral,CIAS Sud Vendée Littoral,cias sud vendee littoral,cias sud vendee littoral,CIAS Sud Vendée Littoral,cias sud vendee littoral
SIRET,58205614900120,1,1,1,3,2-5,BRGM,BRGM,brgm,brgm,BRGM,brgm
SIRET,21720197900010,1,1,1,3,2-5,Commune de Mézières-sous-Lavardin,Commune de Mézières-sous-Lavardin,commune de mezieres-sous-lavardin,commune de mezieres-sous-lavardin,Commune de Mézières-sous-Lavardin,commune de mezieres-sous-lavardin
SIRET,24350074100224,1,1,1,3,2-5,REDON Agglomération,REDON Agglomération,redon agglomeration,redon agglomeration,REDON Agglomération,redon agglomeration
SIRET,13002456800018,1,1,1,3,2-5,SGCD LOIRE-ATLANTIQUE,SGCD LOIRE-ATLANTIQUE,sgcd loire-atlantique,sgcd loire-atlantique,SGCD LOIRE-ATLANTIQUE,sgcd loire-atlantique
