notice_id,buyer_key,cpv_clean,text_duplicate_group_id,group_size,n_unique_buyers_in_group,n_unique_cpv_in_group,objet_snippet
21-15373,SIRET:21720181300011,15800000,28742,2,1,1,acquisition de denrées alimentaires issues de l'agriculture biologique ou bénéfi
21-15697,NAME:ctre hosp universitaire angers,33000000,28422,2,1,1,"la fourniture, l'installation, la mise en service et l'évolutivité de piezotome"
21-16061,NAME:conseil departemental loire-atlantique,72611000,29739,2,1,1,assistance à l'adaptation du logiciel de gestion des ressources humaines hr acce
21-14869,NAME:ca saumur val de loire,45421000,30142,2,1,1,construction d'une piscine couverte intercommunale sur la commune de longué-jume
21-8598,NAME:metropole nantes metropole,24962000,29601,2,1,1,fourniture de produits chimiques et de micro-sable pour le traitement de l'eau p
21-17803,SIRET:23440003400026,72250000,30139,2,1,1,administration de bases de donnees
21-18218,NAME:ehpad les cordelieres,71000000,27148,2,1,1,concours restreint sur esquisse concernant la restructuration-extension de l'éta
21-18939,NAME:cc du pays des achards,90911000,29878,2,2,2,prestation nettoyage de bâtiments pour le compte de la communauté de communes du
21-19050,NAME:vendee,32523000,29336,2,2,1,"fourniture, installation et maintien des infrastructures informatiques et téléco"
21-19083,NAME:spic - arena loire trelaze,75240000,29496,2,1,1,"sécurité, surveillance et gardiennage de la salle arena loire"
21-20181,SIRET:79915633600015,79211000,30461,2,1,1,mission d'expert comptable
21-20342,SIRET:23440003400026,30197630,30281,2,1,1,"fourniture et impression de tetes de lettre, enveloppes et autres supports logot"
21-22563,NAME:ch le mans,33162200,29299,2,1,1,acquisition d'instruments chirurgicaux et de conteneurs autoclavables
21-22843,SIRET:22530001100015,34928480,30400,2,1,1,acquisition de matériels de nettoyage mécanique pour les cuisines et l'entretien
21-22917,NAME:universite de nantes,38433100,31183,2,1,1,20075aoof
21-24119,NAME:cte de cnes du pays d ancenis,38221000,29143,2,1,1,"acquisition, mise en oeuvre et maintenance du système d'information géographique"
21-19011,NAME:universite de nantes,72260000,31537,2,1,1,intégration et maintenance de la solution open source glpi (de l'éditeur teclib'
21-22831,NAME:mairie de saint-gilles-croix-de-vie,,30836,3,1,0,désamiantage et démolition du bâtiment 'piscine de la soudinière' (rectificatif)
21-24577,NAME:esid de rennes,45000000,31547,2,1,1,montreuil juigné(49)-dga tt-construction d'un local de stockage des munition pou
21-25043,NAME:ville de carquefou,32342410,31551,2,1,1,achat de matériel de spectacle professionnel pour le théatre de la fleuriaye et 
21-14699,NAME:le mans metropole - communaute urbaine,45232410,30330,2,1,1,réhabilitation par chemisage de réseaux d'assainissement - années 2021 à 2024
20-35547,NAME:commune les sables d olonne,,27036,2,1,0,travaux de construction d'un restaurant scolaire communal
20-43707,NAME:commune les sables d olonne,45233252,26018,2,1,1,voirie entretien - travaux neufs et grosses réparations
21-19611,NAME:centre communal d action sociale,55510000,10406,4,2,2,"gestion, approvisionnement en denrées alimentaires des cuisines et confection de"
21-20646,NAME:chd vendee,79212000,30123,3,1,1,la réalisation de prestations d'audit et d'accompagnement du développement du se
21-16677,NAME:conservatoire du littoral,,31555,2,1,0,travaux de nettoyage et de remise en état des citernes accompagnés d'une veille 
21-15586,NAME:com d agglo reg nazairienne estuaire,,30721,2,1,0,etudes pré-opérationnelles ecottais 3 - territoire de la commune de donges
21-13474,NAME:nantes metropole,72260000,31559,2,1,1,maintenance et l'acquisition de licences et progiciels systèmes
21-15397,SIRET:21440069900143,44113900,31560,3,1,1,fourniture de matériaux et accessoires de voirie
21-18649,NAME:ugecam bretagne - pays de la loire,90911200,31562,2,1,1,176/2021
21-9966,NAME:dreal pays de la loire,79340000,11493,2,1,2,assistance à la division maitrise d'ouvrage routière de la dreal pays de la loir
21-20267,SIRET:24720013200014,45233140,31280,4,1,1,réaménagement du secteur voltaire cordelet au mans
21-21753,NAME:office francais de la biodiversite,79311000,31372,2,1,1,suivi des habitats dans le parc naturel marin de l'estuaire de la gironde et de 
21-19954,NAME:ca agglomeration du choletais,71410000,31564,2,1,1,mission de suivi-animation pour l'opération programmée d'amélioration de l'habit
21-18149,NAME:la roche-sur-yon agglomeration,39830000,11433,7,2,2,acquisition de produits d'hygiène et d'entretien
21-22706,SIRET:22490001900015,90910000,31565,2,1,1,nettoyage des locaux et de la vitrerie des bâtiments sous la responsabilité et/o
21-24502,NAME:cmar pays de la loire,79212300,31568,2,1,1,désignation d'un commissaire aux comptes titulaire et d'un commissaire aux compt
21-26504,SIRET:24440061000055,71241000,31569,2,1,1,réalisation d'un schéma directeur d'assainissement des eaux usées communautaire 
21-26642,SIRET:20005588700018,34928480,31570,2,1,1,"acquisition de conteneurs aériens, semi-enterrés, enterrés pour la collecte séle"
21-26769,NAME:cpam de la vendee,71310000,31283,4,1,1,mission de maitrise d'oeuvre pour la rehabilitation des facades et des installat
21-27170,SIRET:22490001900015,39221000,6032,16,3,1,fourniture et installation de matériels et d'équipements de cuisine dans les col
21-23641,NAME:universite d angers,32415000,31571,3,1,1,le présent marché a pour objet la fourniture de services ethernet entre sites de
21-24953,NAME:universite d angers,45000000,31572,2,1,1,travaux d'aménagement du plateau du bâtiment c de l'iut d'angers
21-25990,NAME:laval agglomeration,45232150,31574,3,1,1,création d'un bi-pass et dévoiement d'un réseau d'eaux destinée à la consommatio
21-14314,NAME:commune de ombree d anjou,16700000,23833,6,4,3,acquisition de véhicules neufs
21-16204,NAME:mairie de suce sur erdre,55523100,31580,3,1,1,prestations de restauration
21-17124,NAME:commune de nantes,,31581,2,1,0,requalification de la piscine durantière
21-23303,NAME:maine coeur de sarthe,31682000,30842,2,2,1,fourniture et acheminement d'électricite et prestations de services associés
21-16077,SIRET:21440036800012,71221000,30344,2,1,1,maîtrise d'oeuvre pour la réhabilitation de l'ex centre culturel aristide briand
21-16533,SIRET:21720181300011,90919300,30591,2,1,1,"entretien ménager de 14 écoles de la ville du mans, année 2021 renouvelable en 2"
21-16788,NAME:crous de nantes,79111000,30686,2,1,1,mise en oeuvre du rgpd et externalisation de la mission de délégué de la protect
21-17396,NAME:vendee,66510000,29820,2,2,1,assurances du vendée globe 2020-2021
20-153710,NAME:nantes metropole,50312600,26985,2,1,1,rénovation et maintenance de l'instrumentation de télésurveillance et analyse du
21-17139,SIRET:37977417700016,72514000,30155,2,1,1,evolution de l'infrastructure informatique et de la téléphonie
21-18101,NAME:ctre hosp universitaire angers,15896000,29642,3,2,1,fourniture de produits surgeles pour le groupement de commandes et pour la centr
21-19502,NAME:commune les sables d olonne,90522400,30070,2,1,1,prestations de nettoyage des bâtiments communaux de la ville des sables d'olonne
21-20682,NAME:conseil regional des pays de la loire,79822500,29334,2,1,1,pays de la loire magazine
21-21993,NAME:oniris,38000000,29951,3,1,1,acquisition d'une centrale de production et distribution d'azote
21-22819,NAME:chu de nantes,50750000,28690,2,1,1,maintenance et travaux des équipements ascenseurs pour les établissements du gro
21-23363,NAME:uioss de rennes,55321000,30059,2,1,1,la fourniture de prestations de restauration collective
21-23813,NAME:conseil regional des pays de la loire,71200000,26491,2,1,1,mission de maîtrise d'oeuvre relative à la restructuration - extension du bâtime
21-23970,NAME:chu de nantes,50421000,28877,2,1,1,maintenance et fournitures de pièces détachées pour les équipements de perfusion
21-24160,NAME:ctre hosp universitaire angers,15894300,30347,2,1,1,fourniture de solutions de restauration
21-24266,NAME:gie sesam vitale,30200000,28421,2,1,1,fourniture d'équipements cryptographiques hsm
21-24547,SIRET:20007186800158,90911200,30091,2,1,1,prestations de nettoyage et d'entretien des locaux et de la vitrerie des bâtimen
21-20221,NAME:ville de bouguenais,45262700,30653,2,1,1,travaux de mise en accessibilite pmr d'erp de la ville de bouguenais - tranche 2
21-21674,NAME:departement de la sarthe,45400000,30717,2,1,1,restauration des douves de l'abbaye royale de l'epautravaux d'enlèvement de sédi
21-26993,NAME:inra angers nantes,45342000,30789,2,1,1,"opération phenotic - fourniture et pose d'une clôture, d'un portillon, de poteau"
21-20639,NAME:centre hospitalier de laval 53,,31593,2,1,0,prestations de contrôle et d'entretien des fontaines à eau au sein des établisse
21-24078,NAME:comcom des vallees du haut-anjou,,31596,2,1,0,maîtrise d'oeuvre pour la construction d'un multi-accueil et ram à val d'erdre-a
21-26062,NAME:universite d angers,,31598,2,1,0,mission de contrôle technique et mission de coordination en matière de sécurité 
21-14886,NAME:ville du mans,,29966,2,1,0,"prélèvements, analyses et fournitures dans le cadre du contrôle sanitaire de l'a"
21-25160,NAME:cte de cnes du pays d ancenis,,30187,2,1,0,mission d'étude pour l'évaluation et la redéfinition du projet culturel de terri
21-13140,NAME:la roche-sur-yon agglomeration,79822500,31601,2,1,1,"conception, impression, diffusion du magazine mutualisé roche plus"
21-15366,SIRET:22850001300658,03100000,31602,4,2,1,approvisionnement en denrées alimentaires issues de l'agriculture biologique à d
21-15429,NAME:srd,45000000,31604,2,1,1,travaux de construction de réseaux électriques hta - raccordement du parc éolien
21-16495,NAME:cci du mans et de la sarthe,44211100,31605,2,1,1,marche de mise en place de constructions modulaires
21-16505,NAME:conseil regional des pays de la loire,72315100,31606,2,1,1,assistance technique pour les extensions des réseaux numériques pour les lycées 
21-13096,NAME:ville d angers,71221000,31607,2,1,1,mission de maîtrise d'oeuvre pour la restructuration du groupe scolaire voltaire
21-17643,SIRET:24720013200014,45233140,31280,4,1,1,réaménagement du secteur voltaire cordelet au mans
21-20821,NAME:conseil regional des pays de la loire,45214200,31613,2,1,1,marche global de performance relatif a la restructuration-extension de la sectio
21-21090,NAME:conseil regional des pays de la loire,71250000,31614,3,1,1,assistance technique pour des travaux dont les montants sont inferieurs a 500 00
21-21497,SIRET:22720002900014,60130000,31615,3,1,2,transport scolaire des élèves et étudiants en situation de handicap
21-21787,SIRET:21350051500019,45000000,31616,2,1,1,concession d'amenagement pour le projet d'amenagement d'un parc d'habitat a la m
21-23330,NAME:sdis 44,50700000,30124,3,1,1,maintenance et exploitation des équipements techniques du centre de traitement d
21-23355,SIRET:22850001300658,31523000,31149,3,1,1,"réalisation et pose de totems, enseignes et plaques pour les bâtiments et sites "
21-23398,NAME:angers loire metropole,79421000,31617,2,1,1,appui opérationnel pour la coordination et le suivi du marché global de performa
21-24370,SIRET:22530001100015,45233142,31618,3,1,1,"fourniture, fabrication, transport et mise en oeuvre d'enrobés bitumineux pour t"
21-15193,NAME:laval agglomeration,24313123,30538,2,1,1,fourniture et transport de coagulants pour l'usine d'eau potable de laval agglom
21-16173,SIRET:27490003400019,77310000,30540,2,1,1,entretien d'espaces verts et collecte d'encombrants pour deux secteurs géographi
21-17397,NAME:vendee,34521000,28327,2,2,1,fourniture de vedettes et pilotes pour le départ et les arrivées du vendée globe
21-17636,NAME:dir ouest,45233292,29549,2,1,1,"fourniture, la mise en oeuvre et les réparations des dispositifs de retenue pour"
21-19084,NAME:trelaze,90911200,30988,2,1,1,prestations d'entretien et d'hygiène des bâtiments communaux par une entreprise 
21-14948,NAME:agence nationale cohesion territoires,71318000,27604,2,1,1,accord-cadre de prestations d'ingénierie d'appui aux territoires
21-20711,SIRET:18007003900557,38432000,29131,2,1,1,phenocontrol-2020
21-21839,SIRET:57615027000089,34996300,30909,2,1,1,mise en place d'equipements de peage et de videosurveillance sur le parc de stat
21-21847,NAME:vendee,32342410,28307,2,2,1,sonorisation intérieure et extérieure du vendée globe 2020-2021
21-26039,SIRET:21440184600016,44175000,30602,2,1,1,2020110410mv - fourniture et pose de panneaux provisoires de communication notam
21-14130,NAME:ctre hosp universitaire angers,45454100,31623,2,1,1,travaux de refection des chambres du service de medecine polyvalente du centre h
21-14199,NAME:universite de nantes,38430000,29985,2,1,1,acquisition d'un analyseur à scintillation liquide destiné à faire des analyses 
21-14848,NAME:laval agglomeration,45232150,31574,3,1,1,création d'un bi-pass et dévoiement d'un réseau d'eaux destinée à la consommatio
21-17328,NAME:universite d angers,32415000,31571,3,1,1,le présent marché a pour objet la fourniture de services ethernet entre sites de
21-18390,NAME:departement de la vendee,71351600,28963,7,4,1,fourniture de prévisions et d'observations de données météorologiques
21-19372,NAME:syndicat d eau de l anjou,65100000,31632,2,1,1,concession de l'eau potable du secteur nord ouest
21-23323,NAME:syndicat mixte de la baie de bourgneuf,79311000,31639,2,1,1,evaluation des outils contractuels 2015-2021 du sage marais breton et du bassin 
21-23663,NAME:cte de communes d erdre et gesvres,64000000,8076,25,15,4,services de télécommunications
21-24094,NAME:comcom des vallees du haut-anjou,45232410,31643,2,1,1,mise en séparatif des réseaux d'assainissement et réhabilitation d'un réseau sép
21-16700,NAME:syndicat trivalis,92111200,30807,3,1,1,réalisation de supports audiovisuels pour trivalis
21-24515,NAME:ifth,30230000,31647,2,1,1,acquisition de tablettes et accessoires dédies a l'installation et l'utilisation
21-25218,NAME:communaute de communes de grand lieu,45210000,31648,2,1,1,marché de travaux pour la construction du bâtiment pour les services techniques 
21-25815,NAME:commune de nantes,,31581,2,1,0,requalification de la piscine durantière
21-26046,NAME:commune de loire authion,45454000,31650,3,1,1,travaux de reconstruction des deux préaux situes dans la cour de l'école primair
21-16938,NAME:com d agglo reg nazairienne estuaire,90514000,30654,3,1,1,mise en balle et chargement des cartons issus du territoire de la carene
21-20218,NAME:ville de bouguenais,45421000,30413,2,1,1,remplacement des menuiseries extérieures à la maison des citoyens et des associa
21-23158,NAME:departement de la vendee,45100000,30933,3,1,1,travaux de dégagement des réseaux aériens (2 lots)
21-23539,NAME:ville du mans,45210000,29564,5,1,1,construction du chapiteau permanent de la cité du cirque marcel marceau - le man
21-24884,NAME:cenovia cites,45212000,29322,2,1,1,marché de travaux pour la construction d'une extension au gymnase maroc au mans
21-17081,NAME:caf de la sarthe,,7851,2,1,0,marché de nettoyage des locaux et vitreries des antennes sociales de la caf de l
21-21689,NAME:centre hospitalier de laval 53,,31656,2,1,0,"dans le cadre de son évolution, le centre hospitalier du haut-anjou souhaite cré"
21-25554,NAME:commune de saint nazaire,,31659,2,1,0,affichage et diffusion de supports de communication de la ville de saint-nazaire
21-14467,NAME:nantes metropole,90511200,31660,2,1,1,"collecte des déchets ménagers, ordures ménagères et emballages journaux magazine"
21-14841,NAME:chambre reg agri pays de la loire,39130000,31661,2,1,1,fourniture de mobilier de bureau pour la chambre d'agriculture de pays de la loi
21-17515,SIRET:21440069900143,44113900,31560,3,1,1,fourniture de matériaux et accessoires de voirie
21-17890,NAME:angers loire metropole,90490000,31662,2,1,1,"diagnostic des canalisations d'eaux pluviales par inspection télévisuelle, curag"
21-19681,NAME:metropole nantes metropole,44613800,31663,2,1,1,fourniture de colonnes aériennes pour l'apport volontaire sur le territoire de n
21-20094,SIRET:13001232100050,51310000,31287,3,1,1,fourniture et mise en oeuvre d'équipements multimédia de salles de réunions et d
21-20489,NAME:crous de nantes,45223220,31664,4,1,1,marché public de travaux pour la rénovation du site universitaire chanzy à nante
21-22700,SIRET:11000601200014,72000000,31665,2,1,1,prestations intellectuelles informatiques pour les applications du ministère de 
21-24367,SIRET:21440184600016,30230000,31667,4,2,1,acquisition et maintenance des matériels de l'école numérique
21-24833,NAME:msa loire-atlantique - vendee,64120000,31668,2,1,1,prestation de service sur des taches de transport et gestion administrative de c
21-25141,NAME:conseil regional des pays de la loire,79952000,8993,3,2,3,travaux d'impression offset pour la région des pays de la loire
21-26226,SIRET:22720002900014,60100000,31670,2,1,1,prestations de déménagement et de stockagepour les différents services du départ
21-26779,SIRET:23440003400026,72250000,31671,2,1,1,maintenance et evolutions du systeme de stockage des donnees
21-26906,NAME:syvalorm loir et sarthe,90700000,31672,2,1,1,exploitation d'un réseau de déchèteries
21-14531,NAME:ugecam bretagne - pays de la loire,55521200,31673,2,1,1,conception et livraison de repas en liaison froide pour le ditep l'alouette (dép
21-16800,NAME:crous de nantes,45421000,31674,2,1,1,réfection de la cafétéria de la fleuriaye iut chantrerie à carquefou
21-20298,NAME:ville d avrille,90911200,30667,3,1,1,services d'entretien des locaux pour la commune d'avrillé et le ccas d'avrillé
21-21137,NAME:universite de nantes,42912000,31292,3,1,1,acquisition d'un pilote de filtration membranaire tangentielle microfiltration /
21-21330,NAME:ville de bouguenais,45262700,31679,2,1,1,restructuration du plateau direction - mairie principale de bouguenais
21-22175,NAME:sec gal pour l adm min interieur ouest,71000000,31681,2,1,1,mission de moe pour les travaux de rénovation du bâtiment 001 de la caserne cava
21-25860,NAME:ville du mans,79823000,31690,2,1,1,personnalisation des enveloppes de propagande électorale et mise sous pli des ci
21-25889,NAME:departement de la sarthe,45100000,31691,2,1,1,travaux de déconstruction / reconstruction de la restauration scolaire et abords
21-26799,NAME:ville du mans,45262522,31695,3,1,1,"rénovation intérieure des vestiaires football, canoë, arbitres et infirmerie - c"
21-27150,NAME:le mans metropole - communaute urbaine,45111100,31696,2,1,1,démolition des ouvrages abandonnés de la station d'épuration des étangs - le man
21-14613,SIRET:24720013200014,90910000,28730,2,1,1,nettoyage de quartiers de la ville du mans - un an renouvelable 3 fois
21-15221,NAME:mairie de bauge en anjou,66510000,30135,5,4,2,marche public de prestation de services en assurance
21-15476,NAME:cte de cnes loire-layon-aubance,90000000,27559,3,1,1,délégation de service public - assainissement collectif
21-17432,NAME:alter public,45210000,29644,3,1,1,"travaux de construction d'une cuisine centrale, rue jacqueline pertus à angers ("
21-18119,NAME:universite d angers,90520000,12120,7,2,1,"collecte, transport et traitement des déchets chimiques"
21-5923,NAME:angers loire metropole,79311000,29694,2,1,1,etude d'inventaire et d'évaluation des zones humides d'alm
21-19650,NAME:semitan,50531300,28878,2,1,1,maintenance des installations de compression et distribution gnv
21-21417,NAME:universite d angers,50000000,30597,2,1,1,maintenance multitechnique du datacenter de l'université d'angers
21-21668,SIRET:22850001300658,71335000,29407,3,1,1,etudes relatives à l'aménagement de la rd 6 entre aizenay et st gilles croix de 
21-21672,SIRET:22720002900014,34100000,30244,6,2,2,fourniture de camions et d'équipements pour camions pour les besoins du parc dép
20-148446,NAME:nantes metropole,79411100,30058,2,1,1,accord-cadre de prestations d'analyse stratégique des grands compte et autres ét
21-22015,NAME:vendee,92622000,28536,2,2,1,prestation de ménages sur les villages du vendée globe 2020-2021
21-23293,NAME:ctre hosp universitaire angers,71221000,27145,2,1,1,concours de maitrise d'oeuvre - projet de reconstruction de l'ehpad de montreuil
21-24086,SIRET:24440064400013,42131000,29383,2,1,1,fourniture de tuyaux pièces pehd électrosoudables et raccords mécaniques pour le
21-24154,NAME:ctre hosp universitaire angers,15500000,29862,2,1,1,"fourniture de produits laitiers, desserts ultra frais et ovoproduits pour le gro"
21-24203,NAME:chu de nantes,72611000,30190,2,1,1,"prestations d'assistance technique pour la conception, la mise en oeuvre et l'ex"
21-25448,NAME:cpam de la vendee,71310000,31283,4,1,1,mission de maitrise d'oeuvre pour la rehabilitation des facades et des installat
21-25462,NAME:vendee,39100000,28682,2,2,1,https://www.marches-securises.fr
21-26134,NAME:alter public,71410000,29870,2,1,1,"accord-cadre de maîtrise d'oeuvre urbaine, infrastructures et paysages dans le c"
21-16305,NAME:commune les sables d olonne,71200000,29568,2,1,1,maîtrise d'oeuvre pour la construction de deux maisons médicales
21-20228,NAME:territoire d energie mayenne,09123000,29005,2,1,1,"contrat mixte pour la conception, la realisation, l'exploitation et la maintenan"
21-20393,NAME:ca agglomeration du choletais,65110000,27397,2,1,1,concession de service public d'eau potable
21-24204,NAME:saumur aggloproprete,,30526,3,1,1,balayage mecanise des voiries des zones d'activites communautaires
21-24543,NAME:comcom des vallees du haut-anjou,71317200,29752,4,1,1,contrôle de la qualité de l'air intérieur dans les établissements recevant du pu
21-24940,NAME:ville de le pouliguen,,31700,2,1,0,maitrise d'oeuvre - eglise saint-nicolas - réfection du clocher et travaux d'int
21-23123,NAME:centre hospitalier de laval 53,,29725,7,1,0,mission d'assistance générale de conseil et d'assistance technique permanentes r
21-26057,NAME:centre hospitalier de laval 53,,30786,2,1,0,annonce dérivée - marché pour la réalisation d'un dossier de porter à connaissan
21-14245,SIRET:27490003400019,71350000,29954,2,1,1,prestations de divisions cadastrales
21-14448,NAME:communaute de communes sevre et loire,90480000,19395,4,2,2,contrôle des installations d'assainissement non collectif
21-15421,NAME:srd,45000000,30060,2,1,1,travaux de construction de réseaux électriques hta. raccordement du parc éolien 
21-14967,NAME:ca saumur val de loire,45223220,30284,2,1,1,construction d'une piscine couverte intercommunale sur la commune de longué-jume
21-16799,NAME:conseil departemental loire-atlantique,45111100,26125,2,1,1,marchés de travaux en vue de la réhabilitation du collège la ville aux roses à c
21-11832,NAME:residence le val d emilie,66510000,30068,2,1,1,marché de service relatif à la prestation d'assurance pour les besoins de la res
21-20319,NAME:chu de nantes,33132000,29869,2,1,1,fourniture de dispositifs medicaux pour implantologie dentaire
21-21242,NAME:ville de laval,44000000,28975,3,1,1,acquisition de fournitures techniques de signalisation routière et d'éclairage
21-21343,NAME:ville de saint berthevin,66133000,30466,2,1,1,"émission, impression et livraison de titres restaurant destinés aux agents de la"
21-21505,SIRET:21720181300011,90910000,30278,2,1,1,nettoyage et entretien des locaux et des espaces aquatiques des piscines de la v
21-22414,NAME:societe d equipement de la touraine,71351810,26415,3,1,1,accord-cadre à bons de commande pour la réalisation de prestations de géomètre s
21-22680,NAME:conseil regional des pays de la loire,79822500,29822,2,1,1,creation fabrication pose et depose de panneaux et supports de communication (ka
21-23068,NAME:conseil regional des pays de la loire,71000000,27720,2,1,1,mission de maitrise d'oeuvre relative a la restructuration batiment c et service
21-23668,NAME:laval agglomeration,66512000,30685,2,1,1,prestation d'assurance 'risques statutaires du personnel' pour les besoins de la
21-24173,NAME:chu de nantes,64120000,28372,3,1,1,prestation d'affranchissement par massification et collecte et distribution de c
21-24950,SIRET:20007186800158,66510000,29736,2,1,1,groupement de commandes pour la souscription et l'exécution des contrats d'assur
21-25382,SIRET:24720013200014,24300000,30682,2,1,1,acquisition de produits chimiques destinés au traitement des eaux - année 2021 r
21-25435,SIRET:24720013200014,39130000,29382,2,1,1,"acquisition, livraison et installation de mobilier de bureau et accessoires - du"
21-25908,NAME:ca quimperle communaute,90490000,30195,2,1,1,elaboration de schémas directeurs et zonages eaux usées sur le territoire de qui
21-25722,NAME:cte de communes d erdre et gesvres,64000000,8076,25,15,4,services de télécommunications
21-26055,NAME:angers loire metropole,,31706,2,1,0,échangeur de moulin marcillecréation de deux passerelles cycles au droit de l'ou
21-14379,NAME:le mans metropole - communaute urbaine,45112710,31709,2,1,1,aménagements paysagers multisites
21-14722,NAME:conseil general de la vendee,71221000,31710,2,1,1,mission de maitrise d'oeuvre pour les aménagements intérieurs et extérieurs de l
21-14832,NAME:ctre hosp universitaire angers,45454100,31623,2,1,1,travaux de refection des chambres du service de medecine polyvalente du centre h
21-14908,NAME:universite du maine,45331110,31711,2,1,1,travaux de remplacement de chaudières sur les campus du mans et de laval
21-16875,NAME:ville de nantes,,25135,2,1,1,missions de gestion de 3 logements de citad'elles et de médiation auprès des fem
21-17035,NAME:nantes metropole,45233228,31714,2,1,2,gare sud - réaménagement du parking de la cale saint-félix à nantes
21-17623,NAME:conservatoire du littoral,45100000,31297,2,1,1,"mise en sécurité des bâtiments du parc de la roche fauconnière, commune de cherb"
21-19663,NAME:regie dept passages d eau de vendee,42415110,31720,2,2,1,fourniture de deux chariots élévateurs électriques
21-21184,NAME:cte de communes de la region de blain,64200000,31724,2,1,1,services de télécommunications voix et données
21-21301,NAME:ville de laval,,31215,2,1,0,location et maintenance de presses numériques et d'un copieur pour le service im
21-14954,NAME:ville du mans,90910000,29970,2,1,1,"nettoyage de la vitrerie, des encadrements et appuis de fenêtres des écoles mate"
21-15269,NAME:le mans metropole - communaute urbaine,45233140,29886,2,1,1,numéro de la consultation : 2020_0070_jmd aménagement du secteur croix sainte ap
21-15805,NAME:cc de champagne conlinoise pays sille,45210000,29115,2,1,1,construction de la maison du tourismeallée gabriel richefeu - sillé plage - 7214
21-16704,NAME:samoa,45200000,29321,2,1,1,relance des marchés de travaux des lots 4 couverture métallique et 5/6 bardage/e
21-16999,NAME:commune les sables d olonne,45443000,28482,2,1,1,centre de loisirs des plesses - ravalement de façade
21-18272,NAME:inra angers nantes,45000000,30027,2,1,1,construction d'un bâtiment de recherche
21-23728,NAME:comcom des vallees du haut-anjou,90470000,30020,3,1,1,20cc030 hydrocurage et entretien des réseaux & ouvrages d'assainissement eu/ep
21-23107,NAME:centre hospitalier de laval 53,,29635,2,1,0,"mission de contrôle technique, de coordination sécurité et protection de la sant"
21-25613,NAME:centre hospitalier de laval 53,,29725,7,1,0,mission d'assistance générale de conseil et d'assistance technique permanentes r
21-25791,NAME:centre hospitalier de laval 53,,30892,2,1,0,mission de contrôle technique et de coordination sécurité et protection de la sa
21-14721,NAME:universite de rennes 1,45443000,31730,2,1,1,mise en oeuvre d'un pilote de rénovation pour 16 bâtiments de l'université de re
21-14972,NAME:conseil departemental loire-atlantique,34992200,31731,2,1,1,"fourniture et pose de signalisation verticale métallique, temporaire et permanen"
21-15196,NAME:mairie de coueron,77314000,31732,2,1,1,entretien et maintenance des terrains (arrosage compris) et abords des complexes
21-15508,SIRET:21440184600016,39222000,31733,4,2,2,"acquisition, installation et maintenance de matériels d'électroménagers domestiq"
21-15537,NAME:conseil regional des pays de la loire,31640000,31734,2,1,1,acquisition d'équipements pédagogiques pour le nouveau lycée à saint gilles croi
21-17588,NAME:ville de carquefou,71240000,31738,2,1,1,"mission de maîtrise d'oeuvre pour la réhabilitation, l'extension et la rénovatio"
21-18774,NAME:conseil regional des pays de la loire,71250000,31614,3,1,1,assistance technique pour des travaux dont les montants sont inferieurs a 500 00
21-19177,SIRET:84521470900022,90900000,31739,2,1,1,accord-cadre à bons de commande pour la réalisation de prestations de nettoyage 
21-19195,NAME:cte de cnes chateaubriant-derval,90480000,31740,4,2,1,prestations de service pour les contrôles des installations d'assainissement non
21-20004,NAME:sdis49,45453000,23724,3,1,2,"travaux d'entretien courant, d'aménagement et de grosses réparations dans les bâ"
21-21594,SIRET:22530001100015,90911200,31741,3,1,1,nettoyage des locaux du laboratoire départemental d'analyses de la mayenne (lda 
21-17739,NAME:angers loire metropole,79822500,31743,2,1,1,"prestations graphiques (maquettage, création et exécution graphique) pour les su"
21-22814,NAME:semitan mandataire de nantes metropole,45111250,31744,2,1,1,"accord-cadre d'études et travaux de reconnaissances géologique, géotechnique et "
21-24189,SIRET:20005588700018,79311000,31745,2,1,1,suivi et l'animation de l'opah- renouvellement urbain
21-24286,SIRET:34200781200023,45454100,31746,2,1,1,renovation de 324 logements et du foyer les hirondelles - quartier colline - vil
21-24716,NAME:epsms du pays de challans,55521200,29743,2,2,1,fourniture et livraison de repas cuisinés en liaison froide et fournitures de pr
21-25211,NAME:centre hospitalier de laval 53,71356100,31748,2,1,1,mission sei - projet de sécurisation du ch laval
21-25340,SIRET:24440064400013,24300000,31749,2,1,1,fourniture de polymère franco de port pour les sites de la direction du cycle de
21-25532,NAME:dir ouest,34928471,31750,2,1,1,fourniture et livraison de signalisation temporaire et de balisage pour la dir o
21-25588,SIRET:24720062900076,77340000,31751,4,1,1,entretien de la végétation des voies communales et des chemins ruraux- hors aggl
21-25635,NAME:chu de nantes,92312213,31152,2,1,1,frappe et transcription de comptes-rendus à partir de fichiers sons numériques p
21-15898,SIRET:22530001100015,45233142,31618,3,1,1,"fourniture, fabrication, transport et mise en oeuvre d'enrobés bitumineux pour t"
21-15505,NAME:dreal pays de la loire,45233140,31754,2,1,1,rn162 déviation de moulay - mayenne (53) / section nord travaux équipements / si
21-16313,NAME:region bretagne,18530000,20287,3,2,2,acquisition et personnalisation d'objets promotionnels
21-15762,NAME:syndicat trivalis,31110000,31755,2,1,1,"marché global de performance pour la conception, réalisation et maintenance d'in"
21-9341,NAME:ville de nantes,31620000,31757,2,1,1,"accord-cadre de fournitures courantes et services fourniture, installation et ma"
