identity_level,identity_value,n_raw_names,n_normalized_names,active_years,n_notices,activity_level,earliest_name_raw,latest_name_raw,earliest_name_normalized,latest_name_normalized,example_raw_names,example_normalized_names
SIREN,120010038,1,1,2,3,2-5,ARE Bordeaux,ARE Bordeaux,are bordeaux,are bordeaux,ARE Bordeaux,are bordeaux
SIREN,130005010,1,1,2,3,2-5,GIP RESAH,GIP RESAH,gip resah,gip resah,GIP RESAH,gip resah
SIREN,264900507,1,1,1,3,2-5,MAISON DE RETRAITE EHPAD,MAISON DE RETRAITE EHPAD,maison de retraite ehpad,maison de retraite ehpad,MAISON DE RETRAITE EHPAD,maison de retraite ehpad
SIREN,130022932,1,1,1,3,2-5,CCI METROPOLITAINE BRETAGNE OUEST,CCI METROPOLITAINE BRETAGNE OUEST,cci metropolitaine bretagne ouest,cci metropolitaine bretagne ouest,CCI METROPOLITAINE BRETAGNE OUEST,cci metropolitaine bretagne ouest
SIREN,213502198,1,1,1,3,2-5,mairie de pipriac,mairie de pipriac,mairie de pipriac,mairie de pipriac,mairie de pipriac,mairie de pipriac
SIREN,515163479,1,1,1,3,2-5,CPAM Loire Atlantique,CPAM Loire Atlantique,cpam loire atlantique,cpam loire atlantique,CPAM Loire Atlantique,cpam loire atlantique
SIREN,217201631,1,1,1,3,2-5,COMMUNE DE LIGRON,COMMUNE DE LIGRON,commune de ligron,commune de ligron,COMMUNE DE LIGRON,commune de ligron
SIREN,218502904,1,1,2,3,2-5,Commune de Thiré,Commune de Thiré,commune de thire,commune de thire,Commune de Thiré,commune de thire
SIREN,267200558,1,1,2,3,2-5,CENTRE COMMUNAAL D'ACTION SOCIALE,CENTRE COMMUNAAL D'ACTION SOCIALE,centre communaal d action sociale,centre communaal d action sociale,CENTRE COMMUNAAL D'ACTION SOCIALE,centre communaal d action sociale
SIREN,197910292,1,1,1,3,2-5,LYCEE PROFESSIONNEL LEONARD DE VINCI,LYCEE PROFESSIONNEL LEONARD DE VINCI,lycee professionnel leonard de vinci,lycee professionnel leonard de vinci,LYCEE PROFESSIONNEL LEONARD DE VINCI,lycee professionnel leonard de vinci
SIREN,172101206,1,1,2,3,2-5,DISP Centre-Est Dijon,DISP Centre-Est Dijon,disp centre-est dijon,disp centre-est dijon,DISP Centre-Est Dijon,disp centre-est dijon
SIREN,217201557,1,1,2,3,2-5,COMMUNE DE LAIGNE EN BELIN,COMMUNE DE LAIGNE EN BELIN,commune de laigne en belin,commune de laigne en belin,COMMUNE DE LAIGNE EN BELIN,commune de laigne en belin
SIREN,264401555,1,1,2,3,2-5,CCAS DE CLISSON,CCAS DE CLISSON,ccas de clisson,ccas de clisson,CCAS DE CLISSON,ccas de clisson
SIREN,812827830,1,1,2,3,2-5,LOIRE-ATLANTIQUE NUMERIQUE,LOIRE-ATLANTIQUE NUMERIQUE,loire-atlantique numerique,loire-atlantique numerique,LOIRE-ATLANTIQUE NUMERIQUE,loire-atlantique numerique
SIREN,213500663,1,1,1,3,2-5,COMMUNE DE CHARTRES DE BRETAGNE,COMMUNE DE CHARTRES DE BRETAGNE,commune de chartres de bretagne,commune de chartres de bretagne,COMMUNE DE CHARTRES DE BRETAGNE,commune de chartres de bretagne
SIREN,214401457,1,1,2,3,2-5,Ville de Rouans,Ville de Rouans,ville de rouans,ville de rouans,Ville de Rouans,ville de rouans
SIREN,213702434,1,1,2,3,2-5,mairie de savonnieres,mairie de savonnieres,mairie de savonnieres,mairie de savonnieres,mairie de savonnieres,mairie de savonnieres
SIREN,214903296,1,1,1,3,2-5,Mairie de Savennières,Mairie de Savennières,mairie de savennieres,mairie de savennieres,Mairie de Savennières,mairie de savennieres
SIREN,264906702,1,1,2,3,2-5,GIBA 49,GIBA 49,giba 49,giba 49,GIBA 49,giba 49
SIREN,180046013,1,1,2,3,2-5,Centre des monuments nationaux,Centre des monuments nationaux,centre des monuments nationaux,centre des monuments nationaux,Centre des monuments nationaux,centre des monuments nationaux
SIREN,200083236,1,1,3,3,2-5,Commune d'Ancenis-Saint-Géréon,Commune d'Ancenis-Saint-Géréon,commune d ancenis-saint-gereon,commune d ancenis-saint-gereon,Commune d'Ancenis-Saint-Géréon,commune d ancenis-saint-gereon
SIREN,120067012,1,1,1,3,2-5,Ministère de l'écologie,Ministère de l'écologie,ministere de l ecologie,ministere de l ecologie,Ministère de l'écologie,ministere de l ecologie
SIREN,214401119,1,1,2,3,2-5,Commune de Notre Dame des Landes,Commune de Notre Dame des Landes,commune de notre dame des landes,commune de notre dame des landes,Commune de Notre Dame des Landes,commune de notre dame des landes
SIREN,582056149,1,1,1,3,2-5,BRGM,BRGM,brgm,brgm,BRGM,brgm
SIREN,217201979,1,1,1,3,2-5,Commune de Mézières-sous-Lavardin,Commune de Mézières-sous-Lavardin,commune de mezieres-sous-lavardin,commune de mezieres-sous-lavardin,Commune de Mézières-sous-Lavardin,commune de mezieres-sous-lavardin
SIREN,130024568,1,1,1,3,2-5,SGCD LOIRE-ATLANTIQUE,SGCD LOIRE-ATLANTIQUE,sgcd loire-atlantique,sgcd loire-atlantique,SGCD LOIRE-ATLANTIQUE,sgcd loire-atlantique
SIREN,200094118,1,1,1,3,2-5,SMAEP Brains-Souligné,SMAEP Brains-Souligné,smaep brains-souligne,smaep brains-souligne,SMAEP Brains-Souligné,smaep brains-souligne
SIREN,200075547,1,1,2,3,2-5,COMMUNE DE GENNES-VAL-DE-LOIRE,COMMUNE DE GENNES-VAL-DE-LOIRE,commune de gennes-val-de-loire,commune de gennes-val-de-loire,COMMUNE DE GENNES-VAL-DE-LOIRE,commune de gennes-val-de-loire
SIREN,211703962,1,1,1,3,2-5,MAIRIE DE SAINT SAUVEUR D'AUNIS,MAIRIE DE SAINT SAUVEUR D'AUNIS,mairie de saint sauveur d aunis,mairie de saint sauveur d aunis,MAIRIE DE SAINT SAUVEUR D'AUNIS,mairie de saint sauveur d aunis
SIREN,215001843,1,1,1,3,2-5,Commune de Flamanville,Commune de Flamanville,commune de flamanville,commune de flamanville,Commune de Flamanville,commune de flamanville
SIREN,242900744,1,1,1,3,2-5,POHER COMMUNAUTE,POHER COMMUNAUTE,poher communaute,poher communaute,POHER COMMUNAUTE,poher communaute
SIREN,265303321,1,1,3,3,2-5,EPSMS Mayenne,EPSMS Mayenne,epsms mayenne,epsms mayenne,EPSMS Mayenne,epsms mayenne
SIREN,200052702,1,1,2,3,2-5,MAIRIE DE BAUGE EN ANJOU,MAIRIE DE BAUGE EN ANJOU,mairie de bauge en anjou,mairie de bauge en anjou,MAIRIE DE BAUGE EN ANJOU,mairie de bauge en anjou
SIREN,218501559,1,1,3,3,2-5,Commune de Mouilleron Le Captif (85),Commune de Mouilleron Le Captif (85),commune de mouilleron le captif 85,commune de mouilleron le captif 85,Commune de Mouilleron Le Captif (85),commune de mouilleron le captif 85
SIREN,904099322,1,1,1,3,2-5,SCCV TERREATERRE,SCCV TERREATERRE,sccv terreaterre,sccv terreaterre,SCCV TERREATERRE,sccv terreaterre
SIREN,775668229,1,1,2,3,2-5,C.S.T.B,C.S.T.B,c s t b,c s t b,C.S.T.B,c s t b
SIREN,218501823,1,1,2,3,2-5,COMMUNE DE POUZAUGES,COMMUNE DE POUZAUGES,commune de pouzauges,commune de pouzauges,COMMUNE DE POUZAUGES,commune de pouzauges
SIREN,217803105,1,1,1,3,2-5,Commune de Houdan,Commune de Houdan,commune de houdan,commune de houdan,Commune de Houdan,commune de houdan
SIREN,200064582,1,1,1,3,2-5,COMMUNE DE BRISSAC LOIRE AUBANCE,COMMUNE DE BRISSAC LOIRE AUBANCE,commune de brissac loire aubance,commune de brissac loire aubance,COMMUNE DE BRISSAC LOIRE AUBANCE,commune de brissac loire aubance
SIREN,264100165,1,1,1,3,2-5,Ehpad Residence les Cygnes,Ehpad Residence les Cygnes,ehpad residence les cygnes,ehpad residence les cygnes,Ehpad Residence les Cygnes,ehpad residence les cygnes
SIREN,798868717,1,1,1,3,2-5,"Mixt,terrain d'arts Loire-Atlantique","Mixt,terrain d'arts Loire-Atlantique",mixt terrain d arts loire-atlantique,mixt terrain d arts loire-atlantique,"Mixt,terrain d'arts Loire-Atlantique",mixt terrain d arts loire-atlantique
SIREN,200084283,1,1,2,3,2-5,Commune de Rives du Loir en Anjou (49),Commune de Rives du Loir en Anjou (49),commune de rives du loir en anjou 49,commune de rives du loir en anjou 49,Commune de Rives du Loir en Anjou (49),commune de rives du loir en anjou 49
SIREN,200082154,1,1,1,3,2-5,EHPAD - RESIDENCE LES CORDELIERS,EHPAD - RESIDENCE LES CORDELIERS,ehpad - residence les cordeliers,ehpad - residence les cordeliers,EHPAD - RESIDENCE LES CORDELIERS,ehpad - residence les cordeliers
SIREN,244900924,1,1,1,2,2-5,Communauté de Communes du Loir,Communauté de Communes du Loir,communaute de communes du loir,communaute de communes du loir,Communauté de Communes du Loir,communaute de communes du loir
SIREN,174400010,1,1,1,2,2-5,Préfecture,Préfecture,prefecture,prefecture,Préfecture,prefecture
SIREN,257200535,1,1,1,2,2-5,SIAEP DE PONTVALLAIN,SIAEP DE PONTVALLAIN,siaep de pontvallain,siaep de pontvallain,SIAEP DE PONTVALLAIN,siaep de pontvallain
SIREN,214902488,1,1,1,2,2-5,POUANCE,POUANCE,pouance,pouance,POUANCE,pouance
SIREN,244900668,1,1,1,2,2-5,Communauté de Communes du Bocage,Communauté de Communes du Bocage,communaute de communes du bocage,communaute de communes du bocage,Communauté de Communes du Bocage,communaute de communes du bocage
SIREN,214400970,1,1,2,2,2-5,Mairie de Mesquer,Mairie de Mesquer,mairie de mesquer,mairie de mesquer,Mairie de Mesquer,mairie de mesquer
SIREN,217202563,1,1,2,2,2-5,Commune Rouez en Champagne,Commune Rouez en Champagne,commune rouez en champagne,commune rouez en champagne,Commune Rouez en Champagne,commune rouez en champagne
SIREN,265300087,1,1,1,2,2-5,Centre Hospitalier du Haut Anjou,Centre Hospitalier du Haut Anjou,centre hospitalier du haut anjou,centre hospitalier du haut anjou,Centre Hospitalier du Haut Anjou,centre hospitalier du haut anjou
SIREN,247200496,1,1,2,2,2-5,Communauté Communes Pays Calaisien,Communauté Communes Pays Calaisien,communaute communes pays calaisien,communaute communes pays calaisien,Communauté Communes Pays Calaisien,communaute communes pays calaisien
SIREN,244900833,1,1,2,2,2-5,Communauté de Communes Loire-Layon,Communauté de Communes Loire-Layon,communaute de communes loire-layon,communaute de communes loire-layon,Communauté de Communes Loire-Layon,communaute de communes loire-layon
SIREN,247200694,1,1,2,2,2-5,CDC DU PAYS MAROLLAIS,CDC DU PAYS MAROLLAIS,cdc du pays marollais,cdc du pays marollais,CDC DU PAYS MAROLLAIS,cdc du pays marollais
SIREN,247200587,1,1,2,2,2-5,COMMUNAUTE DE COMMUNES DU SAOSNOIS,COMMUNAUTE DE COMMUNES DU SAOSNOIS,communaute de communes du saosnois,communaute de communes du saosnois,COMMUNAUTE DE COMMUNES DU SAOSNOIS,communaute de communes du saosnois
SIREN,217200583,1,1,2,2,2-5,Ville de Changé,Ville de Changé,ville de change,ville de change,Ville de Changé,ville de change
SIREN,244400693,1,1,1,2,2-5,Cté de Cnes Loire et Sillon,Cté de Cnes Loire et Sillon,cte de cnes loire et sillon,cte de cnes loire et sillon,Cté de Cnes Loire et Sillon,cte de cnes loire et sillon
SIREN,267200020,1,1,1,2,2-5,CHL Tilleuls Sillé le Guillaume,CHL Tilleuls Sillé le Guillaume,chl tilleuls sille le guillaume,chl tilleuls sille le guillaume,CHL Tilleuls Sillé le Guillaume,chl tilleuls sille le guillaume
SIREN,561820481,1,1,2,2,2-5,SA Le Foyer,SA Le Foyer,sa le foyer,sa le foyer,SA Le Foyer,sa le foyer
SIREN,248500456,1,1,1,2,2-5,CC du Pays de Palluau,CC du Pays de Palluau,cc du pays de palluau,cc du pays de palluau,CC du Pays de Palluau,cc du pays de palluau
SIREN,130008899,1,1,2,2,2-5,DCSCA,DCSCA,dcsca,dcsca,DCSCA,dcsca
SIREN,264900465,1,1,2,2,2-5,Centre Hospitalier Layon-Aubance,Centre Hospitalier Layon-Aubance,centre hospitalier layon-aubance,centre hospitalier layon-aubance,Centre Hospitalier Layon-Aubance,centre hospitalier layon-aubance
SIREN,200054435,1,1,2,2,2-5,CENTRE COMMUNAL D ACTION SOCIALE,CENTRE COMMUNAL D ACTION SOCIALE,centre communal d action sociale,centre communal d action sociale,CENTRE COMMUNAL D ACTION SOCIALE,centre communal d action sociale
SIREN,200052587,1,1,2,2,2-5,SYNDICAT MIXTE OUVERT ANJOU NUMERIQUE,SYNDICAT MIXTE OUVERT ANJOU NUMERIQUE,syndicat mixte ouvert anjou numerique,syndicat mixte ouvert anjou numerique,SYNDICAT MIXTE OUVERT ANJOU NUMERIQUE,syndicat mixte ouvert anjou numerique
SIREN,120006051,1,1,1,2,2-5,Ministère des Affaires étrangères,Ministère des Affaires étrangères,ministere des affaires etrangeres,ministere des affaires etrangeres,Ministère des Affaires étrangères,ministere des affaires etrangeres
SIREN,264400458,1,1,1,2,2-5,Résidence Andrée Rochefort,Résidence Andrée Rochefort,residence andree rochefort,residence andree rochefort,Résidence Andrée Rochefort,residence andree rochefort
SIREN,217201433,1,1,2,2,2-5,COMMUNE DU GRAND-LUCE,COMMUNE DU GRAND-LUCE,commune du grand-luce,commune du grand-luce,COMMUNE DU GRAND-LUCE,commune du grand-luce
SIREN,194920617,1,1,2,2,2-5,Lycée Auguste et Jean Renoir,Lycée Auguste et Jean Renoir,lycee auguste et jean renoir,lycee auguste et jean renoir,Lycée Auguste et Jean Renoir,lycee auguste et jean renoir
SIREN,214402125,1,1,2,2,2-5,Commune de Vallet,Commune de Vallet,commune de vallet,commune de vallet,Commune de Vallet,commune de vallet
SIREN,200054286,1,1,2,2,2-5,CTRE COM D ACT SOC D ESSARTS EN BOCAGE,CTRE COM D ACT SOC D ESSARTS EN BOCAGE,ctre com d act soc d essarts en bocage,ctre com d act soc d essarts en bocage,CTRE COM D ACT SOC D ESSARTS EN BOCAGE,ctre com d act soc d essarts en bocage
SIREN,815158712,1,1,1,2,2-5,INSTITUT 4.10,INSTITUT 4.10,institut 4 10,institut 4 10,INSTITUT 4.10,institut 4 10
SIREN,241700434,1,1,1,2,2-5,CDA LA ROCHELLE,CDA LA ROCHELLE,cda la rochelle,cda la rochelle,CDA LA ROCHELLE,cda la rochelle
SIREN,218500601,1,1,1,2,2-5,Château d'Olonne,Château d'Olonne,chateau d olonne,chateau d olonne,Château d'Olonne,chateau d olonne
SIREN,217202761,1,1,1,2,2-5,Commune de Saint Cosme-en-Vairais,Commune de Saint Cosme-en-Vairais,commune de saint cosme-en-vairais,commune de saint cosme-en-vairais,Commune de Saint Cosme-en-Vairais,commune de saint cosme-en-vairais
SIREN,214902017,1,1,2,2,2-5,Ville de la Ménitré,Ville de la Ménitré,ville de la menitre,ville de la menitre,Ville de la Ménitré,ville de la menitre
SIREN,215600586,1,1,1,2,2-5,Mairie de FEREL,Mairie de FEREL,mairie de ferel,mairie de ferel,Mairie de FEREL,mairie de ferel
SIREN,753756824,1,1,1,2,2-5,GCS Cité Sanitaire,GCS Cité Sanitaire,gcs cite sanitaire,gcs cite sanitaire,GCS Cité Sanitaire,gcs cite sanitaire
SIREN,214401986,1,1,1,2,2-5,COMMUNE DES SORINIERES,COMMUNE DES SORINIERES,commune des sorinieres,commune des sorinieres,COMMUNE DES SORINIERES,commune des sorinieres
SIREN,378510747,1,1,2,2,2-5,D D R N,D D R N,d d r n,d d r n,D D R N,d d r n
SIREN,130535008,1,1,2,2,2-5,ONIRIS,ONIRIS,oniris,oniris,ONIRIS,oniris
SIREN,215601626,1,1,1,2,2-5,Commune de Ploemeur,Commune de Ploemeur,commune de ploemeur,commune de ploemeur,Commune de Ploemeur,commune de ploemeur
SIREN,264402710,1,1,1,2,2-5,IPHV LES HAUTS THEBAUDIERES,IPHV LES HAUTS THEBAUDIERES,iphv les hauts thebaudieres,iphv les hauts thebaudieres,IPHV LES HAUTS THEBAUDIERES,iphv les hauts thebaudieres
SIREN,385290309,1,1,1,2,2-5,ADEME,ADEME,ademe,ademe,ADEME,ademe
SIREN,130006008,1,1,2,2,2-5,ARS Pays de La Loire,ARS Pays de La Loire,ars pays de la loire,ars pays de la loire,ARS Pays de La Loire,ars pays de la loire
SIREN,851014506,1,1,2,2,2-5,L.A. Géo-Data,L.A. Géo-Data,l a geo-data,l a geo-data,L.A. Géo-Data,l a geo-data
SIREN,264906603,1,1,2,2,2-5,CIAS LE BOIS CLAIRAY,CIAS LE BOIS CLAIRAY,cias le bois clairay,cias le bois clairay,CIAS LE BOIS CLAIRAY,cias le bois clairay
SIREN,214900904,1,1,2,2,2-5,COMMUNE DE CHEFFES,COMMUNE DE CHEFFES,commune de cheffes,commune de cheffes,COMMUNE DE CHEFFES,commune de cheffes
SIREN,212202071,1,1,2,2,2-5,Mairie de Plouaret,Mairie de Plouaret,mairie de plouaret,mairie de plouaret,Mairie de Plouaret,mairie de plouaret
SIREN,217201912,1,1,1,2,2-5,Mairie de Mayet,Mairie de Mayet,mairie de mayet,mairie de mayet,Mairie de Mayet,mairie de mayet
SIREN,786055293,1,1,1,2,2-5,BTP-CFA PAYS DE LA LOIRE,BTP-CFA PAYS DE LA LOIRE,btp-cfa pays de la loire,btp-cfa pays de la loire,BTP-CFA PAYS DE LA LOIRE,btp-cfa pays de la loire
SIREN,200072692,1,1,1,2,2-5,CC DES VALLEES DE LA BRAYE ET ANILLE,CC DES VALLEES DE LA BRAYE ET ANILLE,cc des vallees de la braye et anille,cc des vallees de la braye et anille,CC DES VALLEES DE LA BRAYE ET ANILLE,cc des vallees de la braye et anille
SIREN,200082576,1,1,2,2,2-5,Ville de Chacé,Ville de Chacé,ville de chace,ville de chace,Ville de Chacé,ville de chace
SIREN,027080076,1,1,2,2,2-5,SEMIE,SEMIE,semie,semie,SEMIE,semie
SIREN,218500866,1,1,1,2,2-5,Falleron,Falleron,falleron,falleron,Falleron,falleron
SIREN,110006012,1,1,2,2,2-5,Ministère des Affaires étrangères,Ministère des Affaires étrangères,ministere des affaires etrangeres,ministere des affaires etrangeres,Ministère des Affaires étrangères,ministere des affaires etrangeres
SIREN,200059962,1,1,2,2,2-5,Rives de l'Yon,Rives de l'Yon,rives de l yon,rives de l yon,Rives de l'Yon,rives de l yon
SIREN,214400988,1,1,1,2,2-5,MAIRIE DE MISSILLAC,MAIRIE DE MISSILLAC,mairie de missillac,mairie de missillac,MAIRIE DE MISSILLAC,mairie de missillac
SIREN,214401762,1,1,1,2,2-5,commune de Saint Malo de Guersac,commune de Saint Malo de Guersac,commune de saint malo de guersac,commune de saint malo de guersac,commune de Saint Malo de Guersac,commune de saint malo de guersac
SIREN,213501273,1,1,2,2,2-5,Commune de GUIGNEN,Commune de GUIGNEN,commune de guignen,commune de guignen,Commune de GUIGNEN,commune de guignen
SIREN,218501641,1,1,2,2,2-5,Commune de Notre Dame de Monts,Commune de Notre Dame de Monts,commune de notre dame de monts,commune de notre dame de monts,Commune de Notre Dame de Monts,commune de notre dame de monts
SIREN,802596031,1,1,2,2,2-5,EPSILON CENTRALE D'ACHAT INFORMATIQUE,EPSILON CENTRALE D'ACHAT INFORMATIQUE,epsilon centrale d achat informatique,epsilon centrale d achat informatique,EPSILON CENTRALE D'ACHAT INFORMATIQUE,epsilon centrale d achat informatique
SIREN,200057433,1,1,1,2,2-5,COMMUNE DE LOIRE AUTHION,COMMUNE DE LOIRE AUTHION,commune de loire authion,commune de loire authion,COMMUNE DE LOIRE AUTHION,commune de loire authion
SIREN,438605107,1,1,2,2,2-5,ASSOCIATION DE GESTION DES RIA DU MANS,ASSOCIATION DE GESTION DES RIA DU MANS,association de gestion des ria du mans,association de gestion des ria du mans,ASSOCIATION DE GESTION DES RIA DU MANS,association de gestion des ria du mans
SIREN,267200095,1,1,1,2,2-5,EHPAD Résidence Amicie,EHPAD Résidence Amicie,ehpad residence amicie,ehpad residence amicie,EHPAD Résidence Amicie,ehpad residence amicie
SIREN,266900299,1,1,2,2,2-5,Crédit Municipal de Lyon,Crédit Municipal de Lyon,credit municipal de lyon,credit municipal de lyon,Crédit Municipal de Lyon,credit municipal de lyon
SIREN,215301813,1,1,2,2,2-5,Commune de PONTMAIN,Commune de PONTMAIN,commune de pontmain,commune de pontmain,Commune de PONTMAIN,commune de pontmain
SIREN,217202472,1,1,2,2,2-5,Commune de Pruillé le Chétif,Commune de Pruillé le Chétif,commune de pruille le chetif,commune de pruille le chetif,Commune de Pruillé le Chétif,commune de pruille le chetif
SIREN,151000023,1,1,1,2,2-5,EMA/DCSSA/DAPS-SSA,EMA/DCSSA/DAPS-SSA,ema dcssa daps-ssa,ema dcssa daps-ssa,EMA/DCSSA/DAPS-SSA,ema dcssa daps-ssa
SIREN,217202266,1,1,2,2,2-5,Commune de Oizé,Commune de Oizé,commune de oize,commune de oize,Commune de Oizé,commune de oize
SIREN,194400693,1,1,1,2,2-5,LYCEE ARISTIDE BRIAND,LYCEE ARISTIDE BRIAND,lycee aristide briand,lycee aristide briand,LYCEE ARISTIDE BRIAND,lycee aristide briand
SIREN,892370974,1,1,1,2,2-5,CCI METROPOLITAINE BRETAGNE OUEST,CCI METROPOLITAINE BRETAGNE OUEST,cci metropolitaine bretagne ouest,cci metropolitaine bretagne ouest,CCI METROPOLITAINE BRETAGNE OUEST,cci metropolitaine bretagne ouest
SIREN,265302240,1,1,1,2,2-5,residence autonomie les rosiers,residence autonomie les rosiers,residence autonomie les rosiers,residence autonomie les rosiers,residence autonomie les rosiers,residence autonomie les rosiers
SIREN,217201128,1,1,1,2,2-5,Mairie de Dangeul,Mairie de Dangeul,mairie de dangeul,mairie de dangeul,Mairie de Dangeul,mairie de dangeul
SIREN,829241629,1,1,2,2,2-5,Ferme Experimentale Laitiere Des Trino,Ferme Experimentale Laitiere Des Trino,ferme experimentale laitiere des trino,ferme experimentale laitiere des trino,Ferme Experimentale Laitiere Des Trino,ferme experimentale laitiere des trino
SIREN,218502623,1,1,2,2,2-5,Saint Philbert de Bouaine,Saint Philbert de Bouaine,saint philbert de bouaine,saint philbert de bouaine,Saint Philbert de Bouaine,saint philbert de bouaine
SIREN,200035335,1,1,1,2,2-5,Pôle métropolitain Nantes St-Nazaire,Pôle métropolitain Nantes St-Nazaire,pole metropolitain nantes st-nazaire,pole metropolitain nantes st-nazaire,Pôle métropolitain Nantes St-Nazaire,pole metropolitain nantes st-nazaire
SIREN,214401002,1,1,1,2,2-5,Commune de Monnières,Commune de Monnières,commune de monnieres,commune de monnieres,Commune de Monnières,commune de monnieres
SIREN,173301201,1,1,2,2,2-5,DISP BORDEAUX,DISP BORDEAUX,disp bordeaux,disp bordeaux,DISP BORDEAUX,disp bordeaux
SIREN,786338871,1,1,2,2,2-5,Caf de la Sarthe,Caf de la Sarthe,caf de la sarthe,caf de la sarthe,Caf de la Sarthe,caf de la sarthe
SIREN,432877595,1,1,1,2,2-5,CORLAB,CORLAB,corlab,corlab,CORLAB,corlab
SIREN,200058766,1,1,1,2,2-5,S.I.A.E.P. de Conlie,S.I.A.E.P. de Conlie,s i a e p de conlie,s i a e p de conlie,S.I.A.E.P. de Conlie,s i a e p de conlie
SIREN,217901628,1,1,1,2,2-5,COMMUNE DE MAGNE,COMMUNE DE MAGNE,commune de magne,commune de magne,COMMUNE DE MAGNE,commune de magne
SIREN,218500429,1,1,1,2,2-5,COMMUNE DE CHAILLE LES MARAIS,COMMUNE DE CHAILLE LES MARAIS,commune de chaille les marais,commune de chaille les marais,COMMUNE DE CHAILLE LES MARAIS,commune de chaille les marais
SIREN,910192111,1,1,1,2,2-5,SPL Restauration Presqu'île,SPL Restauration Presqu'île,spl restauration presqu ile,spl restauration presqu ile,SPL Restauration Presqu'île,spl restauration presqu ile
SIREN,130026172,1,1,1,2,2-5,GIP NUMERIQUE DE BRETAGNE,GIP NUMERIQUE DE BRETAGNE,gip numerique de bretagne,gip numerique de bretagne,GIP NUMERIQUE DE BRETAGNE,gip numerique de bretagne
SIREN,215301888,1,1,2,2,2-5,COMMUNE DE RENAZE,COMMUNE DE RENAZE,commune de renaze,commune de renaze,COMMUNE DE RENAZE,commune de renaze
SIREN,200077162,1,1,1,2,2-5,COMMUNE LE LUDE,COMMUNE LE LUDE,commune le lude,commune le lude,COMMUNE LE LUDE,commune le lude
SIREN,777629288,1,1,1,2,2-5,ILDYS,ILDYS,ildys,ildys,ILDYS,ildys
SIREN,217203256,1,1,1,2,2-5,MAIRIE DE SAINT VINCENT DU LOROUER,MAIRIE DE SAINT VINCENT DU LOROUER,mairie de saint vincent du lorouer,mairie de saint vincent du lorouer,MAIRIE DE SAINT VINCENT DU LOROUER,mairie de saint vincent du lorouer
SIREN,217200526,1,1,1,2,2-5,Commune de Chahaignes,Commune de Chahaignes,commune de chahaignes,commune de chahaignes,Commune de Chahaignes,commune de chahaignes
SIREN,200079077,1,1,2,2,2-5,SYNDICAT MIXTE EDENN,SYNDICAT MIXTE EDENN,syndicat mixte edenn,syndicat mixte edenn,SYNDICAT MIXTE EDENN,syndicat mixte edenn
SIREN,212201792,1,1,1,2,2-5,Commune de Frehel,Commune de Frehel,commune de frehel,commune de frehel,Commune de Frehel,commune de frehel
SIREN,255300634,1,1,2,2,2-5,SIAEP de Grazay-Jublains-Marcillé,SIAEP de Grazay-Jublains-Marcillé,siaep de grazay-jublains-marcille,siaep de grazay-jublains-marcille,SIAEP de Grazay-Jublains-Marcillé,siaep de grazay-jublains-marcille
SIREN,788674638,1,1,1,2,2-5,ANJOU ATLANTIQUE ACCESSION,ANJOU ATLANTIQUE ACCESSION,anjou atlantique accession,anjou atlantique accession,ANJOU ATLANTIQUE ACCESSION,anjou atlantique accession
SIREN,840423198,1,1,1,2,2-5,ANGERS LOIRE ECO,ANGERS LOIRE ECO,angers loire eco,angers loire eco,ANGERS LOIRE ECO,angers loire eco
SIREN,200006971,1,1,1,2,2-5,Communauté de Communes du Perche,Communauté de Communes du Perche,communaute de communes du perche,communaute de communes du perche,Communauté de Communes du Perche,communaute de communes du perche
SIREN,217201227,1,1,2,2,2-5,COMMUNE DE DUNEAU,COMMUNE DE DUNEAU,commune de duneau,commune de duneau,COMMUNE DE DUNEAU,commune de duneau
SIREN,130025166,1,1,1,2,2-5,Direction Interrégionale Douanes NAq,Direction Interrégionale Douanes NAq,direction interregionale douanes naq,direction interregionale douanes naq,Direction Interrégionale Douanes NAq,direction interregionale douanes naq
SIREN,413557760,1,1,2,2,2-5,MFR Les Sables d'Olonne,MFR Les Sables d'Olonne,mfr les sables d olonne,mfr les sables d olonne,MFR Les Sables d'Olonne,mfr les sables d olonne
SIREN,213700115,1,1,2,2,2-5,Société d'équipement de la Touraine,Société d'équipement de la Touraine,societe d equipement de la touraine,societe d equipement de la touraine,Société d'équipement de la Touraine,societe d equipement de la touraine
SIREN,775685316,1,1,2,2,2-5,FILIERIS,FILIERIS,filieris,filieris,FILIERIS,filieris
SIREN,254902505,1,1,2,2,2-5,ANGERS NANTES OPERA syndicat mixte,ANGERS NANTES OPERA syndicat mixte,angers nantes opera syndicat mixte,angers nantes opera syndicat mixte,ANGERS NANTES OPERA syndicat mixte,angers nantes opera syndicat mixte
SIREN,214901928,1,1,1,2,2-5,Mairie de Maulévrier,Mairie de Maulévrier,mairie de maulevrier,mairie de maulevrier,Mairie de Maulévrier,mairie de maulevrier
SIREN,214902660,1,1,1,2,2-5,Commune de Saint Augustin des Bois,Commune de Saint Augustin des Bois,commune de saint augustin des bois,commune de saint augustin des bois,Commune de Saint Augustin des Bois,commune de saint augustin des bois
