notice_family_id,notice_id,publication_date,lifecycle_role,schema_family,first_call_date,delay_days
NF026781,20-76152,2020-06-15,CORRECTION,LEGACY,2020-06-12,3
NF026523,20-86710,2020-07-10,CORRECTION,LEGACY,2020-06-28,12
NF026621,20-86269,2020-07-06,CORRECTION,LEGACY,2020-06-19,17
NF026816,20-91243,2020-07-17,CORRECTION,LEGACY,2020-06-19,28
NF027121,20-94122,2020-07-23,CORRECTION,LEGACY,2020-07-15,8
NF027283,20-95322,2020-07-27,CORRECTION,LEGACY,2020-07-13,14
NF027072,20-96915,2020-07-30,CORRECTION,LEGACY,2020-07-15,15
NF027286,20-96924,2020-07-30,CORRECTION,LEGACY,2020-06-04,56
NF027244,20-97936,2020-07-31,CORRECTION,LEGACY,2020-07-15,16
NF026468,20-89386,2020-07-12,CORRECTION,LEGACY,2020-05-20,53
NF027174,20-90192,2020-07-17,CORRECTION,LEGACY,2020-07-03,14
NF026517,20-91237,2020-07-19,CORRECTION,LEGACY,2020-06-21,28
NF025662,20-90601,2020-07-16,CORRECTION,LEGACY,2020-03-05,133
NF026903,20-95467,2020-07-27,CORRECTION,LEGACY,2020-07-06,21
NF026897,20-90135,2020-07-17,CORRECTION,LEGACY,2020-07-03,14
NF026637,20-88617,2020-07-09,CORRECTION,LEGACY,2020-06-25,14
NF027094,20-91352,2020-07-22,CORRECTION,LEGACY,2020-07-02,20
NF026627,20-87343,2020-07-07,CORRECTION,LEGACY,2020-06-26,11
NF027184,20-90890,2020-07-16,CORRECTION,LEGACY,2020-07-08,8
NF027094,20-85371,2020-07-05,CORRECTION,LEGACY,2020-07-02,3
NF027150,20-94860,2020-07-26,CORRECTION,LEGACY,2020-07-09,17
NF026796,20-84745,2020-07-04,CORRECTION,LEGACY,2020-06-21,13
NF027280,20-88546,2020-07-09,CORRECTION,LEGACY,2020-07-07,2
NF027075,20-94243,2020-07-23,CORRECTION,LEGACY,2020-07-16,7
NF026635,20-86354,2020-07-06,CORRECTION,LEGACY,2020-06-17,19
NF026706,20-93117,2020-07-23,CORRECTION,LEGACY,2020-06-25,28
NF026517,20-96061,2020-07-30,CORRECTION,LEGACY,2020-06-21,39
NF026193,20-87453,2020-07-08,CORRECTION,LEGACY,2020-05-15,54
NF026961,20-88271,2020-07-09,CORRECTION,LEGACY,2020-07-07,2
NF027277,20-89164,2020-07-10,CORRECTION,LEGACY,2020-07-02,8
NF027181,20-93075,2020-07-21,CORRECTION,LEGACY,2020-07-07,14
NF026743,20-82639,2020-07-01,CORRECTION,LEGACY,2020-06-05,26
NF026200,20-83477,2020-07-01,CORRECTION,LEGACY,2020-05-20,42
NF026617,20-85191,2020-07-02,CORRECTION,LEGACY,2020-06-17,15
NF027288,20-95792,2020-07-28,CORRECTION,LEGACY,2020-07-27,1
NF026752,20-84314,2020-07-03,CORRECTION,LEGACY,2020-06-26,7
NF027019,20-94982,2020-07-26,CORRECTION,LEGACY,2020-07-03,23
NF027286,20-93536,2020-07-22,CORRECTION,LEGACY,2020-06-04,48
NF026883,20-96772,2020-08-05,CORRECTION,LEGACY,2020-07-11,25
NF027058,20-99384,2020-08-07,CORRECTION,LEGACY,2020-07-25,13
NF027056,20-100956,2020-08-14,CORRECTION,LEGACY,2020-07-23,22
NF027052,20-101499,2020-08-15,CORRECTION,LEGACY,2020-07-18,28
NF027167,20-103389,2020-08-20,CORRECTION,LEGACY,2020-07-26,25
NF027210,20-106912,2020-08-30,CORRECTION,LEGACY,2020-07-10,51
NF027027,20-105968,2020-08-26,CORRECTION,LEGACY,2020-07-15,42
NF026729,20-100780,2020-08-10,CORRECTION,LEGACY,2020-06-25,46
NF027298,20-103527,2020-08-21,CORRECTION,LEGACY,2020-08-02,19
NF027016,20-106834,2020-08-30,CORRECTION,LEGACY,2020-07-01,60
NF026984,20-106365,2020-08-27,CORRECTION,LEGACY,2020-05-26,93
NF026936,20-98533,2020-08-05,CORRECTION,LEGACY,2020-07-10,26
NF027000,20-98969,2020-08-06,CORRECTION,LEGACY,2020-07-15,22
NF022202,20-94765,2020-08-27,MODIFICATION,LEGACY,2019-06-26,428
NF027183,20-105313,2020-08-25,CORRECTION,LEGACY,2020-07-08,48
NF027374,20-105943,2020-08-26,CORRECTION,LEGACY,2020-08-24,2
NF027137,20-98730,2020-08-04,CORRECTION,LEGACY,2020-07-31,4
NF027461,20-106481,2020-08-28,CORRECTION,LEGACY,2020-08-27,1
NF026916,20-106940,2020-08-29,CORRECTION,LEGACY,2020-07-24,36
NF027501,20-101011,2020-08-12,CORRECTION,LEGACY,2020-08-06,6
NF027242,20-102206,2020-08-13,CORRECTION,LEGACY,2020-07-10,34
NF026470,20-98715,2020-08-06,CORRECTION,LEGACY,2020-05-24,74
NF027280,20-104101,2020-08-20,CORRECTION,LEGACY,2020-07-07,44
NF027234,20-106651,2020-08-28,CORRECTION,LEGACY,2020-07-07,52
NF026950,20-99382,2020-08-07,CORRECTION,LEGACY,2020-07-24,14
NF026993,20-105587,2020-08-27,CORRECTION,LEGACY,2020-07-09,49
NF027277,20-104051,2020-08-20,CORRECTION,LEGACY,2020-07-02,49
NF027233,20-106637,2020-08-28,CORRECTION,LEGACY,2020-07-07,52
NF027324,20-106315,2020-08-27,CANCELLATION,LEGACY,2020-08-13,14
NF026887,20-107551,2020-09-03,CORRECTION,LEGACY,2020-07-17,48
NF027446,20-113739,2020-09-19,CORRECTION,LEGACY,2020-08-06,44
NF027706,20-114919,2020-09-23,CORRECTION,LEGACY,2020-09-17,6
NF027417,20-117720,2020-09-27,CORRECTION,LEGACY,2020-08-09,49
NF026810,20-108377,2020-09-03,CORRECTION,LEGACY,2020-05-04,122
NF027758,20-109491,2020-09-07,CORRECTION,LEGACY,2020-09-03,4
NF027590,20-117546,2020-09-25,CORRECTION,LEGACY,2020-09-22,3
NF027756,20-112607,2020-09-14,CORRECTION,LEGACY,2020-09-01,13
NF027128,20-112658,2020-09-15,CORRECTION,LEGACY,2020-07-21,56
NF027453,20-117705,2020-09-25,CORRECTION,LEGACY,2020-08-07,49
NF027479,20-108357,2020-09-05,CORRECTION,LEGACY,2020-08-26,10
NF027336,20-116226,2020-09-25,CORRECTION,LEGACY,2020-08-22,34
NF026918,20-111348,2020-09-10,CORRECTION,LEGACY,2020-07-28,44
NF026625,20-114659,2020-09-18,CORRECTION,LEGACY,2020-06-25,85
NF027194,20-117901,2020-09-28,CORRECTION,LEGACY,2020-07-17,73
NF027632,20-118934,2020-09-29,CORRECTION,LEGACY,2020-09-08,21
NF027857,20-119165,2020-09-30,CORRECTION,LEGACY,2020-09-17,13
NF027423,20-116729,2020-09-26,CORRECTION,LEGACY,2020-08-28,29
NF027835,20-118290,2020-09-30,CORRECTION,LEGACY,2020-09-13,17
NF027405,20-112835,2020-09-15,CORRECTION,LEGACY,2020-08-28,18
NF027076,20-113376,2020-09-16,CORRECTION,LEGACY,2020-07-17,61
NF027405,20-114744,2020-09-18,CORRECTION,LEGACY,2020-08-28,21
NF027764,20-116198,2020-09-23,CORRECTION,LEGACY,2020-09-10,13
NF026943,20-116642,2020-09-26,CORRECTION,LEGACY,2020-07-15,73
NF027344,20-108337,2020-09-03,CORRECTION,LEGACY,2020-08-10,24
NF027202,20-113426,2020-09-16,CORRECTION,LEGACY,2020-07-31,47
NF027724,20-117896,2020-09-28,CORRECTION,LEGACY,2020-09-14,14
NF027641,20-119419,2020-09-30,CORRECTION,LEGACY,2020-09-29,1
NF027837,20-116427,2020-09-25,CORRECTION,LEGACY,2020-09-13,12
NF027586,20-119246,2020-09-30,CORRECTION,LEGACY,2020-09-21,9
NF026940,20-110225,2020-09-10,CORRECTION,LEGACY,2020-07-12,60
NF026706,20-113054,2020-09-17,CORRECTION,LEGACY,2020-06-25,84
NF027449,20-117297,2020-09-27,CORRECTION,LEGACY,2020-08-30,28
NF027013,20-117461,2020-09-27,CORRECTION,LEGACY,2020-07-31,58
NF027456,20-109215,2020-09-04,CORRECTION,LEGACY,2020-08-13,22
NF027457,20-115182,2020-09-21,CORRECTION,LEGACY,2020-08-14,38
NF027319,20-115341,2020-09-21,CORRECTION,LEGACY,2020-08-27,25
NF027833,20-124656,2020-10-14,CORRECTION,LEGACY,2020-09-12,32
NF027985,20-127061,2020-10-18,CORRECTION,LEGACY,2020-10-02,16
NF028167,20-129341,2020-10-23,CORRECTION,LEGACY,2020-10-17,6
NF028260,20-120994,2020-10-05,CORRECTION,LEGACY,2020-10-01,4
NF027453,20-121832,2020-10-06,CORRECTION,LEGACY,2020-08-07,60
NF027684,20-130570,2020-10-23,CORRECTION,LEGACY,2020-09-23,30
NF028092,20-131596,2020-10-26,CORRECTION,LEGACY,2020-10-13,13
NF021862,20-129683,2020-10-23,CORRECTION,LEGACY,2019-05-24,518
NF027818,20-122351,2020-10-07,CORRECTION,LEGACY,2020-09-21,16
NF027688,20-127209,2020-10-16,CORRECTION,LEGACY,2020-09-28,18
NF027539,20-119742,2020-10-01,CORRECTION,LEGACY,2020-09-10,21
NF027605,20-120628,2020-10-04,CORRECTION,LEGACY,2020-09-03,31
NF027985,20-125471,2020-10-15,CORRECTION,LEGACY,2020-10-02,13
NF028280,20-127907,2020-10-21,CORRECTION,LEGACY,2020-10-16,5
NF027887,20-132236,2020-10-29,CORRECTION,LEGACY,2020-10-24,5
NF027991,20-132405,2020-10-30,CORRECTION,LEGACY,2020-10-21,9
NF028065,20-128755,2020-10-22,CORRECTION,LEGACY,2020-10-14,8
NF027704,20-128915,2020-10-22,CORRECTION,LEGACY,2020-09-10,42
NF027706,20-130738,2020-10-25,CORRECTION,LEGACY,2020-09-17,38
NF028094,20-126935,2020-10-16,CANCELLATION,LEGACY,2020-10-15,1
NF027866,20-133045,2020-10-29,CORRECTION,LEGACY,2020-09-30,29
NF027417,20-121711,2020-10-08,CORRECTION,LEGACY,2020-08-09,60
NF028152,20-125315,2020-10-15,CORRECTION,LEGACY,2020-10-01,14
NF027797,20-126664,2020-10-17,CORRECTION,LEGACY,2020-09-23,24
NF027334,20-128684,2020-10-23,CORRECTION,LEGACY,2020-08-15,69
NF028306,20-125995,2020-10-14,CORRECTION,LEGACY,2020-10-09,5
NF028241,20-125998,2020-10-14,CORRECTION,LEGACY,2020-10-09,5
NF027913,20-127867,2020-10-19,CORRECTION,LEGACY,2020-10-16,3
NF028280,20-129986,2020-10-24,CORRECTION,LEGACY,2020-10-16,8
NF028153,20-130982,2020-10-25,CORRECTION,LEGACY,2020-10-02,23
NF027581,20-123663,2020-10-09,CORRECTION,LEGACY,2020-09-15,24
NF028093,20-126646,2020-10-15,CORRECTION,LEGACY,2020-10-14,1
NF027334,20-120980,2020-10-07,CORRECTION,LEGACY,2020-08-15,53
NF027733,20-124893,2020-10-12,CORRECTION,LEGACY,2020-09-30,12
NF028046,20-132464,2020-10-28,CORRECTION,LEGACY,2020-10-16,12
NF027911,20-131600,2020-10-26,CORRECTION,LEGACY,2020-10-14,12
NF027856,20-119951,2020-10-01,CORRECTION,LEGACY,2020-09-14,17
NF027566,20-122294,2020-10-09,CORRECTION,LEGACY,2020-09-13,26
NF027797,20-123238,2020-10-10,CORRECTION,LEGACY,2020-09-23,17
NF027423,20-125270,2020-10-15,CORRECTION,LEGACY,2020-08-28,48
NF027789,20-129335,2020-10-23,CORRECTION,LEGACY,2020-09-11,42
NF028069,20-128803,2020-10-24,CORRECTION,LEGACY,2020-10-17,7
NF028081,20-125939,2020-10-14,CORRECTION,LEGACY,2020-10-02,12
NF028264,20-132915,2020-10-29,CORRECTION,LEGACY,2020-10-02,27
NF028212,20-134715,2020-11-05,CORRECTION,LEGACY,2020-10-11,25
NF028169,20-140341,2020-11-19,CORRECTION,LEGACY,2020-10-17,33
NF028128,20-134903,2020-11-03,CORRECTION,LEGACY,2020-10-07,27
NF027941,20-137900,2020-11-10,CORRECTION,LEGACY,2020-10-09,32
NF028193,20-138196,2020-11-11,CORRECTION,LEGACY,2020-10-20,22
NF028371,20-139559,2020-11-16,CORRECTION,LEGACY,2020-11-02,14
NF028624,20-144889,2020-11-26,CORRECTION,LEGACY,2020-11-06,20
NF028367,20-144947,2020-11-26,CORRECTION,LEGACY,2020-11-26,0
NF028176,20-134865,2020-11-05,CORRECTION,LEGACY,2020-10-29,7
NF028218,20-136661,2020-11-08,CORRECTION,LEGACY,2020-10-22,17
NF028667,20-142257,2020-11-22,CORRECTION,LEGACY,2020-11-18,4
NF028475,20-142931,2020-11-25,CORRECTION,LEGACY,2020-11-20,5
NF028570,20-143690,2020-11-26,CORRECTION,LEGACY,2020-11-19,7
NF028614,20-145140,2020-11-28,CORRECTION,LEGACY,2020-11-14,14
NF027934,20-136181,2020-11-06,CORRECTION,LEGACY,2020-10-16,21
NF027977,20-135412,2020-11-06,CORRECTION,LEGACY,2020-10-02,35
NF028247,20-135486,2020-11-04,CORRECTION,LEGACY,2020-10-16,19
NF028663,20-143654,2020-11-26,CORRECTION,LEGACY,2020-11-14,12
NF028140,20-137675,2020-11-10,CORRECTION,LEGACY,2020-10-20,21
NF028549,20-145048,2020-11-26,CORRECTION,LEGACY,2020-11-20,6
NF028633,20-146160,2020-11-30,CORRECTION,LEGACY,2020-11-13,17
NF027880,20-136708,2020-11-08,CORRECTION,LEGACY,2020-10-09,30
NF028656,20-145745,2020-11-29,CORRECTION,LEGACY,2020-11-01,28
NF027936,20-135663,2020-11-05,CORRECTION,LEGACY,2020-10-07,29
NF028624,20-137202,2020-11-09,CORRECTION,LEGACY,2020-11-06,3
NF028192,20-142283,2020-11-20,CORRECTION,LEGACY,2020-10-20,31
NF028100,20-144436,2020-11-25,CORRECTION,LEGACY,2020-10-27,29
NF028003,20-146054,2020-11-30,CORRECTION,LEGACY,2020-10-21,40
NF027892,20-139771,2020-11-18,CORRECTION,LEGACY,2020-10-30,19
NF028566,20-140310,2020-11-19,CORRECTION,LEGACY,2020-11-11,8
NF028607,20-143858,2020-11-26,CORRECTION,LEGACY,2020-11-06,20
NF027943,20-133997,2020-11-02,CORRECTION,LEGACY,2020-10-09,24
NF027955,20-137067,2020-11-09,CANCELLATION,LEGACY,2020-10-21,19
NF027921,20-137222,2020-11-09,CORRECTION,LEGACY,2020-10-22,18
NF028379,20-145902,2020-11-30,CORRECTION,LEGACY,2020-11-12,18
NF027995,20-139888,2020-11-18,CORRECTION,LEGACY,2020-10-28,21
NF027733,20-136201,2020-11-05,CORRECTION,LEGACY,2020-09-30,36
NF028044,20-137051,2020-11-09,CORRECTION,LEGACY,2020-10-16,24
NF028188,20-137597,2020-11-09,CORRECTION,LEGACY,2020-10-16,24
NF028099,20-140953,2020-11-17,CORRECTION,LEGACY,2020-10-27,21
NF027778,20-137645,2020-11-10,CANCELLATION,LEGACY,2020-09-28,43
NF027884,20-138360,2020-11-14,CORRECTION,LEGACY,2020-10-18,27
NF027893,20-144531,2020-11-27,CORRECTION,LEGACY,2020-10-31,27
NF027924,20-135497,2020-11-04,CORRECTION,LEGACY,2020-10-23,12
NF028186,20-137317,2020-11-09,CORRECTION,LEGACY,2020-10-13,27
NF027943,20-143036,2020-11-23,CORRECTION,LEGACY,2020-10-09,45
NF028660,20-151475,2020-12-13,CORRECTION,LEGACY,2020-11-08,35
NF027889,20-153056,2020-12-17,CORRECTION,LEGACY,2020-10-25,53
NF028656,20-156118,2020-12-23,CORRECTION,LEGACY,2020-11-01,52
NF028452,20-151123,2020-12-10,CORRECTION,LEGACY,2020-11-30,10
NF028550,20-151247,2020-12-11,CORRECTION,LEGACY,2020-11-24,17
NF028390,20-152438,2020-12-14,CORRECTION,LEGACY,2020-11-26,18
NF027922,20-147399,2020-12-02,CORRECTION,LEGACY,2020-10-22,41
NF028851,20-152578,2020-12-15,CANCELLATION,LEGACY,2020-12-14,1
NF028447,20-156502,2020-12-22,CORRECTION,LEGACY,2020-11-23,29
NF028794,20-156607,2020-12-22,CORRECTION,LEGACY,2020-12-01,21
NF028993,20-150062,2020-12-11,CORRECTION,LEGACY,2020-12-05,6
NF028824,20-154013,2020-12-19,CORRECTION,LEGACY,2020-12-10,9
NF027789,20-148032,2020-12-06,CORRECTION,LEGACY,2020-09-11,86
NF028911,20-151937,2020-12-16,CORRECTION,LEGACY,2020-12-02,14
NF028409,20-153418,2020-12-18,CORRECTION,LEGACY,2020-11-28,20
NF028796,20-147616,2020-12-03,CORRECTION,LEGACY,2020-12-02,1
NF028799,20-151962,2020-12-14,CORRECTION,LEGACY,2020-12-10,4
NF028821,20-149347,2020-12-10,CORRECTION,LEGACY,2020-12-05,5
NF028663,20-150549,2020-12-12,CORRECTION,LEGACY,2020-11-14,28
NF028637,20-147101,2020-12-02,CORRECTION,LEGACY,2020-11-17,15
NF028718,20-153120,2020-12-15,CORRECTION,LEGACY,2020-12-02,13
NF028867,20-157306,2020-12-25,CORRECTION,LEGACY,2020-12-02,23
NF028744,20-153421,2020-12-16,CORRECTION,LEGACY,2020-12-04,12
NF028928,20-158264,2020-12-28,CORRECTION,LEGACY,2020-12-08,20
NF028815,20-150739,2020-12-12,CORRECTION,LEGACY,2020-12-02,10
NF028668,20-153943,2020-12-19,CORRECTION,LEGACY,2020-11-22,27
NF028621,20-148679,2020-12-06,CORRECTION,LEGACY,2020-11-26,10
NF028481,20-152314,2020-12-16,CORRECTION,LEGACY,2020-11-27,19
NF028668,20-152341,2020-12-16,CORRECTION,LEGACY,2020-11-22,24
NF028194,20-147927,2020-12-03,CORRECTION,LEGACY,2020-10-21,43
NF028681,20-153030,2020-12-15,CORRECTION,LEGACY,2020-11-12,33
NF028416,20-153323,2020-12-16,CANCELLATION,LEGACY,2020-11-30,16
NF028535,20-150664,2020-12-13,CORRECTION,LEGACY,2020-11-29,14
NF028776,20-151660,2020-12-13,CORRECTION,LEGACY,2020-12-10,3
NF028573,20-151986,2020-12-16,CORRECTION,LEGACY,2020-11-22,24
NF028821,20-152577,2020-12-17,CORRECTION,LEGACY,2020-12-05,12
NF028820,20-157970,2020-12-26,CORRECTION,LEGACY,2020-12-05,21
NF028750,20-151284,2020-12-11,CORRECTION,LEGACY,2020-12-09,2
NF029030,20-151373,2020-12-11,CORRECTION,LEGACY,2020-12-07,4
NF028838,21-11539,2021-01-28,CORRECTION,LEGACY,2020-12-23,36
NF028717,21-1835,2021-01-06,CORRECTION,LEGACY,2020-12-24,13
NF028826,21-1858,2021-01-08,CORRECTION,LEGACY,2020-12-11,28
NF029205,21-13529,2021-01-31,CORRECTION,LEGACY,2021-01-07,24
NF026385,20-157960,2021-01-07,MODIFICATION,LEGACY,2020-05-07,245
NF028894,21-7839,2021-01-19,CORRECTION,LEGACY,2020-12-14,36
NF029028,21-13998,2021-01-29,CORRECTION,LEGACY,2020-12-31,29
NF029068,21-3127,2021-01-11,CORRECTION,LEGACY,2021-01-08,3
NF028872,21-2657,2021-01-09,CORRECTION,LEGACY,2020-12-09,31
NF028475,21-7405,2021-01-20,CORRECTION,LEGACY,2020-11-20,61
NF028733,21-2169,2021-01-07,CORRECTION,LEGACY,2020-12-17,21
NF028860,21-3288,2021-01-08,CORRECTION,LEGACY,2020-12-21,18
NF028896,21-3362,2021-01-08,CORRECTION,LEGACY,2020-12-17,22
NF028794,21-4917,2021-01-13,CORRECTION,LEGACY,2020-12-01,43
NF028723,21-8476,2021-01-19,CORRECTION,LEGACY,2020-12-08,42
NF029182,21-9960,2021-01-22,CORRECTION,LEGACY,2020-12-01,52
NF028820,20-158990,2021-01-01,CORRECTION,LEGACY,2020-12-05,27
NF026591,21-3671,2021-01-30,MODIFICATION,LEGACY,2020-06-07,237
NF028858,21-6732,2021-01-15,CORRECTION,LEGACY,2020-12-18,28
NF028681,21-7829,2021-01-19,CORRECTION,LEGACY,2020-11-12,68
NF029299,21-10239,2021-01-22,CORRECTION,LEGACY,2021-01-04,18
NF028923,21-739,2021-01-07,CORRECTION,LEGACY,2020-12-20,18
NF028409,21-7646,2021-01-20,CORRECTION,LEGACY,2020-11-28,53
NF029359,21-13428,2021-01-31,CORRECTION,LEGACY,2021-01-28,3
NF028856,21-1818,2021-01-06,CORRECTION,LEGACY,2020-12-17,20
NF028681,21-7706,2021-01-18,CORRECTION,LEGACY,2020-11-12,67
NF028864,21-8246,2021-01-19,CORRECTION,LEGACY,2020-12-31,19
NF028853,21-7797,2021-01-20,CORRECTION,LEGACY,2020-12-14,37
NF028717,21-64,2021-01-04,CORRECTION,LEGACY,2020-12-24,11
NF028847,21-3254,2021-01-08,CORRECTION,LEGACY,2020-12-10,29
NF028935,21-7529,2021-01-18,CORRECTION,LEGACY,2020-12-17,32
NF028757,21-8181,2021-01-19,CORRECTION,LEGACY,2020-12-16,34
NF028472,21-911,2021-01-07,CORRECTION,LEGACY,2020-11-14,54
NF028817,20-159305,2021-01-02,CORRECTION,LEGACY,2020-12-04,29
NF028990,21-1934,2021-01-08,CORRECTION,LEGACY,2020-12-02,37
NF028761,21-2185,2021-01-07,CORRECTION,LEGACY,2020-12-22,16
NF028851,21-1562,2021-01-08,CORRECTION,LEGACY,2020-12-14,25
NF028953,21-3157,2021-01-10,CORRECTION,LEGACY,2020-12-16,25
NF028915,21-3895,2021-01-13,CORRECTION,LEGACY,2020-12-06,38
NF029285,21-7354,2021-01-20,CORRECTION,LEGACY,2021-01-08,12
NF029083,21-14920,2021-02-04,CORRECTION,LEGACY,2021-01-28,7
NF029656,21-20920,2021-02-17,CORRECTION,LEGACY,2021-02-12,5
NF029372,21-24241,2021-02-24,CORRECTION,LEGACY,2021-02-14,10
NF029229,21-14228,2021-02-01,CORRECTION,LEGACY,2021-01-13,19
NF029240,21-14392,2021-02-01,CORRECTION,LEGACY,2021-01-29,3
NF029304,21-18543,2021-02-09,CORRECTION,LEGACY,2021-01-18,22
NF029758,21-18073,2021-02-09,CORRECTION,LEGACY,2021-02-04,5
NF029210,21-18784,2021-02-11,CORRECTION,LEGACY,2021-01-16,26
NF029522,21-19874,2021-02-13,CORRECTION,LEGACY,2021-02-07,6
NF028906,21-22330,2021-02-19,CORRECTION,LEGACY,2020-12-23,58
NF029332,21-18569,2021-02-09,CORRECTION,LEGACY,2021-01-25,15
NF028794,21-22831,2021-02-18,CORRECTION,LEGACY,2020-12-01,79
NF029452,21-25952,2021-02-25,CORRECTION,LEGACY,2021-02-09,16
NF029524,21-20267,2021-02-14,CORRECTION,LEGACY,2021-01-14,31
NF029295,21-21753,2021-02-18,CORRECTION,LEGACY,2021-01-24,25
NF029480,21-24151,2021-02-24,CORRECTION,LEGACY,2021-02-19,5
NF029546,21-23641,2021-02-19,CORRECTION,LEGACY,2021-02-05,14
NF029539,21-25990,2021-02-25,CORRECTION,LEGACY,2021-02-02,23
NF029655,21-21090,2021-02-17,CORRECTION,LEGACY,2021-02-11,6
NF029081,21-23355,2021-02-20,CORRECTION,LEGACY,2021-01-24,27
NF029671,21-24370,2021-02-24,CORRECTION,LEGACY,2021-02-05,19
NF027915,21-14199,2021-02-01,CANCELLATION,LEGACY,2020-10-19,105
NF029189,21-17219,2021-02-05,CORRECTION,LEGACY,2021-01-19,17
NF029229,21-18390,2021-02-09,CORRECTION,LEGACY,2021-01-13,27
NF029497,21-25815,2021-02-24,CORRECTION,LEGACY,2021-02-05,19
NF028046,21-21027,2021-02-15,CORRECTION,LEGACY,2020-10-16,122
NF029475,21-17515,2021-02-10,CORRECTION,LEGACY,2021-02-04,6
NF029215,21-20094,2021-02-13,CORRECTION,LEGACY,2021-01-23,21
NF029579,21-25139,2021-02-25,CORRECTION,LEGACY,2021-02-10,15
NF029219,21-21137,2021-02-15,CORRECTION,LEGACY,2021-01-05,41
NF029704,21-24477,2021-02-22,CORRECTION,LEGACY,2021-02-08,14
NF029631,21-26629,2021-02-26,CORRECTION,LEGACY,2021-02-05,21
NF029557,21-25722,2021-02-24,CORRECTION,LEGACY,2021-02-19,5
NF029750,21-26055,2021-02-25,CORRECTION,LEGACY,2020-12-11,76
NF029537,21-14832,2021-02-02,CORRECTION,LEGACY,2021-02-01,1
NF029223,21-17623,2021-02-08,CORRECTION,LEGACY,2021-01-08,31
NF029311,21-20321,2021-02-12,CORRECTION,LEGACY,2021-01-25,18
NF029145,21-21301,2021-02-15,CORRECTION,LEGACY,2021-01-22,24
NF027649,21-25613,2021-02-24,CANCELLATION,LEGACY,2020-09-24,153
NF029084,21-25635,2021-02-26,CORRECTION,LEGACY,2021-01-30,27
NF029033,21-14874,2021-02-04,CORRECTION,LEGACY,2021-01-07,28
NF029049,21-23966,2021-02-21,CORRECTION,LEGACY,2021-01-30,22
NF029375,21-24762,2021-02-25,CORRECTION,LEGACY,2021-02-17,8
NF029330,21-15253,2021-02-02,CORRECTION,LEGACY,2021-01-22,11
NF029750,21-17568,2021-02-08,CORRECTION,LEGACY,2020-12-11,59
NF029146,21-18812,2021-02-10,CANCELLATION,LEGACY,2021-01-22,19
NF029448,21-20640,2021-02-12,CORRECTION,LEGACY,2021-02-03,9
NF029329,21-21824,2021-02-16,CORRECTION,LEGACY,2021-01-20,27
NF027130,21-25399,2021-02-24,CANCELLATION,LEGACY,2020-07-22,217
NF029131,21-17138,2021-02-05,CORRECTION,LEGACY,2021-01-12,24
NF029750,21-18082,2021-02-09,CORRECTION,LEGACY,2020-12-11,60
NF029230,21-19018,2021-02-10,CORRECTION,LEGACY,2021-01-14,27
NF027947,21-25991,2021-02-25,CANCELLATION,LEGACY,2020-10-13,135
NF029173,21-17638,2021-02-10,CORRECTION,LEGACY,2021-01-28,13
NF029656,21-26803,2021-03-02,CORRECTION,LEGACY,2021-02-12,18
NF029687,21-28724,2021-03-05,CORRECTION,LEGACY,2021-02-25,8
NF029385,21-32522,2021-03-13,CORRECTION,LEGACY,2021-02-27,14
NF029703,21-31117,2021-03-09,CORRECTION,LEGACY,2021-02-05,32
NF029564,21-35279,2021-03-16,CORRECTION,LEGACY,2021-02-22,22
NF029608,21-39694,2021-03-24,CORRECTION,LEGACY,2021-02-24,28
NF029977,21-37835,2021-03-24,CORRECTION,LEGACY,2021-02-26,26
NF029659,21-39022,2021-03-25,CORRECTION,LEGACY,2021-02-18,35
NF029567,21-31869,2021-03-10,CORRECTION,LEGACY,2021-02-25,13
NF030112,21-34147,2021-03-15,CORRECTION,LEGACY,2021-03-08,7
NF029860,21-39269,2021-03-24,CORRECTION,LEGACY,2021-03-15,9
NF029684,21-34258,2021-03-17,CORRECTION,LEGACY,2021-02-20,25
NF029975,21-39166,2021-03-26,CORRECTION,LEGACY,2021-03-04,22
NF030085,21-38913,2021-03-23,CORRECTION,LEGACY,2021-03-18,5
NF029949,21-39172,2021-03-24,CORRECTION,LEGACY,2021-03-23,1
NF030220,21-38849,2021-03-30,CORRECTION,LEGACY,2021-03-17,13
NF029380,21-27520,2021-03-03,CORRECTION,LEGACY,2021-02-19,12
NF029977,21-30625,2021-03-10,CORRECTION,LEGACY,2021-02-26,12
NF029771,21-36549,2021-03-21,CORRECTION,LEGACY,2021-02-20,29
NF029377,21-37896,2021-03-24,CORRECTION,LEGACY,2021-02-18,34
NF030246,21-28543,2021-03-03,CORRECTION,LEGACY,2021-03-02,1
NF030243,21-32848,2021-03-11,CORRECTION,LEGACY,2021-03-01,10
NF029567,21-34714,2021-03-16,CORRECTION,LEGACY,2021-02-25,19
NF029816,21-36113,2021-03-18,CORRECTION,LEGACY,2021-03-17,1
NF029610,21-37283,2021-03-19,CORRECTION,LEGACY,2021-02-25,22
NF029740,21-40955,2021-03-26,CORRECTION,LEGACY,2021-02-26,28
NF030100,21-42439,2021-03-30,CORRECTION,LEGACY,2021-03-26,4
NF029775,21-28617,2021-03-05,CORRECTION,LEGACY,2021-02-25,8
NF027889,21-30430,2021-03-10,CORRECTION,LEGACY,2020-10-25,136
NF029682,21-35927,2021-03-19,CORRECTION,LEGACY,2021-02-19,28
