environment_family,environment,horizon_months,horizon_label,source_universe,stratum_dim,stratum_value,n_sources,zero_candidate_rate,mean_candidate_count,median_candidate_count,p75_candidate_count,p90_candidate_count,p95_candidate_count,p99_candidate_count,max_candidate_count,median_time_to_first_candidate_days,p90_time_to_first_candidate_days,median_candidate_notice_family_count,p90_candidate_notice_family_count,cap_reached_rate,median_top1_top2_similarity_margin,buyer_identifier_source,buyer_key_type,buyer_activity_tier,schema_family,publication_year,cpv_division,duration_availability,digital_segment
buyer_compatible_environment,alias_compatible_l2_key,60,future_60m,production_digital_appel_offre_sources,cpv_division,55,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,55,,
buyer_compatible_environment,alias_compatible_l2_key,60,future_60m,production_digital_appel_offre_sources,cpv_division,64,12,0.16666666666666666,18.666666666666668,3.0,13.0,66.40000000000002,86.39999999999998,100.48000000000002,104,45.5,513.0999999999998,,,0.0,,,,,,,64,,
buyer_compatible_environment,alias_compatible_l2_key,60,future_60m,production_digital_appel_offre_sources,cpv_division,65,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,65,,
buyer_compatible_environment,alias_compatible_l2_key,60,future_60m,production_digital_appel_offre_sources,cpv_division,66,6,0.16666666666666666,11.0,3.5,23.0,29.0,29.0,29.0,29,86.0,242.0,,,0.0,,,,,,,66,,
buyer_compatible_environment,alias_compatible_l2_key,60,future_60m,production_digital_appel_offre_sources,cpv_division,71,64,0.296875,8.0,2.0,12.25,24.80000000000001,40.099999999999966,43.739999999999995,45,137.0,1210.4000000000005,,,0.0,,,,,,,71,,
buyer_compatible_environment,alias_compatible_l2_key,60,future_60m,production_digital_appel_offre_sources,cpv_division,72,974,0.22792607802874743,12.789527720739219,5.0,17.0,36.0,44.34999999999991,101.53999999999996,108,51.5,369.9,,,0.0,,,,,,,72,,
buyer_compatible_environment,alias_compatible_l2_key,60,future_60m,production_digital_appel_offre_sources,cpv_division,75,8,0.25,3.625,1.0,2.25,8.399999999999997,14.69999999999999,19.739999999999995,21,106.5,522.5,,,0.0,,,,,,,75,,
buyer_compatible_environment,alias_compatible_l2_key,60,future_60m,production_digital_appel_offre_sources,cpv_division,77,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,490.0,490.0,,,0.0,,,,,,,77,,
buyer_compatible_environment,alias_compatible_l2_key,60,future_60m,production_digital_appel_offre_sources,cpv_division,79,75,0.14666666666666667,16.186666666666667,7.0,20.5,35.000000000000085,90.09999999999998,104.0,104,60.5,217.00000000000006,,,0.0,,,,,,,79,,
buyer_compatible_environment,alias_compatible_l2_key,60,future_60m,production_digital_appel_offre_sources,cpv_division,80,20,0.3,8.7,3.0,9.5,29.80000000000001,37.95000000000002,52.38999999999997,56,22.0,479.8000000000004,,,0.0,,,,,,,80,,
buyer_compatible_environment,alias_compatible_l2_key,60,future_60m,production_digital_appel_offre_sources,cpv_division,85,7,0.14285714285714285,4.857142857142857,3.0,6.5,9.400000000000002,11.199999999999996,12.639999999999997,13,80.0,635.0,,,0.0,,,,,,,85,,
buyer_compatible_environment,alias_compatible_l2_key,60,future_60m,production_digital_appel_offre_sources,cpv_division,90,8,0.375,7.5,5.5,10.75,18.4,21.199999999999996,23.439999999999998,24,76.0,101.0,,,0.0,,,,,,,90,,
buyer_compatible_environment,alias_compatible_l2_key,60,future_60m,production_digital_appel_offre_sources,cpv_division,92,16,0.0625,12.375,10.5,16.25,20.0,28.0,42.39999999999999,46,26.0,135.79999999999998,,,0.0,,,,,,,92,,
buyer_compatible_environment,alias_compatible_l2_key,60,future_60m,production_digital_appel_offre_sources,cpv_division,98,3,0.6666666666666666,0.3333333333333333,0.0,0.5,0.8,0.8999999999999999,0.98,1,2.0,2.0,,,0.0,,,,,,,98,,
buyer_compatible_environment,alias_compatible_l2_key,60,future_60m,production_digital_appel_offre_sources,cpv_division,nan,471,0.2823779193205945,11.583864118895965,2.0,10.0,31.0,86.5,106.30000000000001,109,80.5,642.7000000000003,,,0.0,,,,,,,,,
buyer_compatible_environment,same_normalized_name,6,future_6m,all_appel_offre_sources,cpv_division,03,180,0.05555555555555555,27.233333333333334,13.5,42.0,62.29999999999998,96.14999999999995,163.62000000000018,193,9.0,61.49999999999997,,,0.0,,,,,,,03,,
buyer_compatible_environment,same_normalized_name,6,future_6m,all_appel_offre_sources,cpv_division,09,598,0.09531772575250837,21.471571906354516,6.0,19.0,65.30000000000007,107.59999999999991,179.05999999999995,226,13.0,87.0,,,0.0,,,,,,,09,,
buyer_compatible_environment,same_normalized_name,6,future_6m,all_appel_offre_sources,cpv_division,14,69,0.014492753623188406,49.710144927536234,42.0,68.0,111.2000000000001,168.7999999999999,216.95999999999998,219,5.0,26.60000000000001,,,0.0,,,,,,,14,,
buyer_compatible_environment,same_normalized_name,6,future_6m,all_appel_offre_sources,cpv_division,15,739,0.16102841677943167,17.125845737483086,6.0,25.0,51.200000000000045,64.0,89.48000000000002,171,12.0,110.10000000000002,,,0.0,,,,,,,15,,
buyer_compatible_environment,same_normalized_name,6,future_6m,all_appel_offre_sources,cpv_division,16,132,0.08333333333333333,34.628787878787875,18.0,60.25,86.60000000000002,118.24999999999994,134.69,170,5.0,65.0,,,0.0,,,,,,,16,,
buyer_compatible_environment,same_normalized_name,6,future_6m,all_appel_offre_sources,cpv_division,18,313,0.06070287539936102,28.757188498402556,14.0,43.0,72.0,93.19999999999993,170.19999999999993,188,6.0,53.69999999999999,,,0.0,,,,,,,18,,
buyer_compatible_environment,same_normalized_name,6,future_6m,all_appel_offre_sources,cpv_division,19,76,0.039473684210526314,33.13157894736842,17.0,54.25,77.0,87.75,139.0,139,7.0,42.999999999999986,,,0.0,,,,,,,19,,
buyer_compatible_environment,same_normalized_name,6,future_6m,all_appel_offre_sources,cpv_division,22,222,0.04954954954954955,35.5990990990991,23.5,52.75,77.0,115.79999999999995,165.63999999999987,219,5.0,41.0,,,0.0,,,,,,,22,,
buyer_compatible_environment,same_normalized_name,6,future_6m,all_appel_offre_sources,cpv_division,24,231,0.025974025974025976,38.874458874458874,30.0,55.0,81.0,113.0,189.5999999999999,195,5.0,34.19999999999999,,,0.0,,,,,,,24,,
buyer_compatible_environment,same_normalized_name,6,future_6m,all_appel_offre_sources,cpv_division,30,841,0.06302021403091558,26.843043995243757,13.0,39.0,68.0,104.0,149.60000000000002,216,8.0,61.600000000000136,,,0.0,,,,,,,30,,
buyer_compatible_environment,same_normalized_name,6,future_6m,all_appel_offre_sources,cpv_division,31,412,0.0703883495145631,29.402912621359224,13.0,41.0,82.0,117.44999999999999,162.56999999999982,228,7.0,61.60000000000002,,,0.0,,,,,,,31,,
buyer_compatible_environment,same_normalized_name,6,future_6m,all_appel_offre_sources,cpv_division,32,437,0.09382151029748284,29.897025171624716,13.0,46.0,77.40000000000003,112.19999999999999,171.64,203,7.0,54.0,,,0.0,,,,,,,32,,
buyer_compatible_environment,same_normalized_name,6,future_6m,all_appel_offre_sources,cpv_division,33,947,0.057022175290390706,37.29778247096093,40.0,57.0,73.0,81.0,93.53999999999996,119,4.0,28.800000000000068,,,0.0,,,,,,,33,,
buyer_compatible_environment,same_normalized_name,6,future_6m,all_appel_offre_sources,cpv_division,34,1432,0.04539106145251397,33.775837988826815,17.0,51.0,86.0,123.45000000000005,200.76000000000022,229,7.0,58.0,,,0.0,,,,,,,34,,
buyer_compatible_environment,same_normalized_name,6,future_6m,all_appel_offre_sources,cpv_division,35,187,0.09090909090909091,32.75401069518717,16.0,50.5,83.00000000000003,108.39999999999998,155.59999999999945,222,7.0,39.29999999999998,,,0.0,,,,,,,35,,
buyer_compatible_environment,same_normalized_name,6,future_6m,all_appel_offre_sources,cpv_division,37,197,0.05583756345177665,29.6497461928934,23.0,46.0,60.60000000000002,75.19999999999999,144.4399999999999,158,5.0,40.0,,,0.0,,,,,,,37,,
buyer_compatible_environment,same_normalized_name,6,future_6m,all_appel_offre_sources,cpv_division,38,493,0.07302231237322515,27.6815415821501,15.0,43.0,63.0,78.39999999999998,183.0,208,7.0,56.0,,,0.0,,,,,,,38,,
buyer_compatible_environment,same_normalized_name,6,future_6m,all_appel_offre_sources,cpv_division,39,1266,0.07109004739336493,33.71169036334913,17.0,53.0,83.5,120.75,178.44999999999936,228,6.0,55.0,,,0.0,,,,,,,39,,
buyer_compatible_environment,same_normalized_name,6,future_6m,all_appel_offre_sources,cpv_division,41,20,0.2,17.1,16.5,26.0,29.300000000000033,50.45,57.28999999999999,59,6.0,50.0,,,0.0,,,,,,,41,,
buyer_compatible_environment,same_normalized_name,6,future_6m,all_appel_offre_sources,cpv_division,42,512,0.064453125,30.982421875,20.0,49.0,74.0,95.89999999999998,128.77999999999997,198,6.0,47.19999999999999,,,0.0,,,,,,,42,,
buyer_compatible_environment,same_normalized_name,6,future_6m,all_appel_offre_sources,cpv_division,43,115,0.05217391304347826,36.36521739130435,22.0,53.0,87.60000000000001,113.69999999999997,185.67999999999998,216,6.0,47.60000000000001,,,0.0,,,,,,,43,,
buyer_compatible_environment,same_normalized_name,6,future_6m,all_appel_offre_sources,cpv_division,44,1050,0.06190476190476191,37.27428571428572,22.0,48.75,96.0,144.54999999999995,201.03999999999996,229,6.0,48.0,,,0.0,,,,,,,44,,
buyer_compatible_environment,same_normalized_name,6,future_6m,all_appel_offre_sources,cpv_division,45,12527,0.10760756765386764,28.795322104254808,12.0,41.0,77.0,119.0,184.0,232,7.0,60.0,,,0.0,,,,,,,45,,
buyer_compatible_environment,same_normalized_name,6,future_6m,all_appel_offre_sources,cpv_division,48,514,0.05058365758754864,45.0,23.0,62.75,133.0,159.34999999999997,193.87,224,5.0,41.30000000000001,,,0.0,,,,,,,48,,
buyer_compatible_environment,same_normalized_name,6,future_6m,all_appel_offre_sources,cpv_division,50,2108,0.06404174573055028,31.413662239089184,17.0,47.0,78.0,112.64999999999986,168.92999999999984,232,6.0,60.799999999999955,,,0.0,,,,,,,50,,
buyer_compatible_environment,same_normalized_name,6,future_6m,all_appel_offre_sources,cpv_division,51,75,0.08,37.18666666666667,14.0,55.0,109.0,157.6,181.26,182,4.0,43.2,,,0.0,,,,,,,51,,
buyer_compatible_environment,same_normalized_name,6,future_6m,all_appel_offre_sources,cpv_division,55,772,0.2551813471502591,12.746113989637307,2.0,10.0,44.0,60.0,123.86999999999989,195,19.0,116.60000000000002,,,0.0,,,,,,,55,,
buyer_compatible_environment,same_normalized_name,6,future_6m,all_appel_offre_sources,cpv_division,60,729,0.08916323731138547,31.622770919067214,15.0,43.0,91.20000000000005,120.60000000000002,176.40000000000055,215,6.0,55.40000000000009,,,0.0,,,,,,,60,,
buyer_compatible_environment,same_normalized_name,6,future_6m,all_appel_offre_sources,cpv_division,63,181,0.06629834254143646,41.72375690607735,21.0,67.0,115.0,128.0,203.99999999999972,230,5.0,70.40000000000012,,,0.0,,,,,,,63,,
buyer_compatible_environment,same_normalized_name,6,future_6m,all_appel_offre_sources,cpv_division,64,389,0.056555269922879174,28.4987146529563,10.0,43.0,75.19999999999999,98.59999999999997,187.96000000000004,223,9.0,85.60000000000014,,,0.0,,,,,,,64,,
buyer_compatible_environment,same_normalized_name,6,future_6m,all_appel_offre_sources,cpv_division,65,169,0.20118343195266272,19.745562130177515,5.0,21.0,50.400000000000034,101.79999999999998,186.0,195,16.0,90.80000000000007,,,0.0,,,,,,,65,,
buyer_compatible_environment,same_normalized_name,6,future_6m,all_appel_offre_sources,cpv_division,66,1706,0.20457209847596716,13.992966002344666,4.0,13.0,46.0,65.0,133.0,227,16.0,111.40000000000009,,,0.0,,,,,,,66,,
buyer_compatible_environment,same_normalized_name,6,future_6m,all_appel_offre_sources,cpv_division,70,130,0.1,37.53076923076923,13.0,53.75,125.40000000000003,148.75,175.09999999999994,184,6.0,52.400000000000034,,,0.0,,,,,,,70,,
buyer_compatible_environment,same_normalized_name,6,future_6m,all_appel_offre_sources,cpv_division,71,6260,0.10798722044728434,37.384345047923325,15.0,55.25,116.0,145.04999999999927,195.0,230,6.0,65.0,,,0.0,,,,,,,71,,
buyer_compatible_environment,same_normalized_name,6,future_6m,all_appel_offre_sources,cpv_division,72,1076,0.062267657992565055,46.52695167286245,26.0,68.0,134.0,163.0,201.5,233,5.0,56.0,,,0.0,,,,,,,72,,
buyer_compatible_environment,same_normalized_name,6,future_6m,all_appel_offre_sources,cpv_division,73,47,0.06382978723404255,23.04255319148936,7.0,31.5,60.999999999999986,67.69999999999999,140.31999999999994,167,8.5,71.10000000000004,,,0.0,,,,,,,73,,
buyer_compatible_environment,same_normalized_name,6,future_6m,all_appel_offre_sources,cpv_division,75,349,0.11461318051575932,34.43553008595988,15.0,48.0,97.0,137.59999999999997,183.5999999999999,220,7.0,72.0,,,0.0,,,,,,,75,,
buyer_compatible_environment,same_normalized_name,6,future_6m,all_appel_offre_sources,cpv_division,76,1,0.0,6.0,6.0,6.0,6.0,6.0,6.0,6,83.0,83.0,,,0.0,,,,,,,76,,
buyer_compatible_environment,same_normalized_name,6,future_6m,all_appel_offre_sources,cpv_division,77,741,0.08097165991902834,25.082321187584345,9.0,31.0,72.0,101.0,172.80000000000007,208,9.0,71.0,,,0.0,,,,,,,77,,
buyer_compatible_environment,same_normalized_name,6,future_6m,all_appel_offre_sources,cpv_division,79,2894,0.08949550794747754,43.88251554941258,21.0,65.0,128.0,159.0,201.0,235,5.0,57.0,,,0.0,,,,,,,79,,
buyer_compatible_environment,same_normalized_name,6,future_6m,all_appel_offre_sources,cpv_division,80,581,0.0774526678141136,37.641996557659205,13.0,58.0,120.0,137.0,186.20000000000005,219,6.0,60.5,,,0.0,,,,,,,80,,
buyer_compatible_environment,same_normalized_name,6,future_6m,all_appel_offre_sources,cpv_division,85,416,0.0889423076923077,31.670673076923077,20.0,50.0,77.0,93.75,148.55000000000007,182,6.0,59.599999999999966,,,0.0,,,,,,,85,,
buyer_compatible_environment,same_normalized_name,6,future_6m,all_appel_offre_sources,cpv_division,90,2769,0.08956301914048392,24.22426868905742,9.0,26.0,65.0,107.0,189.64000000000033,230,9.0,77.0,,,0.0,,,,,,,90,,
buyer_compatible_environment,same_normalized_name,6,future_6m,all_appel_offre_sources,cpv_division,92,628,0.10668789808917198,35.56528662420382,14.0,49.0,115.0,141.0,194.0,234,6.0,70.0,,,0.0,,,,,,,92,,
buyer_compatible_environment,same_normalized_name,6,future_6m,all_appel_offre_sources,cpv_division,98,301,0.08970099667774087,27.737541528239202,13.0,40.0,77.0,111.0,180.0,201,7.0,78.70000000000002,,,0.0,,,,,,,98,,
buyer_compatible_environment,same_normalized_name,6,future_6m,all_appel_offre_sources,cpv_division,nan,12460,0.10457463884430176,33.66107544141252,13.0,44.0,94.0,163.0,217.0,237,7.0,58.0,,,0.0,,,,,,,,,
buyer_compatible_environment,same_normalized_name,12,future_12m,all_appel_offre_sources,cpv_division,03,180,0.03888888888888889,51.05555555555556,23.5,79.25,118.29999999999998,153.14999999999995,320.83000000000015,343,9.0,72.40000000000009,,,0.0,,,,,,,03,,
buyer_compatible_environment,same_normalized_name,12,future_12m,all_appel_offre_sources,cpv_division,09,598,0.07190635451505016,41.26254180602007,11.0,35.0,130.0,213.44999999999993,378.05999999999995,424,15.0,95.20000000000005,,,0.0,,,,,,,09,,
buyer_compatible_environment,same_normalized_name,12,future_12m,all_appel_offre_sources,cpv_division,14,69,0.014492753623188406,97.28985507246377,81.0,115.0,203.60000000000016,371.3999999999999,408.4399999999999,420,5.0,26.60000000000001,,,0.0,,,,,,,14,,
buyer_compatible_environment,same_normalized_name,12,future_12m,all_appel_offre_sources,cpv_division,15,739,0.12584573748308525,31.626522327469555,10.0,43.0,99.20000000000005,118.10000000000002,175.62,254,13.0,132.0,,,0.0,,,,,,,15,,
buyer_compatible_environment,same_normalized_name,12,future_12m,all_appel_offre_sources,cpv_division,16,132,0.05303030303030303,63.5,31.0,104.75,156.00000000000006,235.45,269.28,390,6.0,75.0,,,0.0,,,,,,,16,,
buyer_compatible_environment,same_normalized_name,12,future_12m,all_appel_offre_sources,cpv_division,18,313,0.051118210862619806,53.07667731629393,24.0,81.0,131.60000000000002,184.5999999999998,310.7199999999999,370,7.0,58.80000000000007,,,0.0,,,,,,,18,,
buyer_compatible_environment,same_normalized_name,12,future_12m,all_appel_offre_sources,cpv_division,19,76,0.039473684210526314,63.723684210526315,31.5,110.5,172.5,176.5,269.25,273,7.0,42.999999999999986,,,0.0,,,,,,,19,,
buyer_compatible_environment,same_normalized_name,12,future_12m,all_appel_offre_sources,cpv_division,22,222,0.04504504504504504,66.34234234234235,39.0,99.75,133.9,229.04999999999978,298.4399999999997,381,5.5,42.80000000000001,,,0.0,,,,,,,22,,
buyer_compatible_environment,same_normalized_name,12,future_12m,all_appel_offre_sources,cpv_division,24,231,0.021645021645021644,73.82251082251082,45.0,106.5,162.0,217.0,379.79999999999995,421,5.0,35.5,,,0.0,,,,,,,24,,
buyer_compatible_environment,same_normalized_name,12,future_12m,all_appel_offre_sources,cpv_division,30,841,0.04994054696789536,50.82520808561237,22.0,71.0,130.0,204.0,297.0,397,8.0,75.0,,,0.0,,,,,,,30,,
buyer_compatible_environment,same_normalized_name,12,future_12m,all_appel_offre_sources,cpv_division,31,412,0.055825242718446605,54.019417475728154,22.0,83.25,152.30000000000024,219.89999999999998,307.2399999999998,387,8.0,68.19999999999999,,,0.0,,,,,,,31,,
buyer_compatible_environment,same_normalized_name,12,future_12m,all_appel_offre_sources,cpv_division,32,437,0.06636155606407322,56.1441647597254,23.0,82.0,137.2000000000001,226.1999999999997,355.28,421,7.0,74.20000000000005,,,0.0,,,,,,,32,,
buyer_compatible_environment,same_normalized_name,12,future_12m,all_appel_offre_sources,cpv_division,33,947,0.0454065469904963,71.30939809926082,77.0,111.0,136.0,155.69999999999993,177.0,223,4.0,31.0,,,0.0,,,,,,,33,,
buyer_compatible_environment,same_normalized_name,12,future_12m,all_appel_offre_sources,cpv_division,34,1432,0.031424581005586594,64.12360335195531,29.0,96.0,160.9000000000001,251.0,384.0,426,7.0,64.0,,,0.0,,,,,,,34,,
buyer_compatible_environment,same_normalized_name,12,future_12m,all_appel_offre_sources,cpv_division,35,187,0.06417112299465241,59.98930481283423,30.0,97.0,147.00000000000006,222.39999999999986,313.4199999999993,384,7.0,46.0,,,0.0,,,,,,,35,,
buyer_compatible_environment,same_normalized_name,12,future_12m,all_appel_offre_sources,cpv_division,37,197,0.04060913705583756,56.065989847715734,43.0,86.0,123.60000000000002,136.0,290.0799999999998,327,5.0,47.20000000000002,,,0.0,,,,,,,37,,
buyer_compatible_environment,same_normalized_name,12,future_12m,all_appel_offre_sources,cpv_division,38,493,0.056795131845841784,52.350912778904664,28.0,78.0,119.60000000000002,161.19999999999993,316.9599999999994,391,7.0,64.00000000000011,,,0.0,,,,,,,38,,
buyer_compatible_environment,same_normalized_name,12,future_12m,all_appel_offre_sources,cpv_division,39,1266,0.05687203791469194,63.61058451816746,31.5,99.75,158.5,238.75,350.699999999998,421,6.0,65.0,,,0.0,,,,,,,39,,
buyer_compatible_environment,same_normalized_name,12,future_12m,all_appel_offre_sources,cpv_division,41,20,0.15,28.9,29.5,42.25,66.5,72.50000000000003,95.29999999999995,101,6.0,69.20000000000002,,,0.0,,,,,,,41,,
buyer_compatible_environment,same_normalized_name,12,future_12m,all_appel_offre_sources,cpv_division,42,512,0.056640625,58.369140625,37.0,93.0,142.7000000000001,175.0,283.66999999999996,373,7.0,49.80000000000001,,,0.0,,,,,,,42,,
buyer_compatible_environment,same_normalized_name,12,future_12m,all_appel_offre_sources,cpv_division,43,115,0.043478260869565216,70.18260869565218,41.0,103.5,169.00000000000006,216.2999999999999,381.38,391,6.5,50.300000000000026,,,0.0,,,,,,,43,,
buyer_compatible_environment,same_normalized_name,12,future_12m,all_appel_offre_sources,cpv_division,44,1050,0.045714285714285714,70.52952380952381,41.5,99.0,176.10000000000002,265.54999999999995,383.51,422,6.0,59.799999999999955,,,0.0,,,,,,,44,,
buyer_compatible_environment,same_normalized_name,12,future_12m,all_appel_offre_sources,cpv_division,45,12527,0.08661291610122136,53.81974934142253,21.0,77.0,142.0,232.6999999999989,364.0,426,7.0,70.0,,,0.0,,,,,,,45,,
buyer_compatible_environment,same_normalized_name,12,future_12m,all_appel_offre_sources,cpv_division,48,514,0.033073929961089495,87.76848249027238,44.5,116.75,274.7,324.34999999999997,414.22,423,5.0,51.400000000000034,,,0.0,,,,,,,48,,
buyer_compatible_environment,same_normalized_name,12,future_12m,all_appel_offre_sources,cpv_division,50,2108,0.04981024667931689,58.76138519924098,28.5,88.0,149.0,203.64999999999986,343.92999999999984,420,6.0,66.79999999999995,,,0.0,,,,,,,50,,
buyer_compatible_environment,same_normalized_name,12,future_12m,all_appel_offre_sources,cpv_division,51,75,0.05333333333333334,70.58666666666667,26.0,100.5,203.20000000000022,317.79999999999995,348.68000000000035,399,4.0,47.0,,,0.0,,,,,,,51,,
buyer_compatible_environment,same_normalized_name,12,future_12m,all_appel_offre_sources,cpv_division,55,772,0.21373056994818654,23.559585492227978,4.0,18.0,85.89999999999998,115.3499999999998,246.57999999999993,348,23.0,138.0,,,0.0,,,,,,,55,,
buyer_compatible_environment,same_normalized_name,12,future_12m,all_appel_offre_sources,cpv_division,60,729,0.07956104252400549,60.07544581618656,27.0,84.0,169.0,247.60000000000002,297.72,409,6.0,66.0,,,0.0,,,,,,,60,,
buyer_compatible_environment,same_normalized_name,12,future_12m,all_appel_offre_sources,cpv_division,63,181,0.055248618784530384,77.40883977900552,37.0,134.0,200.0,256.0,375.7999999999998,424,5.0,79.0,,,0.0,,,,,,,63,,
buyer_compatible_environment,same_normalized_name,12,future_12m,all_appel_offre_sources,cpv_division,64,389,0.033419023136246784,54.34447300771208,21.0,83.0,140.0,190.19999999999993,371.24,385,9.0,94.0,,,0.0,,,,,,,64,,
buyer_compatible_environment,same_normalized_name,12,future_12m,all_appel_offre_sources,cpv_division,65,169,0.1242603550295858,37.23076923076923,9.0,44.0,101.20000000000002,160.99999999999994,338.55999999999995,376,18.0,149.60000000000002,,,0.0,,,,,,,65,,
buyer_compatible_environment,same_normalized_name,12,future_12m,all_appel_offre_sources,cpv_division,66,1706,0.1541617819460727,26.271395076201642,6.0,23.75,90.0,119.0,259.95000000000005,399,18.0,146.0,,,0.0,,,,,,,66,,
buyer_compatible_environment,same_normalized_name,12,future_12m,all_appel_offre_sources,cpv_division,70,130,0.06153846153846154,69.41538461538461,23.0,113.75,197.50000000000006,300.75,333.26,351,6.0,83.80000000000007,,,0.0,,,,,,,70,,
buyer_compatible_environment,same_normalized_name,12,future_12m,all_appel_offre_sources,cpv_division,71,6260,0.07252396166134185,70.2496805111821,27.0,103.0,227.10000000000036,287.0,381.0,424,6.0,92.0,,,0.0,,,,,,,71,,
buyer_compatible_environment,same_normalized_name,12,future_12m,all_appel_offre_sources,cpv_division,72,1076,0.047397769516728624,87.76301115241635,46.0,127.0,263.5,314.5,394.75,426,5.0,64.0,,,0.0,,,,,,,72,,
buyer_compatible_environment,same_normalized_name,12,future_12m,all_appel_offre_sources,cpv_division,73,47,0.06382978723404255,45.08510638297872,15.0,52.5,110.8,129.99999999999991,323.43999999999994,340,8.5,71.10000000000004,,,0.0,,,,,,,73,,
buyer_compatible_environment,same_normalized_name,12,future_12m,all_appel_offre_sources,cpv_division,75,349,0.09455587392550144,65.378223495702,29.0,91.0,174.7999999999999,288.39999999999986,373.55999999999995,386,7.0,87.0,,,0.0,,,,,,,75,,
buyer_compatible_environment,same_normalized_name,12,future_12m,all_appel_offre_sources,cpv_division,76,1,0.0,12.0,12.0,12.0,12.0,12.0,12.0,12,83.0,83.0,,,0.0,,,,,,,76,,
buyer_compatible_environment,same_normalized_name,12,future_12m,all_appel_offre_sources,cpv_division,77,741,0.0620782726045884,46.89203778677463,17.0,53.0,137.0,195.0,360.80000000000007,419,9.0,83.60000000000002,,,0.0,,,,,,,77,,
buyer_compatible_environment,same_normalized_name,12,future_12m,all_appel_offre_sources,cpv_division,79,2894,0.07083621285418107,83.07325501036628,35.0,122.0,255.70000000000027,308.0,391.07000000000016,422,5.0,68.0,,,0.0,,,,,,,79,,
buyer_compatible_environment,same_normalized_name,12,future_12m,all_appel_offre_sources,cpv_division,80,581,0.058519793459552494,70.86746987951807,22.0,113.0,241.0,274.0,358.0000000000002,415,6.0,84.80000000000007,,,0.0,,,,,,,80,,
buyer_compatible_environment,same_normalized_name,12,future_12m,all_appel_offre_sources,cpv_division,85,416,0.08413461538461539,59.79807692307692,29.5,98.25,136.5,185.75,320.8500000000005,386,6.0,62.0,,,0.0,,,,,,,85,,
buyer_compatible_environment,same_normalized_name,12,future_12m,all_appel_offre_sources,cpv_division,90,2769,0.06500541711809317,45.84398699891658,15.0,49.0,123.0,199.0,373.0,424,10.0,92.20000000000027,,,0.0,,,,,,,90,,
buyer_compatible_environment,same_normalized_name,12,future_12m,all_appel_offre_sources,cpv_division,92,628,0.0732484076433121,67.98089171974522,24.0,96.25,228.8000000000004,290.65,388.6800000000003,425,7.0,94.89999999999998,,,0.0,,,,,,,92,,
buyer_compatible_environment,same_normalized_name,12,future_12m,all_appel_offre_sources,cpv_division,98,301,0.07308970099667775,51.3421926910299,20.0,79.0,130.0,198.0,319.0,418,7.0,88.20000000000002,,,0.0,,,,,,,98,,
buyer_compatible_environment,same_normalized_name,12,future_12m,all_appel_offre_sources,cpv_division,nan,12460,0.07969502407704655,65.18194221508828,24.0,85.0,176.0,321.09999999999854,412.0,426,7.0,73.0,,,0.0,,,,,,,,,
buyer_compatible_environment,same_normalized_name,24,future_24m,all_appel_offre_sources,cpv_division,03,180,0.027777777777777776,88.44444444444444,41.0,150.75,215.2,282.04999999999995,448.040000000001,658,10.0,78.99999999999997,,,0.0,,,,,,,03,,
buyer_compatible_environment,same_normalized_name,24,future_24m,all_appel_offre_sources,cpv_division,09,598,0.06354515050167224,76.22909698996655,17.0,63.75,234.30000000000007,356.15,738.3599999999997,802,15.0,101.0,,,0.0,,,,,,,09,,
buyer_compatible_environment,same_normalized_name,24,future_24m,all_appel_offre_sources,cpv_division,14,69,0.014492753623188406,187.4927536231884,134.0,241.0,403.20000000000016,720.1999999999997,806.8799999999999,813,5.0,26.60000000000001,,,0.0,,,,,,,14,,
buyer_compatible_environment,same_normalized_name,24,future_24m,all_appel_offre_sources,cpv_division,15,739,0.10690121786197564,56.0446549391069,17.0,69.0,191.20000000000005,233.10000000000002,294.86,513,14.0,146.10000000000002,,,0.0,,,,,,,15,,
buyer_compatible_environment,same_normalized_name,24,future_24m,all_appel_offre_sources,cpv_division,16,132,0.05303030303030303,116.04545454545455,54.0,193.0,271.8,417.0,559.42,812,6.0,75.0,,,0.0,,,,,,,16,,
buyer_compatible_environment,same_normalized_name,24,future_24m,all_appel_offre_sources,cpv_division,18,313,0.04153354632587859,92.83386581469648,39.0,141.0,242.80000000000007,317.1999999999998,590.1199999999998,729,7.0,62.0,,,0.0,,,,,,,18,,
buyer_compatible_environment,same_normalized_name,24,future_24m,all_appel_offre_sources,cpv_division,19,76,0.039473684210526314,112.94736842105263,55.0,206.25,294.5,328.5,560.75,572,7.0,42.999999999999986,,,0.0,,,,,,,19,,
buyer_compatible_environment,same_normalized_name,24,future_24m,all_appel_offre_sources,cpv_division,22,222,0.036036036036036036,119.73423423423424,65.5,182.75,250.0,418.69999999999993,557.37,792,6.0,47.500000000000085,,,0.0,,,,,,,22,,
buyer_compatible_environment,same_normalized_name,24,future_24m,all_appel_offre_sources,cpv_division,24,231,0.021645021645021644,130.8917748917749,74.0,207.5,300.0,389.0,758.9999999999997,797,5.0,35.5,,,0.0,,,,,,,24,,
