buyer_key,n_notices
NAME:commune de saint mars d outille,4
SIRET:42417546100021,4
NAME:prefecture du morbihan,4
NAME:commune de landeronde,4
SIRET:20007807900015,4
SIRET:20007842600034,4
NAME:prefecture de loire-atlantique,4
SIRET:20006896300012,4
SIRET:21820113800018,4
SIRET:21850018900012,4
NAME:centre hospitalier georges daumezon,4
NAME:commune de la pommeraye,4
SIRET:20007226200013,4
NAME:brgm,4
NAME:sorbonne universite,4
NAME:societe publique locale d alencon,4
SIRET:28720027300012,4
NAME:ville de plouay,4
NAME:mairie de derval,4
NAME:ccas ehpad les hauts de plaisance,4
NAME:ccas ehpad residence yves cougnaud,4
SIRET:20006001000077,4
NAME:commune de besse sur braye,4
SIRET:21850284700013,4
NAME:apij,4
NAME:arifts pays de la loire,4
NAME:direction dep fin publiques morbihan,4
SIRET:20006443400018,4
SIRET:24290083500156,4
NAME:commune de brulon,4
NAME:commune des lucs sur boulogne,4
NAME:ville de sarzeau,4
NAME:soc pub locale constr pub ille vilaine,4
SIRET:31766542000046,4
SIRET:20005456700025,4
NAME:commune de lege 44,4
NAME:ccas des sables d olonne,4
SIRET:20003329800098,4
SIRET:21910687900014,4
NAME:dir ress humaines ministeres economiqu,4
SIRET:21850273000011,4
SIRET:20005609100016,4
SIRET:20005812100019,4
NAME:rsi pays de la loire,4
SIRET:20004399000015,4
NAME:residences bocage d anjou,4
NAME:rgbret,4
NAME:rives de l yon,4
NAME:angers loire metropole direction eau et assainissement 49,4
NAME:les ports de loire-atlantique,4
NAME:l institut agro,4
NAME:lycee douanier rousseau,4
NAME:sa coop interet collectif hlm bretagne,4
NAME:sa hlm les foyers,4
NAME:reseau loire alerte,4
NAME:ville du lion d angers,4
SIRET:31333597800075,4
NAME:gcs energelog,4
NAME:commune du bignon,4
NAME:smt lila presquile,4
NAME:residence de la vallee du don,4
NAME:saumur loire habitat,4
SIRET:20003647300110,4
SIRET:20003707500021,4
SIRET:20000331700027,4
SIRET:20005481500010,4
NAME:anjou atlantique accession,4
NAME:sante,4
NAME:communaute d agglomeration du cotentin,4
SIRET:11004301500012,4
SIRET:05820153400078,4
NAME:commune de rochefort-sur-loire,4
NAME:centre hospitalier de fontenay le cte,4
NAME:communaute de communes de belle ile en mer,4
NAME:cte d agglomeration de la rochelle,4
NAME:cpam maine et loire,4
SIRET:19440104800021,4
SIRET:24440051100014,4
NAME:angers loire metropole 49 direction eau et assainissement,4
NAME:greta loire atlantique,4
NAME:siaep du val saint martin,4
NAME:siaep pays de retz - sud loire,4
NAME:siaep region d ancenis,4
NAME:siaep region de guemene penfao,4
NAME:siaep de l anxure et de la perche,4
NAME:geo vendee 85,4
NAME:ght mayenne et haut-anjou,4
SIRET:26790001700018,4
SIRET:26850051900015,4
NAME:sans objet,4
NAME:la fabrik du sud loire,4
NAME:commune bagnoles de l orne normandie,4
NAME:disp rennes,4
NAME:chambre d agriculture loire-atlantique,4
NAME:cour des comptes,4
SIRET:13000321300027,4
NAME:centre s inra d idf ou des hdf,4
NAME:commune les deux alpes,4
NAME:commune lys-haut-layon,4
NAME:sid nord-ouest,4
NAME:communaute d etablissements geriatriques de la vallee de la sarthe,4
NAME:communaute de commune loire-divatte,4
SIRET:26610057700011,4
SIRET:26720012900018,4
NAME:sdis du maine et loire,4
NAME:seml route des lasers,4
SIRET:19350097200016,4
NAME:commune d auvers le hamon,4
NAME:amenao,4
SIRET:24440057800013,4
NAME:institut de france,4
NAME:institut regional administration lyon,4
SIRET:18440911800025,4
NAME:bureau de recherche en geologie miniere brgm,4
NAME:siaep argentre sud,4
NAME:siaep vallee du marillet,4
SIRET:26440301500011,4
NAME:gie laval mayenne amenagements,4
NAME:grand port maritime,4
NAME:gip restauration ih blavet scorff,4
NAME:gip vendee numerique,4
NAME:gpt de cooperation sanitaire hacom,4
NAME:c i a s de fontenay le comte,4
SIRET:18530044900013,4
NAME:ia-gipafoc,4
SIRET:24530044700050,4
NAME:centre communal d action sociale de coulaines,4
NAME:commune de mareuil sur lay dissais 85,4
SIRET:18007003902264,4
NAME:siaep du centre-ouest mayennais,4
NAME:communaute de communes de la gacilly,4
NAME:communaute de communes de nozay,4
NAME:grand port maritime de nantes saintnazaire service achat siret 77560485300041 18 quai ernest renaud - nantes 44186 http www nantes port fr marchespublics,4
NAME:siaep du pays de la mee,4
NAME:commune de marigne-laille,4
NAME:service commande publique,4
NAME:hopital local sud ouest mayennais,4
NAME:irstea,4
NAME:commune de noyant villages,4
NAME:commune de mire,4
SIRET:17350111501557,4
NAME:conservatoire national des arts et metiers,4
SIRET:13002612300179,4
SIRET:13003001800019,4
NAME:sgar bretagne,4
SIRET:25440228200019,4
SIRET:25440273800028,4
NAME:communaute de communes du pays du gois,4
NAME:hopital bel air,4
NAME:infoma,4
SIRET:13001538100010,4
NAME:drfip35,4
SIRET:13001478000014,4
SIRET:13001493900016,4
NAME:communaute de communes loire longue,4
NAME:communaute de communes pays de fontenay vendee 85,4
SIRET:13002181900011,4
NAME:hopital les collines vendeennes,4
NAME:communaute de communes du saosnois,4
NAME:chl tilleuls sille le guillaume,4
SIRET:25530088100026,4
SIRET:25720054300011,4
NAME:insa rennes,4
SIRET:25440183900025,4
NAME:habitat 44,4
SIRET:25720160800011,4
SIRET:25790220500018,4
SIRET:25850044600053,4
SIRET:26440034200012,4
NAME:hopital intercommunal de la presqu ile,4
NAME:caf de loir et cher,4
SIRET:13001078800011,4
NAME:tours metropole val de loire,4
NAME:tribunal administratif de nantes,4
NAME:syndicat mixte du pole metropolitain le mans-sarthe,4
NAME:syndicat mixte du scot du pays de retz,4
SIRET:88470383600012,4
NAME:mairie de st lyphard,4
NAME:mairie des sorinieres,4
SIRET:21440125900038,4
SIRET:21440126700015,4
SIRET:21440128300012,4
SIRET:21440079800069,4
NAME:valcor,4
NAME:commune de vair sur loire,4
NAME:syndicat mixte e-collectivites,4
SIRET:84521470900022,4
NAME:a p i j,4
NAME:uioss loir-et-cher,4
NAME:cc vallees loir et braye,4
SIRET:90409932200011,3
NAME:uioss rennes,3
NAME:uioss blois,3
NAME:commune de sainte hermine,3
NAME:efs centre-pays de la loire,3
NAME:ehpad bellevue,3
SIRET:77774937500021,3
NAME:verrieres en anjou,3
NAME:syndicat mixte du marais des olonnes,3
NAME:syndicat mixte port de peche,3
SIRET:97787458500010,3
NAME:ehpad la bonne eure,3
NAME:ehpad la reynerie,3
NAME:epa masse des douanes,3
SIRET:21440168900010,3
NAME:maison de retraite de montreuil-bellay,3
NAME:ministere de l economie,3
NAME:departement de la vienne,3
NAME:mairie les epesses,3
SIRET:21440211700011,3
NAME:commune de saint-molf,3
NAME:syndicat mixte aeroportuaire,3
NAME:commune de port-brillet,3
NAME:commune de noyen sur sarthe,3
SIRET:25850065100025,3
SIRET:26490050700023,3
SIRET:26410004100013,3
SIRET:26410016500010,3
NAME:groupement d achats de l herm,3
SIRET:25720054300029,3
NAME:douarnenez communaute,3
SIRET:13001334500017,3
SIRET:13001779100034,3
SIRET:13001954000025,3
NAME:service public local,3
NAME:siaep de rochereau,3
NAME:shema au nom et pour le compte du syndicat mixte du haras national du pin,3
NAME:cholet sports loisirs,3
SIRET:18004601300017,3
SIRET:25610222900018,3
NAME:hopital local de noirmoutier,3
NAME:hopital local loire et sillon,3
NAME:hopital local saint alexandre,3
NAME:dreal centre,3
NAME:dreal centre-val de loire,3
SIRET:17850001300010,3
SIRET:17350111501060,3
SIRET:13002456800018,3
NAME:commune de montfort-le-gesnois,3
SIRET:17210120600016,3
SIRET:25440202700018,3
SIRET:25440273800010,3
SIRET:13001292500017,3
SIRET:13001500100022,3
NAME:direction interdepartementale des routes ouest,3
SIRET:18170001400010,3
SIRET:18350003200010,3
NAME:caf de la somme,3
NAME:shema - au nom et pour le compte de roval,3
NAME:siaep de montfort le gesnois,3
NAME:siaep du jalais,3
NAME:communaute de communes du bocage mayennais 53,3
NAME:communaute de communes de montrevault,3
SIRET:26530332100011,3
SIRET:26440155500018,3
NAME:groupement transamo - cenovia,3
NAME:grand port maritime nantes saint-nazaire,3
NAME:grand port maritime nantes st-nazaire,3
NAME:sdis 28,3
SIRET:18003502402369,3
NAME:communautedecommunesentrebeauceetperch,3
NAME:c c a s nieul le dolent,3
NAME:siaep brains souligne,3
NAME:centre national des varietes,3
NAME:sicab,3
SIRET:12000601000082,3
SIRET:26490670200016,3
NAME:grand port maritime de nantes saint nazaire,3
NAME:gpmnsn,3
SIRET:12001003800061,3
SIRET:18530045600026,3
NAME:ccas de la ferriere,3
NAME:sembreizh 35,3
SIRET:24850019100031,3
NAME:aia amberieu en bugey,3
NAME:iibs,3
NAME:l universite nantes-angers-le mans,3
NAME:commune de barbatre,3
SIRET:24720063700061,3
NAME:loire atlantique peche et plaisance,3
SIRET:19370800500478,3
SIRET:12006701200027,3
SIRET:13000460900140,3
SIRET:13000501000025,3
NAME:sid nord ouest,3
NAME:sieds,3
NAME:communaute de communes anjou loir et sarthe,3
SIRET:26530012900011,3
NAME:sas vendee grand littoral energie,3
NAME:seml le mans evenements,3
NAME:commune d ayron,3
NAME:communaute lesneven cote des legendes clcl,3
NAME:angdm,3
NAME:direction interdepartementale des routes ouest - dir ouest,3
NAME:commune de batz sur mer,3
SIRET:19490003100023,3
SIRET:20002137600021,3
NAME:gip loire estuaire,3
NAME:siaep de l aunay-la touche,3
NAME:siaep de la region de bouloire,3
SIRET:11001001400014,3
NAME:sm des communes riveraines de l huisne,3
SIRET:26720548200107,3
SIRET:19791029200014,3
NAME:commune de longuenee en anjou,3
NAME:commune de louresse rochemenier,3
NAME:commune de melle,3
NAME:commune de mesanger,3
SIRET:26850075800076,3
SIRET:12000601000041,3
NAME:villes de nantes,3
NAME:commune de pipriac,3
SIRET:13000509300047,3
NAME:commune de ruille en champagne,3
NAME:commune de saint aubin de locquenay,3
NAME:commune de prinquiau,3
SIRET:26720055800018,3
SIRET:26720134100018,3
NAME:scom de l est vendeen 85,3
NAME:ccas de l ile d yeu,3
NAME:lorient agglomeration,3
NAME:lorient habitat,3
NAME:lannion-tregor communaute,3
SIRET:24440050300243,3
NAME:foyer-logement ehpad les mimosas,3
NAME:centre de gestion fpt37,3
NAME:commandement du soutien operationnel de la gendarmerie nationale comsopgn,3
NAME:gcs e-sante pays de la loire,3
NAME:gcs giba,3
NAME:centre de gestion fpt 49,3
NAME:sivos du havre de vie,3
NAME:commune saint gildas de rhuys,3
NAME:crc pays de la loire,3
NAME:sasu fnccr,3
SIRET:20003707500039,3
NAME:commune d ecuille 49,3
NAME:commune d illiers combray,3
NAME:disp de rennes,3
SIRET:24290069400165,3
NAME:sarthe numerique,3
SIRET:30258914800014,3
NAME:ets et sce d aide par le trav pub dep,3
NAME:lycee professionnel de rompsay,3
NAME:ccas de sevremont,3
NAME:ccas de trelaze,3
SIRET:21860194600013,3
NAME:direction de l administration penitentiaire,3
NAME:lycee general et technologique livet,3
SIRET:20005779200018,3
NAME:chd vendee etablissement support du ght vendee,3
NAME:le voyage a nantes,3
NAME:lycee rosa parks,3
NAME:s y m b o l i,3
NAME:ec sup beaux arts tours angers mans,3
SIRET:00638015800037,3
NAME:smbvt,3
SIRET:21850278900017,3
NAME:chateau d olonne,3
SIRET:24290074400010,3
SIRET:24350074100224,3
NAME:lycee albert camus,3
NAME:lycee auguste et jean renoir,3
NAME:commune des essarts,3
NAME:commune des rairies,3
NAME:commune des sorinieres,3
NAME:ville de saintes,3
NAME:ville de tiffauges,3
NAME:sm sage cailly aubette robec,3
NAME:ville de saint hilaire de riez 85,3
NAME:ville de saint lambert la potherie,3
NAME:ville de saint sylvain d anjou,3
NAME:gcsms estuaire,3
NAME:spl espace mayenne,3
NAME:commune de saint denis la chevasse,3
NAME:rectorat de la region academique pays de le loire,3
SIRET:20006720500019,3
NAME:cte organ lille metropole capitale mon,3
NAME:mairie d aytre,3
NAME:commune de campbon,3
SIRET:21850290400012,3
SIRET:20006126500019,3
SIRET:20006448300015,3
SIRET:20006458200014,3
SIRET:20005521800016,3
SIRET:20005947500018,3
NAME:commune de lys-haut-layon,3
SIRET:20005270200012,3
SIRET:21850277100015,3
NAME:prefet de la region centre,3
NAME:commune de le bailleul,3
SIRET:21850051000019,3
SIRET:21850182300015,3
SIRET:21850155900015,3
NAME:mairie de bouguenais,3
NAME:societe d economie mixte des transports en commun de l agglomeration mancelle,3
NAME:ville de saint-denis,3
NAME:ville de pornic,3
NAME:ville de quimperle 29,3
NAME:caisse d allocations familiales de loire-atlantique 22 rue de malville 44937 nantes,3
NAME:soclova,3
SIRET:37977417700016,3
SIRET:30122243600034,3
SIRET:26850236600035,3
NAME:commune de vibraye,3
NAME:chu de poitiers,3
NAME:france velo tourisme,3
NAME:association songo,3
NAME:mairie de fay de bretagne,3
SIRET:21850011400010,3
SIRET:21850109600158,3
NAME:mairie de corcoue sur logne,3
SIRET:20007020900016,3
SIRET:20007023300388,3
NAME:commune de la verrie,3
NAME:commune de laigne en belin,3
NAME:ctre national d enst a distance,3
NAME:centre hospitalier general de chartres,3
NAME:commune de les garennes sur loire,3
NAME:commune de la plaine sur mer,3
NAME:prefecture normandie,3
SIRET:21780310500014,3
NAME:cdc le gesnois bilurien,3
NAME:cegvs,3
NAME:mairie de geneston,3
SIRET:21720386800013,3
SIRET:21720223300011,3
NAME:commune de saint etienne du bois,3
NAME:commune de saint florent le vieil,3
NAME:commune de saint fulgent,3
NAME:ville de libourne,3
NAME:ville de lucon 85,3
NAME:ville de murs erigne 49,3
NAME:commune de saint colomban 44,3
NAME:commune du fenouiller 85,3
NAME:sydela energie 44,3
NAME:e p i s m arc-en-ciel du perche saosnois,3
SIRET:20008776100015,3
NAME:parc naturel regional normandie-maine,3
NAME:sydeva,3
NAME:ccas d alencon,3
NAME:spl altec,3
NAME:synd intercommunal vocation multiple l,3
NAME:comite interprofessionnel pintade,3
SIRET:44396651000028,3
NAME:ville de la garenne-colombes,3
SIRET:20007187600052,3
SIRET:20008323600014,3
SIRET:20008339200049,3
SIRET:20008339200064,3
NAME:cte de cnes du pays flechois,3
NAME:pole regional du handicap,3
NAME:commune de bouvron,3
NAME:departement de maine-et-loire hotel du departement difaje-scpa cs94104 49941 angers cedex 9,3
NAME:departement du finistere 32 boulevard dupleix 29196 quimper,3
NAME:port autonome de papeete,3
NAME:ville de la garnache,3
NAME:ville de la menitre,3
NAME:ville de pauillac,3
NAME:commune du breil-sur-merize,3
NAME:syndicat bassin versant des 4 rivieres,3
NAME:commune de saint-augustin,3
NAME:commune de saint gervais de la foret 41,3
SIRET:51516347900010,3
NAME:esid de bordeaux,3
NAME:commune de saint hilaire de riez,3
SIRET:20007480500017,3
SIRET:20007554700014,3
SIRET:20007788100015,3
SIRET:21350066300017,3
SIRET:21170396200012,3
NAME:ddfip du finistere,3
NAME:commune de la bazoche-gouet,3
SIRET:21720155700014,3
SIRET:21720163100017,3
NAME:mairie de la bouexiere,3
NAME:mairie de la chapelle heulin,3
NAME:mairie de noyal-chatillon sur seiche,3
SIRET:21170385500018,3
SIRET:20009411800011,3
SIRET:20008877100015,3
SIRET:20008215400036,3
SIRET:20008428300015,3
SIRET:20008513200013,3
SIRET:21720344700016,3
NAME:depafi,3
NAME:dcsid,3
NAME:cci de region bretagne,3
NAME:mairie de luisant,3
NAME:mairie de rene,3
NAME:ville de l aigle,3
NAME:synd bassins cotiers reg dol bretagne,3
NAME:synd dptal d energies de la manche,3
NAME:synd mixte portage sage rance fremur b,3
NAME:ehpad ernest guerin,3
NAME:etablissement public de l etat,3
NAME:cias du blaisois,3
NAME:cnfpt - inset angers,3
SIRET:75568822900027,3
SIRET:77561399500015,3
NAME:synd mixte renforcement eau potable su,3
NAME:cci nantes st-nazaire,3
NAME:commune de celle-l evescault,3
SIRET:21720197900010,3
NAME:mairie de montaigu,3
NAME:mairie de ruffec,3
NAME:mairie de saint biez en belin,3
SIRET:21490329600017,3
SIRET:21500184300014,3
SIRET:21410091900015,3
SIRET:21440013700011,3
NAME:commune de l aiguillon-la-presqu ile,3
NAME:commune de l epine,3
NAME:commune de falleron,3
SIRET:21290232400012,3
SIRET:21350219800012,3
NAME:delpia,3
SIRET:21530084900019,3
NAME:commune de champagne,3
NAME:mairie de saint sauveur d aunis,3
NAME:cci nantes - saint-nazaire,3
NAME:commune de trans sur erdre,3
NAME:commune de tremblay les villages,3
NAME:commune de vue,3
NAME:commune des brouzils,3
NAME:ville de clisson 44190 clisson,3
NAME:ville de coulans sur gee,3
NAME:commune de saint-armel,3
NAME:commune de saint reverend,3
NAME:environnement,3
SIRET:77565739800019,3
SIRET:77566822900027,3
SIRET:51947722800018,3
NAME:syndicat intercommunal d energies de maine-et-loire,3
NAME:commune de spay,3
NAME:cias du pays de saint gilles croix de vie 85,3
SIRET:79886871700041,3
NAME:enr44,3
SIRET:58205614900120,3
SIRET:59278023300017,3
NAME:syndicat mixte des ports de l-a,3
NAME:ville d ille de montfort-sur-meu,3
NAME:ministere de la justice disp de rennes,3
NAME:association agriav,3
NAME:association agrip,3
NAME:association de decarbonation loire estuaire,3
NAME:museum national d histoire naturelle,3
SIRET:21370243400019,3
SIRET:21530054200010,3
NAME:commune de savennieres,3
NAME:commune de sille-le-philippe,3
NAME:commune de solesmes,3
NAME:cc sud retz atlantique,3
SIRET:78599626500035,3
SIRET:78805803009579,3
NAME:climabyss gdf suez energie services,3
SIRET:21440111900018,3
NAME:ministere de l interieur,3
NAME:ministere de la justice sg dir-sg-go,3
NAME:association 3ifa,3
NAME:ass reg instituts form trav soc pays l,3
SIRET:21490267800001,3
SIRET:21490193600010,3
NAME:ville de doue la fontaine,3
NAME:ville de guingamp,3
SIRET:81282783000017,3
SIRET:83978245500019,3
SIRET:83520829900015,3
NAME:commune de tonnay charente,3
NAME:ehpad les tulipes,3
NAME:telecom bretagne,3
NAME:cc vallons de haute bretagne com,3
SIRET:21440152300011,3
NAME:departement de maine-et-loire difaje service de la commande publique et des assurances hotel du departement - cs 94104 49941 angers cedex 9,3
NAME:ddtm 50,3
SIRET:21440145700012,3
SIRET:21440149900089,3
SIRET:21490161300015,3
NAME:commune de etel,3
NAME:commune de divatte-sur-loire,3
NAME:commune de dompierre sur yon,3
SIRET:26350183500155,3
NAME:hopital saint nicolas,3
SIRET:25490006100022,3
SIRET:26440039100019,3
NAME:inra,3
NAME:inrae,3
SIRET:13001000200017,3
SIRET:13001202400183,3
NAME:theatre le quai,3
NAME:syndicat mixte reseau cap atlantic,3
NAME:syndicat mixte du pays du mans,3
NAME:maison familiale de loire atlantique,3
SIRET:21440116800015,3
NAME:epf de la vendee 123 bd louis blanc 85000 la roche sur yon,3
NAME:cget,3
SIRET:84521470900030,3
NAME:territoires publics,2
NAME:cc vallee loire authion,2
NAME:commune de sainte-anne-sur-vilaine,2
NAME:commune de saint-vincent-sur-graon,2
NAME:ehpad residence de fontenay,2
NAME:ehpad albert trotte,2
NAME:efs cpdl,2
NAME:ehpad le vollier,2
NAME:cias du pays des essarts,2
SIRET:81515871200019,2
SIRET:84373557200011,2
SIRET:84105453900025,2
SIRET:84042319800018,2
SIRET:80841707500013,2
NAME:cfai bretagne,2
NAME:cfa 3ifa,2
NAME:ceva,2
NAME:commune de gorges,2
NAME:mindef sca pfaf ouest,2
SIRET:21440155600011,2
SIRET:21440144000018,2
SIRET:21440133300015,2
NAME:marce,2
NAME:maraichers du nord est,2
SIRET:21440183800013,2
NAME:mairie de soucelles,2
NAME:mairie de segrie,2
NAME:mairie de savigny-en-veron,2
SIRET:21490110000013,2
SIRET:21490090400019,2
NAME:commune de corcoue sur logne,2
NAME:commune de connerre,2
NAME:commune de combres,2
NAME:association restaurant administratif,2
NAME:maison de retraite les cordelieres,2
SIRET:21440178800051,2
SIRET:21440176200015,2
NAME:commune de dollon,2
NAME:commune de esnandes,2
NAME:mairie st julien de concelles,2
NAME:mairie neuille-pont-pierre,2
SIRET:21490035900013,2
SIRET:21450208000226,2
SIRET:21490248800011,2
NAME:commune de chauche,2
SIRET:21440150700014,2
SIRET:21440212500071,2
NAME:commune de curzon 85,2
NAME:commune de grosbreuil 85,2
NAME:mindef ema sca pfaf-idf,2
NAME:marches publics,2
NAME:marche public,2
NAME:commune de frossay,2
SIRET:21440097000015,2
SIRET:21440089700010,2
SIRET:21440073100110,2
SIRET:21440073100011,2
SIRET:21440198600010,2
NAME:mairie de saint michel et chanveaux,2
NAME:commune de chateauneuf,2
NAME:commune de cugand,2
NAME:commune de courgenard,2
NAME:commune de coulonges thouarsais,2
NAME:commune de couffe,2
SIRET:21440056600011,2
NAME:ass restaurant adm hotel des impots,2
NAME:ass gestion ecole agric etablieres,2
NAME:mindef sga,2
NAME:mise sous pli et adressage de la propagande electorale pour les elections municipales et communautaires des 15 et 22 mars 2026,2
NAME:ministere interieur,2
NAME:assoc usagers rest inter adm cambronne,2
NAME:ministere de l agriculture,2
NAME:ministere culture et communication,2
NAME:meeddat,2
NAME:meduane habitat,2
NAME:medde dgac scn ssim,2
NAME:meae,2
NAME:maze-milon,2
NAME:ddfip de vendee,2
NAME:ddfip de la mayenne,2
NAME:ministere de l europe et des affaires etrangeres,2
SIRET:21370266500018,2
SIRET:21370018010000,2
SIRET:21370011500016,2
SIRET:21440106900015,2
SIRET:21440100200040,2
SIRET:21440098800090,2
NAME:delegation action sociale finances 44,2
NAME:destination rennes tourisme congres,2
SIRET:21490201700018,2
SIRET:21490192800017,2
NAME:mairie de rouesse-vasse,2
NAME:mairie de sainte-gemmes-sur-loire,2
SIRET:21560147700189,2
SIRET:21560118800018,2
SIRET:21560083400018,2
SIRET:21490266000015,2
NAME:commune de foussais-payre,2
NAME:commune de juigne-sur-sarthe,2
SIRET:21440025100010,2
SIRET:21720050000015,2
SIRET:21720039300015,2
NAME:commune de combrand,2
NAME:commune de coex 85,2
NAME:commune de coex,2
NAME:commune de cherreau,2
NAME:mairie de saint-jean-de-boiseau,2
NAME:mairie de vix,2
SIRET:21560058600014,2
SIRET:21530188800016,2
SIRET:21530181300014,2
SIRET:21530077300011,2
SIRET:21530007000111,2
NAME:mairie de le grez,2
NAME:mairie de le bailleul,2
NAME:mairie de saint leger les vignes,2
NAME:ctre intercommunal act soc pays craon,2
NAME:cci des cotes d armor,2
NAME:cci de reg ctre val de loire,2
NAME:departement cotes d armor,2
SIRET:21440027700015,2
NAME:commune de guignen,2
NAME:commune de guer,2
NAME:commune de la couarde sur mer,2
NAME:ministere de l interieur dgef,2
NAME:ccas tuffe val de la cheronne,2
NAME:msa mayenne-orne-sarthe,2
NAME:mri residence les tilleuls,2
NAME:commune de frehel,2
NAME:nantes metropole gestion services,2
SIRET:21440009500128,2
SIRET:21220179200018,2
SIRET:21350127300014,2
SIRET:21080096700015,2
SIRET:21060104300016,2
SIRET:20010261400019,2
SIRET:20010240800040,2
NAME:olonne sur mer,2
NAME:mairie de saint-corneille,2
NAME:mairie de saint-andre des eaux,2
NAME:mairie de plerin sur mer,2
SIRET:21630113500010,2
NAME:mairie de quiberon,2
NAME:mairie de plouguerneau,2
NAME:mairie de loue,2
SIRET:21220207100016,2
SIRET:20009679000015,2
SIRET:20009676600015,2
SIRET:20009410000019,2
SIRET:21170351700014,2
NAME:commune de la bernerie en retz,2
NAME:mairie de mouzillon,2
NAME:mairie de montroy,2
NAME:mairie de parennes,2
NAME:mairie de clisson 3 grande rue de la trinite 44190 clisson,2
NAME:mairie de la ferriere,2
NAME:mairie de jupilles,2
SIRET:21560162600017,2
SIRET:21720143300018,2
SIRET:21720122700014,2
NAME:office national des forets,2
SIRET:21720191200011,2
NAME:noyant-villages,2
NAME:parc de loisirs du lac de maine,2
NAME:oti pays de saint gilles croix de vie,2
NAME:oryon,2
NAME:organisme de droit public,2
NAME:nantes metropole et ville de nantes,2
NAME:nantes metropole amenagement agissant au nom et pour le compte de nantes metropole - 2 cours du champ de mars - 44 000 nantes,2
NAME:opera national de paris,2
SIRET:20008193300018,2
SIRET:20008877100023,2
NAME:oph silene,2
NAME:ploermel communaute,2
NAME:ctre intercommunal act soc isles mrai,2
NAME:cci de la mayenne 53,2
SIRET:21220353300154,2
SIRET:21720226600011,2
NAME:petr du pays de retz,2
NAME:parc naturel regional du perche,2
NAME:ddfip72,2
SIRET:20007716200010,2
SIRET:20007298100018,2
SIRET:20007272600157,2
SIRET:21720112800014,2
SIRET:21720089800013,2
SIRET:21720058300011,2
SIRET:21720052600010,2
NAME:departement de paris,2
NAME:dir reg de l envir de amenagement logt,2
NAME:dir nord-ouest,2
SIRET:21720364500015,2
SIRET:21720335500011,2
NAME:cte de cnes du pays de ste hermine,2
NAME:optimarche,2
SIRET:20008257600014,2
SIRET:20007187600086,2
NAME:baie de somme habitat,2
NAME:pole medico-social bais hambers,2
SIRET:21720169800016,2
SIRET:21720168000014,2
NAME:mairie de la tessoualle,2
NAME:mairie de challes,2
SIRET:21720333000014,2
SIRET:21720325600011,2
SIRET:21720276100011,2
SIRET:21720256300011,2
SIRET:21720251400014,2
SIRET:21720247200015,2
NAME:prefecture de loire atlantique,2
NAME:prefecture de la vienne,2
NAME:parc naturel regional de briere,2
NAME:atlansun,2
NAME:atigip sep,2
NAME:commune de la fontaine saint martin,2
NAME:commune de langon,2
NAME:commune de landeda,2
NAME:mairie de gorges,2
NAME:mairie de crossac,2
NAME:cdc vendee sevre autise,2
SIRET:21790162800016,2
SIRET:21850082500128,2
NAME:commune de brette les pins,2
NAME:commune de chateaugiron,2
NAME:commune de chateaubourg,2
NAME:ctre international etudes pedagogiques,2
NAME:commune de laigne-st-gervais,2
NAME:commune de la-haye-fouassiere,2
SIRET:20007190000035,2
SIRET:20007162900014,2
NAME:commune de chateau thebaud,2
NAME:dir des sces informatiques de l ouest,2
NAME:mairie de cosse-le-vivien,2
NAME:mairie de champ saint pere,2
SIRET:21850114600011,2
SIRET:21850106200010,2
SIRET:21850017100010,2
SIRET:21850012200013,2
SIRET:21850003100065,2
NAME:mairie de donges,2
NAME:cte de communes du canton de blaye,2
SIRET:21850076700015,2
SIRET:21850060100016,2
SIRET:21850059300015,2
SIRET:21850042900012,2
NAME:region gendarmerie pays de loire,2
NAME:quimperle communaute,2
NAME:commune de magne,2
NAME:prefecture aquitaine-sgar-mra,2
SIRET:20007269200011,2
SIRET:20007262700017,2
SIRET:20007202300019,2
NAME:commune de la quinte,2
NAME:commune de la poueze,2
NAME:commune de ligron,2
NAME:ccas nivillac,2
NAME:cvrh de clermont-ferrand,2
NAME:ccas la ferriere,2
NAME:cte reg de conchyliculture pays loire,2
SIRET:20006734600029,2
SIRET:20006645400014,2
SIRET:20006620700016,2
SIRET:20006581100016,2
SIRET:20006580300013,2
NAME:ccas de saintes,2
NAME:region grand est,2
NAME:mairie de denee,2
NAME:mairie de bourgbarre,2
NAME:mairie de bouloire,2
SIRET:21850086600015,2
SIRET:21850191400467,2
SIRET:21850191400317,2
SIRET:21850164100011,2
SIRET:20005876600029,2
NAME:s i d amenagement de la gartempe,2
NAME:s i a e p de grazay-jublains-marcille,2
NAME:commune de lys haut layon,2
NAME:commune de luche-pringe,2
NAME:commune de luceau,2
SIRET:20005996200015,2
NAME:cdc des rives de sarthe,2
NAME:cdc aunis atlantique,2
NAME:cda la rochelle,2
NAME:mairie de chaze-henry,2
SIRET:21930001900011,2
SIRET:21920073000014,2
NAME:ardenne metropole,2
NAME:commune de camaret sur mer,2
NAME:residence saint michel,2
SIRET:20004511000018,2
NAME:creha ouest,2
NAME:credit municipal de strasbourg,2
NAME:ccas de vertou,2
NAME:commune de le perrier,2
SIRET:20005443500017,2
SIRET:20005434400029,2
SIRET:20005428600063,2
SIRET:20005364300017,2
NAME:mairie d aillieres beauvoir,2
NAME:lycee professionnel les savarieres,2
NAME:lycee professionnel jean rondeau - etablissement public local d enseignement eple,2
