notice_family_id,family_size,n_calls,n_corrections,n_modifications,n_awards,n_cancellations,n_followups,first_date,last_date,n_schemas,n_notice_types,n_buyers,n_cpv,family_span_days,awards_per_call,family_pattern
NF033597,1,1,0,0,0,0,0,2021-12-01,2021-12-01,1,1,1,1,0,0.0,single_notice
NF033598,2,1,0,0,1,0,0,2021-12-02,2022-03-10,1,2,1,1,98,1.0,call_with_award
NF033599,2,1,0,0,1,0,0,2021-12-02,2022-10-21,1,2,1,1,323,1.0,call_with_award
NF033600,2,1,0,0,1,0,0,2021-12-03,2022-04-07,1,2,1,1,125,1.0,call_with_award
NF033601,1,1,0,0,0,0,0,2021-12-08,2021-12-08,1,1,1,1,0,0.0,single_notice
NF033602,2,1,0,0,1,0,0,2021-12-09,2022-06-11,1,2,1,1,184,1.0,call_with_award
NF033603,1,1,0,0,0,0,0,2021-12-09,2021-12-09,1,1,1,1,0,0.0,single_notice
NF033604,2,1,0,0,1,0,0,2021-12-11,2022-08-21,1,2,1,1,253,1.0,call_with_award
NF033605,2,1,0,0,1,0,0,2021-12-25,2022-04-13,1,2,1,1,109,1.0,call_with_award
NF033606,1,1,0,0,0,0,0,2021-12-14,2021-12-14,1,1,1,1,0,0.0,single_notice
NF033607,1,1,0,0,0,0,0,2021-12-15,2021-12-15,1,1,1,1,0,0.0,single_notice
NF033608,1,1,0,0,0,0,0,2021-12-17,2021-12-17,1,1,1,1,0,0.0,single_notice
NF033609,3,1,1,0,1,0,0,2021-12-17,2022-03-08,1,2,1,1,81,1.0,call_with_award
NF033610,1,1,0,0,0,0,0,2021-12-17,2021-12-17,1,1,1,1,0,0.0,single_notice
NF033611,1,1,0,0,0,0,0,2021-12-21,2021-12-21,1,1,1,1,0,0.0,single_notice
NF033612,1,1,0,0,0,0,0,2021-12-23,2021-12-23,1,1,1,1,0,0.0,single_notice
NF033613,1,1,0,0,0,0,0,2021-12-29,2021-12-29,1,1,1,1,0,0.0,single_notice
NF033614,1,1,0,0,0,0,0,2021-12-31,2021-12-31,1,1,1,1,0,0.0,single_notice
NF033615,1,1,0,0,0,0,0,2021-12-21,2021-12-21,1,1,1,0,0,0.0,single_notice
NF033616,1,1,0,0,0,0,0,2021-12-23,2021-12-23,1,1,1,0,0,0.0,single_notice
NF033617,2,1,0,0,1,0,0,2021-12-13,2022-02-10,1,2,2,1,59,1.0,call_with_award
NF033618,1,1,0,0,0,0,0,2021-12-01,2021-12-01,1,1,1,1,0,0.0,single_notice
NF033619,1,1,0,0,0,0,0,2021-12-06,2021-12-06,1,1,1,1,0,0.0,single_notice
NF033620,2,1,0,0,1,0,0,2021-12-06,2022-03-02,1,2,1,0,86,1.0,call_with_award
NF033621,2,1,0,0,1,0,0,2021-12-06,2022-04-08,1,2,1,1,123,1.0,call_with_award
NF033622,1,1,0,0,0,0,0,2021-12-07,2021-12-07,1,1,1,1,0,0.0,single_notice
NF033623,1,1,0,0,0,0,0,2021-12-07,2021-12-07,1,1,1,1,0,0.0,single_notice
NF033624,2,1,1,0,0,0,0,2021-12-10,2022-01-21,1,1,1,1,42,0.0,call_with_lifecycle_updates_no_award
NF033625,1,1,0,0,0,0,0,2021-12-10,2021-12-10,1,1,1,1,0,0.0,single_notice
NF033626,3,1,1,0,1,0,0,2021-12-10,2022-03-30,1,2,1,1,110,1.0,call_with_award
NF033627,2,1,0,0,1,0,0,2021-12-03,2022-03-18,1,2,1,0,105,1.0,call_with_award
NF033628,1,1,0,0,0,0,0,2021-12-08,2021-12-08,1,1,1,0,0,0.0,single_notice
NF033629,1,1,0,0,0,0,0,2021-12-10,2021-12-10,1,1,1,0,0,0.0,single_notice
NF033630,1,1,0,0,0,0,0,2021-12-10,2021-12-10,1,1,1,0,0,0.0,single_notice
NF033631,2,1,0,0,1,0,0,2021-12-16,2022-05-20,1,2,1,1,155,1.0,call_with_award
NF033632,2,1,0,0,1,0,0,2021-12-17,2022-05-12,1,2,1,1,146,1.0,call_with_award
NF033633,2,1,0,0,1,0,0,2021-12-25,2022-03-24,1,2,1,1,89,1.0,call_with_award
NF033634,1,1,0,0,0,0,0,2021-12-22,2021-12-22,1,1,1,1,0,0.0,single_notice
NF033635,1,1,0,0,0,0,0,2021-12-23,2021-12-23,1,1,1,1,0,0.0,single_notice
NF033636,2,1,0,0,1,0,0,2021-12-24,2022-03-09,1,2,1,1,75,1.0,call_with_award
NF033637,2,1,0,0,1,0,0,2021-12-31,2022-08-06,1,2,1,1,218,1.0,call_with_award
NF033638,2,1,0,0,1,0,0,2021-12-10,2022-03-03,1,2,1,1,83,1.0,call_with_award
NF033639,1,1,0,0,0,0,0,2021-12-12,2021-12-12,1,1,1,1,0,0.0,single_notice
NF033640,1,0,0,0,1,0,0,2021-12-05,2021-12-05,1,1,1,1,0,,award_without_observed_call
NF033641,1,1,0,0,0,0,0,2021-12-01,2021-12-01,1,1,1,1,0,0.0,single_notice
NF033642,1,1,0,0,0,0,0,2021-12-01,2021-12-01,1,1,1,1,0,0.0,single_notice
NF033643,1,1,0,0,0,0,0,2021-12-02,2021-12-02,1,1,1,1,0,0.0,single_notice
NF033644,1,1,0,0,0,0,0,2021-12-06,2021-12-06,1,1,1,1,0,0.0,single_notice
NF033645,1,1,0,0,0,0,0,2021-12-10,2021-12-10,1,1,1,1,0,0.0,single_notice
NF033646,2,1,0,0,1,0,0,2021-12-10,2022-03-15,1,2,1,1,95,1.0,call_with_award
NF033647,1,1,0,0,0,0,0,2021-12-06,2021-12-06,1,1,1,0,0,0.0,single_notice
NF033648,1,1,0,0,0,0,0,2021-12-09,2021-12-09,1,1,1,0,0,0.0,single_notice
NF033649,1,1,0,0,0,0,0,2021-12-17,2021-12-17,1,1,1,1,0,0.0,single_notice
NF033650,1,1,0,0,0,0,0,2021-12-17,2021-12-17,1,1,1,1,0,0.0,single_notice
NF033651,2,1,0,0,1,0,0,2021-12-19,2022-05-13,1,2,1,1,145,1.0,call_with_award
NF033652,1,1,0,0,0,0,0,2021-12-22,2021-12-22,1,1,1,1,0,0.0,single_notice
NF033653,2,1,0,0,1,0,0,2021-12-25,2022-05-07,1,2,1,1,133,1.0,call_with_award
NF033654,1,1,0,0,0,0,0,2021-12-19,2021-12-19,1,1,1,1,0,0.0,single_notice
NF033655,2,1,0,0,1,0,0,2021-12-22,2022-06-03,1,2,1,1,163,1.0,call_with_award
NF033656,1,1,0,0,0,0,0,2021-12-23,2021-12-23,1,1,1,1,0,0.0,single_notice
NF033657,1,0,0,0,1,0,0,2021-12-23,2021-12-23,1,1,1,1,0,,award_without_observed_call
NF033658,1,1,0,0,0,0,0,2021-12-17,2021-12-17,1,1,1,1,0,0.0,single_notice
NF033659,1,1,0,0,0,0,0,2021-12-20,2021-12-20,1,1,1,1,0,0.0,single_notice
NF033660,1,1,0,0,0,0,0,2021-12-20,2021-12-20,1,1,1,1,0,0.0,single_notice
NF033661,1,1,0,0,0,0,0,2021-12-21,2021-12-21,1,1,1,1,0,0.0,single_notice
NF033662,2,1,1,0,0,0,0,2021-12-22,2022-01-24,1,1,1,1,33,0.0,call_with_lifecycle_updates_no_award
NF033663,1,1,0,0,0,0,0,2021-12-23,2021-12-23,1,1,1,1,0,0.0,single_notice
NF033664,1,1,0,0,0,0,0,2021-12-24,2021-12-24,1,1,1,0,0,0.0,single_notice
NF033665,1,1,0,0,0,0,0,2021-12-27,2021-12-27,1,1,1,1,0,0.0,single_notice
NF033666,1,1,0,0,0,0,0,2021-12-14,2021-12-14,1,1,1,0,0,0.0,single_notice
NF033667,1,1,0,0,0,0,0,2021-12-21,2021-12-21,1,1,1,0,0,0.0,single_notice
NF033668,1,1,0,0,0,0,0,2021-12-22,2021-12-22,1,1,1,0,0,0.0,single_notice
NF033669,1,1,0,0,0,0,0,2021-12-30,2021-12-30,1,1,1,0,0,0.0,single_notice
NF033670,4,1,2,0,1,0,0,2021-12-01,2022-04-09,1,3,1,1,129,1.0,call_with_award
NF033671,2,1,0,0,1,0,0,2021-12-02,2022-02-03,1,2,1,1,63,1.0,call_with_award
NF033672,3,1,1,0,1,0,0,2021-12-04,2022-04-08,1,3,1,1,125,1.0,call_with_award
NF033673,1,1,0,0,0,0,0,2021-12-05,2021-12-05,1,1,1,1,0,0.0,single_notice
NF033674,3,1,1,0,1,0,0,2021-12-08,2022-06-29,1,3,1,1,203,1.0,call_with_award
NF033675,2,1,0,0,1,0,0,2021-12-08,2022-02-26,1,2,2,1,80,1.0,call_with_award
NF033676,1,1,0,0,0,0,0,2021-12-08,2021-12-08,1,1,1,1,0,0.0,single_notice
NF033677,3,1,1,0,1,0,0,2021-12-09,2022-04-22,1,3,1,1,134,1.0,call_with_award
NF033678,2,1,0,0,1,0,0,2021-12-09,2022-06-24,1,2,1,1,197,1.0,call_with_award
NF033679,2,1,0,0,1,0,0,2021-12-10,2022-05-06,1,2,1,1,147,1.0,call_with_award
NF033680,4,1,2,0,1,0,0,2021-12-10,2022-04-21,1,3,1,1,132,1.0,call_with_award
NF033681,2,1,0,0,1,0,0,2021-12-10,2022-04-06,1,2,1,1,117,1.0,call_with_award
NF033682,2,1,0,0,1,0,0,2021-12-01,2022-02-14,1,2,1,1,75,1.0,call_with_award
NF033683,1,1,0,0,0,0,0,2021-12-01,2021-12-01,1,1,1,1,0,0.0,single_notice
NF033684,2,1,1,0,0,0,0,2021-12-03,2021-12-16,1,1,1,1,13,0.0,call_with_lifecycle_updates_no_award
NF033685,2,1,0,0,1,0,0,2021-12-06,2022-05-10,1,2,1,1,155,1.0,call_with_award
NF033686,1,1,0,0,0,0,0,2021-12-06,2021-12-06,1,1,1,1,0,0.0,single_notice
NF033687,1,1,0,0,0,0,0,2021-12-07,2021-12-07,1,1,1,1,0,0.0,single_notice
NF033688,1,1,0,0,0,0,0,2021-12-08,2021-12-08,1,1,1,1,0,0.0,single_notice
NF033689,1,1,0,0,0,0,0,2021-12-06,2021-12-06,1,1,1,0,0,0.0,single_notice
NF033690,2,1,0,0,1,0,0,2021-12-16,2022-09-15,1,2,1,1,273,1.0,call_with_award
NF033691,3,1,1,0,1,0,0,2021-12-16,2022-03-10,1,3,1,1,84,1.0,call_with_award
NF033692,2,1,0,0,1,0,0,2021-12-16,2022-03-02,1,2,1,1,76,1.0,call_with_award
NF033693,3,1,2,0,0,0,0,2021-12-17,2022-02-12,1,2,1,1,57,0.0,call_with_lifecycle_updates_no_award
NF033694,2,1,0,0,1,0,0,2021-12-20,2022-02-19,1,2,1,1,61,1.0,call_with_award
NF033695,2,1,1,0,0,0,0,2021-12-25,2022-02-04,1,2,1,1,41,0.0,call_with_lifecycle_updates_no_award
NF033696,2,1,1,0,0,0,0,2021-12-18,2021-12-26,1,2,1,1,8,0.0,call_with_lifecycle_updates_no_award
NF033697,2,1,0,0,1,0,0,2021-12-18,2022-03-05,1,2,1,1,77,1.0,call_with_award
NF033698,2,1,0,0,1,0,0,2021-12-18,2022-06-30,1,2,1,1,194,1.0,call_with_award
NF033699,2,1,0,0,1,0,0,2021-12-22,2022-03-20,1,2,1,1,88,1.0,call_with_award
NF033700,2,1,0,0,1,0,0,2021-12-23,2022-04-15,1,2,1,1,113,1.0,call_with_award
NF033701,2,1,0,0,1,0,0,2021-12-23,2022-05-04,1,2,1,1,132,1.0,call_with_award
NF033702,2,1,0,0,1,0,0,2021-12-23,2022-05-19,1,2,1,1,147,1.0,call_with_award
NF033703,2,1,0,0,1,0,0,2021-12-23,2022-05-26,1,2,1,1,154,1.0,call_with_award
NF033704,2,1,0,0,1,0,0,2021-12-24,2022-03-25,1,2,1,1,91,1.0,call_with_award
NF033705,2,1,0,0,1,0,0,2021-12-26,2022-04-17,1,2,1,1,112,1.0,call_with_award
NF033706,2,1,0,0,1,0,0,2021-12-30,2022-06-15,1,2,1,1,167,1.0,call_with_award
NF033707,1,0,0,0,1,0,0,2021-12-25,2021-12-25,1,1,1,1,0,,award_without_observed_call
NF033708,3,1,1,0,1,0,0,2021-12-15,2022-07-11,1,2,1,1,208,1.0,call_with_award
NF033709,1,0,1,0,0,0,0,2021-12-15,2021-12-15,1,1,1,1,0,,single_notice
NF033710,1,1,0,0,0,0,0,2021-12-17,2021-12-17,1,1,1,1,0,0.0,single_notice
NF033711,1,1,0,0,0,0,0,2021-12-21,2021-12-21,1,1,1,1,0,0.0,single_notice
NF033712,1,1,0,0,0,0,0,2021-12-21,2021-12-21,1,1,1,1,0,0.0,single_notice
NF033713,2,1,1,0,0,0,0,2021-12-23,2022-02-03,1,1,1,1,42,0.0,call_with_lifecycle_updates_no_award
NF033714,1,1,0,0,0,0,0,2021-12-23,2021-12-23,1,1,1,1,0,0.0,single_notice
NF033715,2,1,0,0,1,0,0,2021-12-23,2022-03-17,1,2,1,1,84,1.0,call_with_award
NF033716,2,1,0,0,1,0,0,2021-12-24,2022-05-05,1,2,1,1,132,1.0,call_with_award
NF033717,3,1,1,0,1,0,0,2021-12-24,2022-06-28,1,2,1,1,186,1.0,call_with_award
NF033718,1,1,0,0,0,0,0,2021-12-16,2021-12-16,1,1,1,0,0,0.0,single_notice
NF033719,2,1,0,0,1,0,0,2021-12-28,2022-03-29,1,2,1,0,91,1.0,call_with_award
NF033720,2,1,0,0,1,0,0,2021-12-01,2022-03-20,1,2,1,1,109,1.0,call_with_award
NF033721,2,1,0,0,1,0,0,2021-12-01,2022-03-23,1,2,1,1,112,1.0,call_with_award
NF033722,2,2,0,0,0,0,0,2021-12-02,2022-02-11,1,1,1,1,71,0.0,call_with_lifecycle_updates_no_award
NF033723,1,1,0,0,0,0,0,2021-12-02,2021-12-02,1,1,1,1,0,0.0,single_notice
NF033724,2,1,0,0,1,0,0,2021-12-02,2022-05-13,1,2,1,1,162,1.0,call_with_award
NF033725,1,1,0,0,0,0,0,2021-12-05,2021-12-05,1,1,1,1,0,0.0,single_notice
NF033726,1,1,0,0,0,0,0,2021-12-08,2021-12-08,1,1,1,1,0,0.0,single_notice
NF033727,4,1,2,0,1,0,0,2021-12-03,2022-07-08,1,3,1,1,217,1.0,call_with_award
NF033728,1,1,0,0,0,0,0,2021-12-01,2021-12-01,1,1,1,1,0,0.0,single_notice
NF033729,1,1,0,0,0,0,0,2021-12-01,2021-12-01,1,1,1,1,0,0.0,single_notice
NF033730,2,1,0,0,1,0,0,2021-12-02,2022-02-14,1,2,1,1,74,1.0,call_with_award
NF033731,2,1,0,0,1,0,0,2021-12-02,2022-03-09,1,2,2,1,97,1.0,call_with_award
NF033732,1,1,0,0,0,0,0,2021-12-02,2021-12-02,1,1,1,1,0,0.0,single_notice
NF033733,1,1,0,0,0,0,0,2021-12-03,2021-12-03,1,1,1,1,0,0.0,single_notice
NF033734,1,1,0,0,0,0,0,2021-12-07,2021-12-07,1,1,1,1,0,0.0,single_notice
NF033735,1,1,0,0,0,0,0,2021-12-09,2021-12-09,1,1,1,1,0,0.0,single_notice
NF033736,2,1,0,0,1,0,0,2021-12-09,2022-03-02,1,2,1,1,83,1.0,call_with_award
NF033737,1,1,0,0,0,0,0,2021-12-10,2021-12-10,1,1,1,1,0,0.0,single_notice
NF033738,1,1,0,0,0,0,0,2021-12-10,2021-12-10,1,1,1,1,0,0.0,single_notice
NF033739,1,1,0,0,0,0,0,2021-12-10,2021-12-10,1,1,1,1,0,0.0,single_notice
NF033740,1,0,0,0,1,0,0,2021-12-02,2021-12-02,1,1,1,1,0,,award_without_observed_call
NF033741,1,0,0,0,1,0,0,2021-12-02,2021-12-02,1,1,1,1,0,,award_without_observed_call
NF033742,1,1,0,0,0,0,0,2021-12-06,2021-12-06,1,1,1,0,0,0.0,single_notice
NF033743,1,1,0,0,0,0,0,2021-12-16,2021-12-16,1,1,1,1,0,0.0,single_notice
NF033744,2,1,1,0,0,0,0,2021-12-16,2022-01-21,1,2,1,1,36,0.0,call_with_lifecycle_updates_no_award
NF033745,2,1,0,0,1,0,0,2021-12-16,2022-03-31,1,2,1,1,105,1.0,call_with_award
NF033746,2,1,0,0,1,0,0,2021-12-17,2022-07-06,1,2,1,1,201,1.0,call_with_award
NF033747,2,1,1,0,0,0,0,2021-12-17,2021-12-26,1,2,1,1,9,0.0,call_with_lifecycle_updates_no_award
NF033748,2,1,0,0,1,0,0,2021-12-23,2022-11-09,1,2,1,1,321,1.0,call_with_award
NF033749,1,1,0,0,0,0,0,2021-12-22,2021-12-22,1,1,1,1,0,0.0,single_notice
NF033750,1,1,0,0,0,0,0,2021-12-23,2021-12-23,1,1,1,1,0,0.0,single_notice
NF033751,2,1,0,0,1,0,0,2021-12-31,2022-02-24,1,2,1,1,55,1.0,call_with_award
NF033752,4,1,2,0,1,0,0,2021-12-25,2022-05-01,1,3,1,1,127,1.0,call_with_award
NF033753,1,0,0,0,1,0,0,2021-12-16,2021-12-16,1,1,1,1,0,,award_without_observed_call
NF033754,2,1,1,0,0,0,0,2021-12-16,2021-12-17,1,1,1,1,1,0.0,call_with_lifecycle_updates_no_award
NF033755,1,1,0,0,0,0,0,2021-12-17,2021-12-17,1,1,1,1,0,0.0,single_notice
NF033756,3,1,1,0,1,0,0,2021-12-20,2022-03-15,1,2,1,1,85,1.0,call_with_award
NF033757,1,1,0,0,0,0,0,2021-12-20,2021-12-20,1,1,1,1,0,0.0,single_notice
NF033758,1,1,0,0,0,0,0,2021-12-20,2021-12-20,1,1,1,1,0,0.0,single_notice
NF033759,1,1,0,0,0,0,0,2021-12-20,2021-12-20,1,1,1,1,0,0.0,single_notice
NF033760,2,1,0,0,1,0,0,2021-12-21,2022-05-09,1,2,1,1,139,1.0,call_with_award
NF033761,1,1,0,0,0,0,0,2021-12-21,2021-12-21,1,1,1,1,0,0.0,single_notice
NF033762,1,1,0,0,0,0,0,2021-12-21,2021-12-21,1,1,1,1,0,0.0,single_notice
NF033763,1,1,0,0,0,0,0,2021-12-23,2021-12-23,1,1,1,1,0,0.0,single_notice
NF033764,1,1,0,0,0,0,0,2021-12-23,2021-12-23,1,1,1,1,0,0.0,single_notice
NF033765,2,1,1,0,0,0,0,2021-12-29,2022-01-21,1,1,1,1,23,0.0,call_with_lifecycle_updates_no_award
NF033766,1,1,0,0,0,0,0,2021-12-16,2021-12-16,1,1,1,0,0,0.0,single_notice
NF033767,1,1,0,0,0,0,0,2021-12-17,2021-12-17,1,1,1,0,0,0.0,single_notice
NF033768,1,1,0,0,0,0,0,2022-01-27,2022-01-27,1,1,1,1,0,0.0,single_notice
NF033769,1,1,0,0,0,0,0,2022-01-27,2022-01-27,1,1,1,1,0,0.0,single_notice
NF033770,1,1,0,0,0,0,0,2022-01-27,2022-01-27,1,1,1,0,0,0.0,single_notice
NF033771,1,1,0,0,0,0,0,2022-01-28,2022-01-28,1,1,1,1,0,0.0,single_notice
NF033772,1,1,0,0,0,0,0,2022-01-31,2022-01-31,1,1,1,1,0,0.0,single_notice
NF033773,1,0,0,0,1,0,0,2022-01-24,2022-01-24,1,1,1,0,0,,award_without_observed_call
NF033774,1,1,0,0,0,0,0,2022-01-20,2022-01-20,1,1,1,0,0,0.0,single_notice
NF033775,1,1,0,0,0,0,0,2022-01-26,2022-01-26,1,1,1,0,0,0.0,single_notice
NF033776,2,2,0,0,0,0,0,2022-01-28,2022-06-08,1,1,1,0,131,0.0,call_with_lifecycle_updates_no_award
NF033777,1,1,0,0,0,0,0,2022-01-01,2022-01-01,1,1,1,1,0,0.0,single_notice
NF033778,3,1,1,0,1,0,0,2022-01-06,2022-04-14,1,3,2,1,98,1.0,call_with_award
NF033779,2,1,0,0,1,0,0,2022-01-06,2022-05-14,1,2,1,1,128,1.0,call_with_award
NF033780,2,1,0,0,1,0,0,2022-01-08,2022-04-21,1,2,1,1,103,1.0,call_with_award
NF033781,3,1,1,0,1,0,0,2022-01-09,2022-04-10,1,3,1,1,91,1.0,call_with_award
NF033782,2,1,0,0,1,0,0,2022-01-09,2022-08-13,1,2,1,1,216,1.0,call_with_award
NF033783,1,1,0,0,0,0,0,2022-01-13,2022-01-13,1,1,1,1,0,0.0,single_notice
NF033784,1,1,0,0,0,0,0,2022-01-14,2022-01-14,1,1,1,1,0,0.0,single_notice
NF033785,2,1,0,0,1,0,0,2022-01-14,2022-05-04,1,2,1,1,110,1.0,call_with_award
NF033786,4,2,0,0,2,0,0,2022-01-16,2022-06-05,1,2,1,1,140,1.0,call_with_award
NF033787,1,0,0,0,1,0,0,2022-01-05,2022-01-05,1,1,1,1,0,,award_without_observed_call
NF033788,1,0,0,0,1,0,0,2022-01-12,2022-01-12,1,1,1,1,0,,award_without_observed_call
NF033789,1,0,0,0,1,0,0,2022-01-13,2022-01-13,1,1,1,1,0,,award_without_observed_call
NF033790,1,1,0,0,0,0,0,2022-01-04,2022-01-04,1,1,1,0,0,0.0,single_notice
NF033791,1,1,0,0,0,0,0,2022-01-05,2022-01-05,1,1,1,0,0,0.0,single_notice
NF033792,3,2,1,0,0,0,0,2022-01-06,2022-03-05,1,2,1,2,58,0.0,call_with_lifecycle_updates_no_award
NF033793,2,2,0,0,0,0,0,2022-01-06,2022-05-19,1,1,1,1,133,0.0,call_with_lifecycle_updates_no_award
NF033794,3,1,1,0,1,0,0,2022-01-07,2022-05-16,1,3,1,1,129,1.0,call_with_award
NF033795,1,1,0,0,0,0,0,2022-01-11,2022-01-11,1,1,1,1,0,0.0,single_notice
NF033796,1,1,0,0,0,0,0,2022-01-14,2022-01-14,1,1,1,1,0,0.0,single_notice
NF033797,1,1,0,0,0,0,0,2022-01-17,2022-01-17,1,1,1,0,0,0.0,single_notice
NF033798,1,1,0,0,0,0,0,2022-01-17,2022-01-17,1,1,1,1,0,0.0,single_notice
NF033799,1,1,0,0,0,0,0,2022-01-05,2022-01-05,1,1,1,0,0,0.0,single_notice
NF033800,1,1,0,0,0,0,0,2022-01-14,2022-01-14,1,1,1,0,0,0.0,single_notice
NF033801,2,1,0,0,1,0,0,2022-01-19,2022-05-20,1,2,1,1,121,1.0,call_with_award
NF033802,2,1,0,0,1,0,0,2022-01-21,2022-04-23,1,2,1,1,92,1.0,call_with_award
NF033803,2,1,0,0,1,0,0,2022-01-23,2022-05-19,1,2,1,1,116,1.0,call_with_award
NF033804,3,1,1,0,1,0,0,2022-01-23,2022-06-26,1,3,1,1,154,1.0,call_with_award
NF033805,2,1,0,0,1,0,0,2022-01-27,2022-06-03,1,2,1,1,127,1.0,call_with_award
NF033806,2,1,0,0,1,0,0,2022-01-29,2022-10-26,1,2,1,1,270,1.0,call_with_award
NF033807,2,1,0,0,1,0,0,2022-01-29,2022-04-16,1,2,1,1,77,1.0,call_with_award
NF033808,2,1,0,0,1,0,0,2022-01-29,2022-06-05,1,2,1,1,127,1.0,call_with_award
NF033809,2,1,0,0,1,0,0,2022-01-30,2022-05-05,1,2,1,1,95,1.0,call_with_award
NF033810,3,1,2,0,0,0,0,2022-01-30,2022-02-25,1,2,1,1,26,0.0,call_with_lifecycle_updates_no_award
NF033811,2,1,0,0,1,0,0,2022-01-30,2022-06-03,1,2,1,1,124,1.0,call_with_award
NF033812,1,0,0,0,1,0,0,2022-01-22,2022-01-22,1,1,1,1,0,,award_without_observed_call
NF033813,2,1,0,0,1,0,0,2022-01-18,2022-04-13,1,2,1,1,85,1.0,call_with_award
NF033814,1,1,0,0,0,0,0,2022-01-18,2022-01-18,1,1,1,1,0,0.0,single_notice
NF033815,1,1,0,0,0,0,0,2022-01-18,2022-01-18,1,1,1,0,0,0.0,single_notice
NF033816,1,1,0,0,0,0,0,2022-01-01,2022-01-01,1,1,1,1,0,0.0,single_notice
NF033817,2,1,0,0,1,0,0,2022-01-08,2022-05-14,1,2,1,1,126,1.0,call_with_award
NF033818,1,1,0,0,0,0,0,2022-01-06,2022-01-06,1,1,1,1,0,0.0,single_notice
NF033819,2,1,0,0,1,0,0,2022-01-12,2022-12-16,1,2,1,1,338,1.0,call_with_award
NF033820,2,1,0,0,1,0,0,2022-01-13,2022-04-22,1,2,1,1,99,1.0,call_with_award
NF033821,2,1,0,0,1,0,0,2022-01-14,2022-04-14,1,2,1,1,90,1.0,call_with_award
NF033822,1,0,0,0,1,0,0,2022-01-05,2022-01-05,1,1,1,1,0,,award_without_observed_call
NF033823,1,0,0,0,1,0,0,2022-01-08,2022-01-08,1,1,1,1,0,,award_without_observed_call
NF033824,2,1,0,0,1,0,0,2022-01-04,2022-06-01,1,2,1,1,148,1.0,call_with_award
NF033825,1,1,0,0,0,0,0,2022-01-06,2022-01-06,1,1,1,1,0,0.0,single_notice
NF033826,1,1,0,0,0,0,0,2022-01-06,2022-01-06,1,1,1,1,0,0.0,single_notice
NF033827,1,1,0,0,0,0,0,2022-01-06,2022-01-06,1,1,1,1,0,0.0,single_notice
NF033828,1,1,0,0,0,0,0,2022-01-06,2022-01-06,1,1,1,1,0,0.0,single_notice
NF033829,2,1,0,0,1,0,0,2022-01-07,2022-04-11,1,2,1,1,94,1.0,call_with_award
NF033830,1,1,0,0,0,0,0,2022-01-07,2022-01-07,1,1,1,1,0,0.0,single_notice
NF033831,1,1,0,0,0,0,0,2022-01-07,2022-01-07,1,1,1,1,0,0.0,single_notice
NF033832,2,1,1,0,0,0,0,2022-01-10,2022-01-25,1,2,1,1,15,0.0,call_with_lifecycle_updates_no_award
NF033833,1,1,0,0,0,0,0,2022-01-11,2022-01-11,1,1,1,1,0,0.0,single_notice
NF033834,2,1,0,0,1,0,0,2022-01-13,2022-05-20,1,2,1,1,127,1.0,call_with_award
NF033835,1,1,0,0,0,0,0,2022-01-14,2022-01-14,1,1,1,1,0,0.0,single_notice
NF033836,1,1,0,0,0,0,0,2022-01-14,2022-01-14,1,1,1,1,0,0.0,single_notice
NF033837,1,1,0,0,0,0,0,2022-01-06,2022-01-06,1,1,1,0,0,0.0,single_notice
NF033838,1,1,0,0,0,0,0,2022-01-21,2022-01-21,1,1,1,1,0,0.0,single_notice
NF033839,2,1,0,0,1,0,0,2022-01-22,2022-04-07,1,2,1,1,75,1.0,call_with_award
NF033840,1,1,0,0,0,0,0,2022-01-23,2022-01-23,1,1,1,1,0,0.0,single_notice
NF033841,2,1,0,0,1,0,0,2022-01-26,2022-06-01,1,2,1,1,126,1.0,call_with_award
NF033842,2,1,0,0,1,0,0,2022-01-27,2022-04-28,1,2,1,1,91,1.0,call_with_award
NF033843,4,3,0,0,1,0,0,2022-01-28,2022-12-09,1,2,1,1,315,0.3333333333333333,call_with_award
NF033844,2,1,0,0,1,0,0,2022-01-30,2022-04-29,1,2,1,1,89,1.0,call_with_award
NF033845,2,1,0,0,1,0,0,2022-01-18,2022-04-27,1,2,2,0,99,1.0,call_with_award
NF033846,1,1,0,0,0,0,0,2022-01-20,2022-01-20,1,1,1,1,0,0.0,single_notice
NF033847,2,1,0,0,1,0,0,2022-01-26,2022-04-13,1,2,1,1,77,1.0,call_with_award
NF033848,1,1,0,0,0,0,0,2022-01-27,2022-01-27,1,1,1,1,0,0.0,single_notice
NF033849,2,1,0,0,1,0,0,2022-01-28,2022-08-04,1,2,1,1,188,1.0,call_with_award
NF033850,1,1,0,0,0,0,0,2022-01-31,2022-01-31,1,1,1,1,0,0.0,single_notice
NF033851,1,1,0,0,0,0,0,2022-01-25,2022-01-25,1,1,1,0,0,0.0,single_notice
NF033852,1,1,0,0,0,0,0,2022-01-26,2022-01-26,1,1,1,0,0,0.0,single_notice
NF033853,1,1,0,0,0,0,0,2022-01-27,2022-01-27,1,1,1,0,0,0.0,single_notice
NF033854,1,1,0,0,0,0,0,2022-01-31,2022-01-31,1,1,1,0,0,0.0,single_notice
NF033855,2,1,0,0,1,0,0,2022-01-02,2022-04-29,1,2,1,1,117,1.0,call_with_award
NF033856,1,1,0,0,0,0,0,2022-01-15,2022-01-15,1,1,1,1,0,0.0,single_notice
NF033857,5,2,0,0,3,0,0,2022-01-14,2023-03-26,1,2,1,1,436,1.5,call_with_award
