notice_id,publication_date,publication_year,schema_family,buyer_activity_tier,buyer_key_type,buyer_identifier_source,is_digital_scope,digital_segment,study_end_date,followup_days,followup_months,evaluable_12m,evaluable_24m,evaluable_36m,evaluable_60m
19-118100,2019-07-29,2019,LEGACY,6-20,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2541,83.47568988173455,True,True,True,True
19-100336,2019-07-01,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2569,84.39553219448094,True,True,True,True
19-100611,2019-07-01,2019,LEGACY,1 (single),NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2569,84.39553219448094,True,True,True,True
19-102199,2019-07-03,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2567,84.32982917214191,True,True,True,True
19-102320,2019-07-03,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2567,84.32982917214191,True,True,True,True
19-102450,2019-07-03,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2567,84.32982917214191,True,True,True,True
19-102732,2019-07-03,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2567,84.32982917214191,True,True,True,True
19-104085,2019-07-05,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2565,84.26412614980289,True,True,True,True
19-104336,2019-07-05,2019,LEGACY,6-20,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2565,84.26412614980289,True,True,True,True
19-104712,2019-07-08,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2562,84.16557161629434,True,True,True,True
19-105027,2019-07-08,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2562,84.16557161629434,True,True,True,True
19-106091,2019-07-09,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2561,84.13272010512483,True,True,True,True
19-106362,2019-07-09,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2561,84.13272010512483,True,True,True,True
19-106608,2019-07-10,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2560,84.09986859395532,True,True,True,True
19-106916,2019-07-10,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2560,84.09986859395532,True,True,True,True
19-107183,2019-07-10,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2560,84.09986859395532,True,True,True,True
19-107276,2019-07-10,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2560,84.09986859395532,True,True,True,True
19-108392,2019-07-12,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2558,84.03416557161628,True,True,True,True
19-108491,2019-07-12,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2558,84.03416557161628,True,True,True,True
19-107466,2019-07-12,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2558,84.03416557161628,True,True,True,True
19-107821,2019-07-12,2019,LEGACY,21+,NAME_FALLBACK,NONE,True,DIGITAL_ICT,2026-07-13,2558,84.03416557161628,True,True,True,True
19-109097,2019-07-12,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2558,84.03416557161628,True,True,True,True
19-111475,2019-07-17,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2553,83.86990801576871,True,True,True,True
19-113409,2019-07-19,2019,LEGACY,21+,NAME_FALLBACK,NONE,True,DIGITAL_ICT,2026-07-13,2551,83.80420499342969,True,True,True,True
19-114087,2019-07-22,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2548,83.70565045992116,True,True,True,True
19-114653,2019-07-23,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2547,83.67279894875163,True,True,True,True
19-114994,2019-07-23,2019,LEGACY,21+,NAME_FALLBACK,NONE,True,DIGITAL_ICT,2026-07-13,2547,83.67279894875163,True,True,True,True
19-115265,2019-07-24,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2546,83.63994743758212,True,True,True,True
19-118759,2019-07-30,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2540,83.44283837056504,True,True,True,True
19-102007,2019-07-04,2019,LEGACY,21+,RAW_SIRET,RAW_SIRET_FIELD,False,NON_DIGITAL,2026-07-13,2566,84.2969776609724,True,True,True,True
19-98996,2019-07-04,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2566,84.2969776609724,True,True,True,True
19-102406,2019-07-05,2019,LEGACY,21+,RAW_SIRET,RAW_SIRET_FIELD,False,NON_DIGITAL,2026-07-13,2565,84.26412614980289,True,True,True,True
19-99593,2019-07-05,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2565,84.26412614980289,True,True,True,True
19-103609,2019-07-06,2019,LEGACY,1 (single),NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2564,84.23127463863338,True,True,True,True
19-103929,2019-07-07,2019,LEGACY,21+,RAW_SIRET,RAW_SIRET_FIELD,False,NON_DIGITAL,2026-07-13,2563,84.19842312746385,True,True,True,True
19-105444,2019-07-10,2019,LEGACY,21+,RAW_SIRET,RAW_SIRET_FIELD,True,DIGITAL_ICT,2026-07-13,2560,84.09986859395532,True,True,True,True
19-106975,2019-07-12,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2558,84.03416557161628,True,True,True,True
19-106051,2019-07-13,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2557,84.00131406044677,True,True,True,True
19-108937,2019-07-14,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2556,83.96846254927726,True,True,True,True
19-109957,2019-07-17,2019,LEGACY,21+,RAW_SIRET,RAW_SIRET_FIELD,False,NON_DIGITAL,2026-07-13,2553,83.86990801576871,True,True,True,True
19-109582,2019-07-19,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2551,83.80420499342969,True,True,True,True
19-110370,2019-07-19,2019,LEGACY,21+,NAME_FALLBACK,NONE,True,DIGITAL_ICT,2026-07-13,2551,83.80420499342969,True,True,True,True
19-111590,2019-07-20,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2550,83.77135348226018,True,True,True,True
19-112319,2019-07-20,2019,LEGACY,21+,RAW_SIRET,RAW_SIRET_FIELD,False,NON_DIGITAL,2026-07-13,2550,83.77135348226018,True,True,True,True
19-112517,2019-07-20,2019,LEGACY,6-20,RAW_SIRET,RAW_SIRET_FIELD,True,DIGITAL_ICT,2026-07-13,2550,83.77135348226018,True,True,True,True
19-113024,2019-07-21,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2549,83.73850197109067,True,True,True,True
19-113059,2019-07-21,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2549,83.73850197109067,True,True,True,True
19-114221,2019-07-24,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2546,83.63994743758212,True,True,True,True
19-114736,2019-07-25,2019,LEGACY,6-20,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2545,83.60709592641261,True,True,True,True
19-117843,2019-07-31,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2539,83.40998685939553,True,True,True,True
19-100540,2019-07-05,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2565,84.26412614980289,True,True,True,True
19-105720,2019-07-09,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2561,84.13272010512483,True,True,True,True
19-107871,2019-07-11,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2559,84.06701708278581,True,True,True,True
19-107531,2019-07-12,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2558,84.03416557161628,True,True,True,True
19-109670,2019-07-15,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2555,83.93561103810775,True,True,True,True
19-112368,2019-07-18,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2552,83.8370565045992,True,True,True,True
19-113204,2019-07-19,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2551,83.80420499342969,True,True,True,True
19-113821,2019-07-22,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2548,83.70565045992116,True,True,True,True
19-116125,2019-07-25,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2545,83.60709592641261,True,True,True,True
19-117823,2019-07-29,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2541,83.47568988173455,True,True,True,True
19-118070,2019-07-29,2019,LEGACY,21+,NAME_FALLBACK,NONE,True,DIGITAL_ICT,2026-07-13,2541,83.47568988173455,True,True,True,True
19-118315,2019-07-30,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2540,83.44283837056504,True,True,True,True
19-124793,2019-08-12,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2527,83.01576872536137,True,True,True,True
19-127787,2019-08-21,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2518,82.72010512483574,True,True,True,True
19-131446,2019-08-30,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2509,82.42444152431011,True,True,True,True
19-132327,2019-08-30,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2509,82.42444152431011,True,True,True,True
19-119402,2019-08-03,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2536,83.31143232588698,True,True,True,True
19-120214,2019-08-03,2019,LEGACY,6-20,RAW_SIRET,RAW_SIRET_FIELD,False,NON_DIGITAL,2026-07-13,2536,83.31143232588698,True,True,True,True
19-121067,2019-08-04,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2535,83.27858081471747,True,True,True,True
19-121298,2019-08-07,2019,LEGACY,21+,RAW_SIRET,RAW_SIRET_FIELD,False,NON_DIGITAL,2026-07-13,2532,83.18002628120894,True,True,True,True
19-125250,2019-08-15,2019,LEGACY,21+,NAME_FALLBACK,NONE,True,DIGITAL_ICT,2026-07-13,2524,82.91721419185282,True,True,True,True
19-126504,2019-08-18,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2521,82.81865965834427,True,True,True,True
19-127099,2019-08-21,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2518,82.72010512483574,True,True,True,True
19-127777,2019-08-22,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2517,82.68725361366623,True,True,True,True
19-128974,2019-08-25,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2514,82.58869908015768,True,True,True,True
19-129034,2019-08-25,2019,LEGACY,21+,RAW_SIRET,RAW_SIRET_FIELD,False,NON_DIGITAL,2026-07-13,2514,82.58869908015768,True,True,True,True
19-129530,2019-08-28,2019,LEGACY,6-20,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2511,82.49014454664915,True,True,True,True
19-130028,2019-08-28,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2511,82.49014454664915,True,True,True,True
19-129786,2019-08-28,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2511,82.49014454664915,True,True,True,True
19-129817,2019-08-28,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2511,82.49014454664915,True,True,True,True
19-129954,2019-08-28,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2511,82.49014454664915,True,True,True,True
19-129961,2019-08-28,2019,LEGACY,21+,RAW_SIRET,RAW_SIRET_FIELD,False,NON_DIGITAL,2026-07-13,2511,82.49014454664915,True,True,True,True
19-119808,2019-08-01,2019,LEGACY,2-5,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2538,83.37713534822602,True,True,True,True
19-120297,2019-08-01,2019,LEGACY,21+,NAME_FALLBACK,NONE,True,DIGITAL_ICT,2026-07-13,2538,83.37713534822602,True,True,True,True
19-120311,2019-08-01,2019,LEGACY,6-20,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2538,83.37713534822602,True,True,True,True
19-109269,2019-08-02,2019,LEGACY,21+,NAME_FALLBACK,NONE,True,DIGITAL_ICT,2026-07-13,2537,83.3442838370565,True,True,True,True
19-121521,2019-08-05,2019,LEGACY,2-5,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2534,83.24572930354796,True,True,True,True
19-122411,2019-08-06,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2533,83.21287779237845,True,True,True,True
19-123475,2019-08-08,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2531,83.14717477003941,True,True,True,True
19-124361,2019-08-09,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2530,83.1143232588699,True,True,True,True
19-126164,2019-08-14,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2525,82.95006570302233,True,True,True,True
19-126262,2019-08-14,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2525,82.95006570302233,True,True,True,True
19-127287,2019-08-20,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2519,82.75295663600525,True,True,True,True
19-128957,2019-08-23,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2516,82.65440210249672,True,True,True,True
19-129043,2019-08-23,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2516,82.65440210249672,True,True,True,True
19-121062,2019-08-26,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2513,82.55584756898817,True,True,True,True
19-130148,2019-08-27,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2512,82.52299605781866,True,True,True,True
19-130822,2019-08-28,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2511,82.49014454664915,True,True,True,True
19-131842,2019-08-30,2019,LEGACY,6-20,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2509,82.42444152431011,True,True,True,True
19-121080,2019-08-04,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2535,83.27858081471747,True,True,True,True
19-121675,2019-08-07,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2532,83.18002628120894,True,True,True,True
19-125270,2019-08-14,2019,LEGACY,21+,NAME_FALLBACK,NONE,True,DIGITAL_ICT,2026-07-13,2525,82.95006570302233,True,True,True,True
19-127524,2019-08-22,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2517,82.68725361366623,True,True,True,True
19-128934,2019-08-25,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2514,82.58869908015768,True,True,True,True
19-125235,2019-08-28,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2511,82.49014454664915,True,True,True,True
19-129701,2019-08-28,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2511,82.49014454664915,True,True,True,True
19-129607,2019-08-28,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2511,82.49014454664915,True,True,True,True
19-131091,2019-08-30,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2509,82.42444152431011,True,True,True,True
19-129515,2019-08-31,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2508,82.3915900131406,True,True,True,True
19-114688,2019-08-01,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2538,83.37713534822602,True,True,True,True
19-120046,2019-08-01,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2538,83.37713534822602,True,True,True,True
19-120206,2019-08-01,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2538,83.37713534822602,True,True,True,True
19-121642,2019-08-05,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2534,83.24572930354796,True,True,True,True
19-122207,2019-08-06,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2533,83.21287779237845,True,True,True,True
19-122454,2019-08-06,2019,LEGACY,6-20,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2533,83.21287779237845,True,True,True,True
19-121407,2019-08-08,2019,LEGACY,1 (single),NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2531,83.14717477003941,True,True,True,True
19-123686,2019-08-08,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2531,83.14717477003941,True,True,True,True
19-124205,2019-08-09,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2530,83.1143232588699,True,True,True,True
19-125904,2019-08-14,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2525,82.95006570302233,True,True,True,True
19-125971,2019-08-14,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2525,82.95006570302233,True,True,True,True
19-126819,2019-08-19,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2520,82.78580814717476,True,True,True,True
19-127365,2019-08-20,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2519,82.75295663600525,True,True,True,True
19-127601,2019-08-20,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2519,82.75295663600525,True,True,True,True
19-128286,2019-08-22,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2517,82.68725361366623,True,True,True,True
19-126781,2019-08-22,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2517,82.68725361366623,True,True,True,True
19-128433,2019-08-22,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2517,82.68725361366623,True,True,True,True
19-125431,2019-08-23,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2516,82.65440210249672,True,True,True,True
19-129052,2019-08-23,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2516,82.65440210249672,True,True,True,True
19-129140,2019-08-23,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2516,82.65440210249672,True,True,True,True
19-129684,2019-08-26,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2513,82.55584756898817,True,True,True,True
19-130613,2019-08-27,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2512,82.52299605781866,True,True,True,True
19-131356,2019-08-29,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2510,82.45729303547962,True,True,True,True
19-132202,2019-08-30,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2509,82.42444152431011,True,True,True,True
19-119966,2019-08-01,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2538,83.37713534822602,True,True,True,True
19-116364,2019-08-05,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2534,83.24572930354796,True,True,True,True
19-105880,2019-08-16,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2523,82.88436268068331,True,True,True,True
19-127867,2019-08-21,2019,LEGACY,2-5,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2518,82.72010512483574,True,True,True,True
19-128633,2019-08-22,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2517,82.68725361366623,True,True,True,True
19-129474,2019-08-26,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2513,82.55584756898817,True,True,True,True
19-124010,2019-08-09,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2530,83.1143232588699,True,True,True,True
19-125231,2019-08-13,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2526,82.98291721419184,True,True,True,True
19-124888,2019-08-13,2019,LEGACY,21+,NAME_FALLBACK,NONE,True,DIGITAL_ICT,2026-07-13,2526,82.98291721419184,True,True,True,True
19-125999,2019-08-14,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2525,82.95006570302233,True,True,True,True
19-121333,2019-08-20,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2519,82.75295663600525,True,True,True,True
19-129041,2019-08-23,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2516,82.65440210249672,True,True,True,True
19-129319,2019-08-23,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2516,82.65440210249672,True,True,True,True
19-129399,2019-08-26,2019,LEGACY,1 (single),NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2513,82.55584756898817,True,True,True,True
19-129575,2019-08-26,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2513,82.55584756898817,True,True,True,True
19-131935,2019-08-30,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2509,82.42444152431011,True,True,True,True
19-132284,2019-08-30,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2509,82.42444152431011,True,True,True,True
19-119207,2019-08-02,2019,LEGACY,21+,RAW_SIRET,RAW_SIRET_FIELD,False,NON_DIGITAL,2026-07-13,2537,83.3442838370565,True,True,True,True
19-119269,2019-08-02,2019,LEGACY,21+,NAME_FALLBACK,NONE,True,DIGITAL_ICT,2026-07-13,2537,83.3442838370565,True,True,True,True
19-119886,2019-08-03,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2536,83.31143232588698,True,True,True,True
19-120368,2019-08-03,2019,LEGACY,6-20,RAW_SIRET,RAW_SIRET_FIELD,False,NON_DIGITAL,2026-07-13,2536,83.31143232588698,True,True,True,True
19-120803,2019-08-04,2019,LEGACY,21+,RAW_SIRET,RAW_SIRET_FIELD,False,NON_DIGITAL,2026-07-13,2535,83.27858081471747,True,True,True,True
19-120907,2019-08-04,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2535,83.27858081471747,True,True,True,True
19-121847,2019-08-07,2019,LEGACY,21+,RAW_SIRET,RAW_SIRET_FIELD,False,NON_DIGITAL,2026-07-13,2532,83.18002628120894,True,True,True,True
19-123905,2019-08-11,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2528,83.04862023653088,True,True,True,True
19-125370,2019-08-14,2019,LEGACY,21+,RAW_SIRET,RAW_SIRET_FIELD,False,NON_DIGITAL,2026-07-13,2525,82.95006570302233,True,True,True,True
19-125789,2019-08-16,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2523,82.88436268068331,True,True,True,True
19-70138,2019-08-18,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2521,82.81865965834427,True,True,True,True
19-127047,2019-08-21,2019,LEGACY,21+,RAW_SIRET,RAW_SIRET_FIELD,False,NON_DIGITAL,2026-07-13,2518,82.72010512483574,True,True,True,True
19-127367,2019-08-21,2019,LEGACY,21+,RAW_SIRET,RAW_SIRET_FIELD,False,NON_DIGITAL,2026-07-13,2518,82.72010512483574,True,True,True,True
19-128955,2019-08-25,2019,LEGACY,21+,RAW_SIRET,RAW_SIRET_FIELD,False,NON_DIGITAL,2026-07-13,2514,82.58869908015768,True,True,True,True
19-129012,2019-08-25,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2514,82.58869908015768,True,True,True,True
19-130336,2019-08-29,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2510,82.45729303547962,True,True,True,True
19-131503,2019-08-31,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2508,82.3915900131406,True,True,True,True
19-120211,2019-08-01,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2538,83.37713534822602,True,True,True,True
19-120478,2019-08-02,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2537,83.3442838370565,True,True,True,True
19-120758,2019-08-02,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2537,83.3442838370565,True,True,True,True
19-120971,2019-08-02,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2537,83.3442838370565,True,True,True,True
19-122491,2019-08-06,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2533,83.21287779237845,True,True,True,True
19-127505,2019-08-20,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2519,82.75295663600525,True,True,True,True
19-127870,2019-08-21,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2518,82.72010512483574,True,True,True,True
19-128172,2019-08-21,2019,LEGACY,1 (single),NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2518,82.72010512483574,True,True,True,True
19-131426,2019-08-29,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2510,82.45729303547962,True,True,True,True
19-132038,2019-08-30,2019,LEGACY,21+,NAME_FALLBACK,NONE,False,NON_DIGITAL,2026-07-13,2509,82.42444152431011,True,True,True,True
